,UF,Internet,Rend.mens.Domiciliar,Ren.mens.percapta,Faixa.Rend.mens.percapta,Num.Televisores,Classe
111746,PR,Nao,600.0,300.0,2.0,1.0,baixa
111747,PR,Nao,3070.0,1535.0,4.0,2.0,média
111748,PR,Nao,3300.0,1100.0,4.0,3.0,média
111749,PR,Nao,788.0,394.0,2.0,1.0,baixa
111750,PR,Nao,3600.0,1200.0,4.0,3.0,média
111751,PR,Sim,1488.0,1488.0,4.0,1.0,média
111752,PR,Nao,2776.0,925.0,4.0,1.0,média baixa
111753,PR,Sim,2000.0,2000.0,5.0,1.0,média
111754,PR,Nao,788.0,788.0,3.0,1.0,média baixa
111755,PR,Nao,2788.0,929.0,4.0,2.0,média baixa
111756,PR,Nao,1872.0,624.0,3.0,2.0,média baixa
111757,PR,Nao,2000.0,666.0,3.0,1.0,média baixa
111758,PR,Sim,2000.0,1000.0,4.0,1.0,média baixa
111759,PR,Nao,2300.0,766.0,3.0,2.0,média baixa
111760,PR,Nao,3200.0,800.0,4.0,1.0,média baixa
111761,PR,Nao,788.0,262.0,2.0,1.0,baixa
111762,PR,Nao,1438.0,719.0,3.0,2.0,média baixa
111763,PR,Sim,4500.0,1125.0,4.0,1.0,média
111764,PR,Sim,362.0,181.0,1.0,1.0,baixa
111765,PR,Sim,3760.0,752.0,3.0,3.0,média baixa
111766,PR,Sim,6600.0,1650.0,5.0,3.0,média
111767,PR,Nao,1576.0,1576.0,4.0,2.0,média
111768,PR,Sim,11800.0,2360.0,5.0,3.0,média
111769,PR,Nao,1658.0,829.0,4.0,2.0,média baixa
111770,PR,Sim,3820.0,955.0,4.0,1.0,média baixa
111771,PR,Sim,1988.0,994.0,4.0,1.0,média baixa
111772,PR,Sim,5600.0,800.0,4.0,1.0,média baixa
111773,PR,Sim,2000.0,666.0,3.0,2.0,média baixa
111774,PR,Sim,4576.0,1144.0,4.0,1.0,média
111775,PR,Nao,2200.0,733.0,3.0,2.0,média baixa
111776,PR,Nao,700.0,233.0,2.0,2.0,baixa
111778,PR,Nao,800.0,800.0,4.0,1.0,média baixa
111779,PR,Sim,1500.0,300.0,2.0,3.0,baixa
111780,PR,Nao,1300.0,1300.0,4.0,1.0,média
111781,PR,Nao,2364.0,2364.0,5.0,1.0,média
111782,PR,Nao,3350.0,837.0,4.0,1.0,média baixa
111783,PR,Sim,6788.0,1357.0,4.0,1.0,média
111784,PR,Nao,3200.0,1066.0,4.0,3.0,média
111785,PR,Nao,1576.0,788.0,3.0,1.0,média baixa
111786,PR,Nao,1800.0,900.0,4.0,1.0,média baixa
111787,PR,Nao,2000.0,500.0,3.0,2.0,média baixa
111789,PR,Nao,1200.0,400.0,3.0,2.0,baixa
111790,PR,Nao,788.0,788.0,3.0,1.0,média baixa
111791,PR,Nao,788.0,788.0,3.0,1.0,média baixa
111792,PR,Sim,788.0,394.0,2.0,2.0,baixa
111793,PR,Sim,788.0,262.0,2.0,2.0,baixa
111794,PR,Sim,2400.0,800.0,4.0,1.0,média baixa
111795,PR,Nao,1576.0,788.0,3.0,1.0,média baixa
111796,PR,Nao,4100.0,1366.0,4.0,2.0,média
111797,PR,Nao,2600.0,866.0,4.0,1.0,média baixa
111799,PR,Sim,630.0,630.0,3.0,1.0,média baixa
111800,PR,Nao,3550.0,887.0,4.0,3.0,média baixa
111801,PR,Sim,2300.0,1150.0,4.0,1.0,média
111802,PR,Sim,2200.0,550.0,3.0,2.0,média baixa
111803,PR,Sim,1000.0,500.0,3.0,1.0,média baixa
111804,PR,Nao,1000.0,1000.0,4.0,1.0,média baixa
111805,PR,Nao,1576.0,1576.0,4.0,1.0,média
111806,PR,Sim,4300.0,2150.0,5.0,1.0,média
111807,PR,Nao,2088.0,696.0,3.0,2.0,média baixa
111808,PR,Nao,1100.0,550.0,3.0,1.0,média baixa
111809,PR,Sim,2200.0,1100.0,4.0,1.0,média
111810,PR,Nao,2160.0,1080.0,4.0,1.0,média
111811,PR,Sim,1200.0,1200.0,4.0,2.0,média
111812,PR,Nao,3200.0,800.0,4.0,4.0,média baixa
111813,PR,Nao,900.0,900.0,4.0,1.0,média baixa
111814,PR,Nao,2880.0,1440.0,4.0,2.0,média
111815,PR,Sim,6350.0,2116.0,5.0,3.0,média
111816,PR,Nao,4000.0,2000.0,5.0,1.0,média
111817,PR,Sim,1576.0,1576.0,4.0,2.0,média
111818,PR,Nao,1600.0,1600.0,5.0,1.0,média
111819,PR,Nao,900.0,150.0,1.0,1.0,baixa
111820,PR,Sim,2000.0,666.0,3.0,1.0,média baixa
111821,PR,Sim,4100.0,1025.0,4.0,2.0,média
111822,PR,Nao,1200.0,600.0,3.0,2.0,média baixa
111823,PR,Sim,2600.0,520.0,3.0,2.0,média baixa
111825,PR,Sim,2300.0,766.0,3.0,2.0,média baixa
111826,PR,Sim,788.0,262.0,2.0,1.0,baixa
111827,PR,Sim,3000.0,750.0,3.0,1.0,média baixa
111828,PR,Sim,1350.0,1350.0,4.0,1.0,média
111829,PR,Nao,1576.0,788.0,3.0,1.0,média baixa
111830,PR,Sim,1000.0,333.0,2.0,1.0,baixa
111831,PR,Nao,2600.0,520.0,3.0,1.0,média baixa
111832,PR,Sim,2900.0,725.0,3.0,2.0,média baixa
111833,PR,Nao,0.0,0.0,0.0,1.0,baixa
111834,PR,Nao,2300.0,1150.0,4.0,2.0,média
111835,PR,Sim,2700.0,900.0,4.0,2.0,média baixa
111836,PR,Sim,3900.0,1300.0,4.0,2.0,média
111837,PR,Nao,1888.0,944.0,4.0,1.0,média baixa
111838,PR,Nao,1688.0,844.0,4.0,1.0,média baixa
111839,PR,Sim,1850.0,462.0,3.0,3.0,média baixa
111840,PR,Nao,1576.0,1576.0,4.0,1.0,média
111841,PR,Nao,1500.0,750.0,3.0,2.0,média baixa
111842,PR,Sim,3400.0,680.0,3.0,2.0,média baixa
111843,PR,Nao,2288.0,1144.0,4.0,1.0,média
111844,PR,Nao,1200.0,1200.0,4.0,1.0,média
111845,PR,Sim,4000.0,1333.0,4.0,1.0,média
111846,PR,Sim,3800.0,1266.0,4.0,2.0,média
111847,PR,Nao,1100.0,550.0,3.0,2.0,média baixa
111848,PR,Nao,1000.0,500.0,3.0,1.0,média baixa
111849,PR,Nao,2588.0,862.0,4.0,1.0,média baixa
111850,PR,Nao,3300.0,1650.0,5.0,1.0,média
111851,PR,Sim,5000.0,1666.0,5.0,4.0,média
111853,PR,Sim,3500.0,875.0,4.0,1.0,média baixa
111854,PR,Nao,1576.0,788.0,3.0,1.0,média baixa
111855,PR,Nao,2825.0,1412.0,4.0,2.0,média
111856,PR,Nao,2625.0,1312.0,4.0,1.0,média
111858,PR,Nao,2200.0,733.0,3.0,2.0,média baixa
111859,PR,Nao,2900.0,483.0,3.0,1.0,média baixa
111860,PR,Nao,2400.0,480.0,3.0,1.0,média baixa
111861,PR,Nao,1312.0,437.0,3.0,1.0,baixa
111862,PR,Nao,4095.0,372.0,2.0,1.0,baixa
111863,PR,Nao,1238.0,619.0,3.0,1.0,média baixa
111864,PR,Sim,19300.0,9650.0,7.0,1.0,alta
111865,PR,Sim,4950.0,2475.0,6.0,1.0,média
111867,PR,Sim,2037.0,509.0,3.0,1.0,média baixa
111868,PR,Nao,2576.0,1288.0,4.0,2.0,média
111869,PR,Sim,6000.0,2000.0,5.0,1.0,média
111870,PR,Sim,19880.0,4970.0,7.0,2.0,alta
111871,PR,Sim,5040.0,1680.0,5.0,1.0,média
111872,PR,Nao,3170.0,528.0,3.0,1.0,média baixa
111873,PR,Nao,1577.0,788.0,3.0,1.0,média baixa
111874,PR,Sim,6230.0,3115.0,6.0,1.0,alta
111875,PR,Sim,5076.0,2538.0,6.0,2.0,alta
111876,PR,Nao,2288.0,1144.0,4.0,1.0,média
111877,PR,Nao,2976.0,496.0,3.0,1.0,média baixa
111878,PR,Sim,5338.0,1334.0,4.0,1.0,média
111879,PR,Sim,1500.0,750.0,3.0,1.0,média baixa
111880,PR,Nao,1250.0,208.0,2.0,1.0,baixa
111882,PR,Sim,2000.0,500.0,3.0,1.0,média baixa
111883,PR,Sim,4114.0,822.0,4.0,1.0,média baixa
111884,PR,Nao,1576.0,788.0,3.0,2.0,média baixa
111886,PR,Nao,788.0,788.0,3.0,1.0,média baixa
111887,PR,Nao,788.0,788.0,3.0,1.0,média baixa
111888,PR,Sim,1966.0,655.0,3.0,1.0,média baixa
111889,PR,Sim,4600.0,1150.0,4.0,2.0,média
111891,PR,Nao,1988.0,994.0,4.0,1.0,média baixa
111892,PR,Nao,1576.0,788.0,3.0,1.0,média baixa
111893,PR,Sim,2388.0,796.0,4.0,2.0,média baixa
111894,PR,Sim,1650.0,275.0,2.0,1.0,baixa
111895,PR,Nao,700.0,700.0,3.0,1.0,média baixa
111897,PR,Sim,3546.0,1773.0,5.0,1.0,média
111898,PR,Sim,2000.0,666.0,3.0,1.0,média baixa
111899,PR,Sim,1200.0,1200.0,4.0,1.0,média
111903,PR,Sim,8167.0,1633.0,5.0,1.0,média
111904,PR,Sim,3950.0,790.0,4.0,2.0,média baixa
111905,PR,Sim,3451.0,690.0,3.0,1.0,média baixa
111906,PR,Sim,4100.0,820.0,4.0,1.0,média baixa
111907,PR,Sim,5900.0,1966.0,5.0,1.0,média
111908,PR,Nao,3000.0,750.0,3.0,1.0,média baixa
111909,PR,Nao,833.0,277.0,2.0,1.0,baixa
111910,PR,Nao,1033.0,1033.0,4.0,1.0,média
111911,PR,Nao,3138.0,1569.0,4.0,1.0,média
111912,PR,Sim,3437.0,1718.0,5.0,1.0,média
111913,PR,Nao,3896.0,1298.0,4.0,1.0,média
111914,PR,Sim,2540.0,423.0,3.0,2.0,baixa
111915,PR,Sim,6176.0,1544.0,4.0,2.0,média
111916,PR,Sim,2300.0,766.0,3.0,1.0,média baixa
111917,PR,Sim,3877.0,1292.0,4.0,1.0,média
111918,PR,Sim,3634.0,908.0,4.0,2.0,média baixa
111920,PR,Nao,2160.0,540.0,3.0,2.0,média baixa
111921,PR,Nao,1200.0,600.0,3.0,1.0,média baixa
111922,PR,Sim,21788.0,5447.0,7.0,1.0,alta
111923,PR,Nao,3276.0,1638.0,5.0,1.0,média
111924,PR,Nao,5788.0,5788.0,7.0,1.0,alta
111925,PR,Sim,4102.0,1025.0,4.0,1.0,média
111928,PR,Sim,3244.0,811.0,4.0,2.0,média baixa
111929,PR,Nao,2438.0,1219.0,4.0,1.0,média
111930,PR,Nao,1380.0,460.0,3.0,1.0,média baixa
111931,PR,Nao,1268.0,634.0,3.0,1.0,média baixa
111932,PR,Sim,1000.0,1000.0,4.0,1.0,média baixa
111933,PR,Nao,2876.0,958.0,4.0,1.0,média baixa
111934,PR,Nao,2476.0,619.0,3.0,1.0,média baixa
111936,PR,Sim,1788.0,596.0,3.0,1.0,média baixa
111939,PR,Nao,350.0,350.0,2.0,1.0,baixa
111940,PR,Nao,1576.0,788.0,3.0,1.0,média baixa
111941,PR,Sim,1150.0,575.0,3.0,1.0,média baixa
111942,PR,Sim,2400.0,800.0,4.0,1.0,média baixa
111943,PR,Nao,2000.0,666.0,3.0,1.0,média baixa
111944,PR,Sim,1900.0,475.0,3.0,1.0,média baixa
111945,PR,Sim,1576.0,525.0,3.0,1.0,média baixa
111946,PR,Sim,747.0,186.0,1.0,1.0,baixa
111947,PR,Nao,1132.0,1132.0,4.0,1.0,média
111948,PR,Nao,1688.0,562.0,3.0,1.0,média baixa
111949,PR,Sim,1994.0,498.0,3.0,1.0,média baixa
111950,PR,Sim,4200.0,840.0,4.0,3.0,média baixa
111951,PR,Sim,2700.0,900.0,4.0,1.0,média baixa
111952,PR,Nao,1412.0,706.0,3.0,1.0,média baixa
111954,PR,Sim,2510.0,1255.0,4.0,1.0,média
111956,PR,Nao,700.0,233.0,2.0,1.0,baixa
111957,PR,Sim,4000.0,800.0,4.0,3.0,média baixa
111958,PR,Sim,3050.0,1016.0,4.0,1.0,média baixa
111959,PR,Nao,1388.0,1388.0,4.0,1.0,média
111960,PR,Sim,13800.0,4600.0,7.0,4.0,alta
111961,PR,Nao,1500.0,1500.0,4.0,1.0,média
111962,PR,Sim,7088.0,2362.0,5.0,1.0,média
111963,PR,Nao,1500.0,1500.0,4.0,1.0,média
111964,PR,Nao,2836.0,945.0,4.0,2.0,média baixa
111966,PR,Nao,938.0,938.0,4.0,1.0,média baixa
111967,PR,Nao,1576.0,1576.0,4.0,1.0,média
111968,PR,Nao,2300.0,766.0,3.0,1.0,média baixa
111969,PR,Nao,1400.0,466.0,3.0,1.0,média baixa
111971,PR,Nao,0.0,0.0,0.0,1.0,baixa
111972,PR,Sim,7000.0,2333.0,5.0,2.0,média
111974,PR,Nao,2140.0,713.0,3.0,1.0,média baixa
111975,PR,Nao,2364.0,788.0,3.0,1.0,média baixa
111977,PR,Nao,0.0,0.0,0.0,1.0,baixa
111978,PR,Nao,2100.0,525.0,3.0,1.0,média baixa
111979,PR,Sim,5900.0,1475.0,4.0,2.0,média
111980,PR,Sim,16500.0,4125.0,7.0,5.0,alta
111981,PR,Nao,3800.0,1900.0,5.0,1.0,média
111982,PR,Sim,2000.0,400.0,3.0,1.0,baixa
111983,PR,Nao,1576.0,1576.0,4.0,2.0,média
111984,PR,Sim,6890.0,1722.0,5.0,2.0,média
111985,PR,Sim,10838.0,10838.0,7.0,2.0,alta
111986,PR,Nao,1576.0,1576.0,4.0,1.0,média
111987,PR,Nao,1300.0,650.0,3.0,1.0,média baixa
111988,PR,Nao,1040.0,346.0,2.0,1.0,baixa
111989,PR,Sim,3500.0,875.0,4.0,1.0,média baixa
111991,PR,Nao,1576.0,788.0,3.0,1.0,média baixa
111992,PR,Nao,2376.0,1188.0,4.0,2.0,média
111993,PR,Sim,11460.0,3820.0,6.0,3.0,alta
111995,PR,Sim,2000.0,400.0,3.0,2.0,baixa
111997,PR,Sim,6000.0,1500.0,4.0,1.0,média
111998,PR,Sim,2100.0,700.0,3.0,1.0,média baixa
111999,PR,Sim,4938.0,1646.0,5.0,1.0,média
112000,PR,Nao,1576.0,788.0,3.0,2.0,média baixa
112001,PR,Nao,2364.0,1182.0,4.0,1.0,média
112002,PR,Nao,2364.0,788.0,3.0,2.0,média baixa
112003,PR,Nao,3152.0,788.0,3.0,1.0,média baixa
112004,PR,Nao,788.0,394.0,2.0,1.0,baixa
112006,PR,Nao,1388.0,694.0,3.0,1.0,média baixa
112007,PR,Nao,1488.0,1488.0,4.0,2.0,média
112008,PR,Sim,1100.0,550.0,3.0,1.0,média baixa
112009,PR,Nao,2200.0,1100.0,4.0,2.0,média
112010,PR,Nao,2026.0,675.0,3.0,1.0,média baixa
112011,PR,Nao,700.0,350.0,2.0,1.0,baixa
112012,PR,Sim,2200.0,733.0,3.0,2.0,média baixa
112013,PR,Sim,2480.0,1240.0,4.0,3.0,média
112015,PR,Sim,2000.0,400.0,3.0,1.0,baixa
112017,PR,Sim,3500.0,1750.0,5.0,1.0,média
112018,PR,Sim,4600.0,4600.0,7.0,2.0,alta
112023,PR,Nao,2990.0,996.0,4.0,2.0,média baixa
112029,PR,Sim,2000.0,2000.0,5.0,7.0,média
112030,PR,Sim,3490.0,1745.0,5.0,2.0,média
112035,PR,Sim,3600.0,1800.0,5.0,1.0,média
112038,PR,Sim,5000.0,5000.0,7.0,1.0,alta
112042,PR,Sim,4000.0,4000.0,7.0,1.0,alta
112043,PR,Sim,2100.0,2100.0,5.0,1.0,média
112044,PR,Sim,3500.0,1166.0,4.0,2.0,média
112045,PR,Sim,780.0,780.0,3.0,2.0,média baixa
112047,PR,Sim,4300.0,2150.0,5.0,2.0,média
112048,PR,Sim,3000.0,3000.0,6.0,1.0,alta
112049,PR,Sim,8900.0,8900.0,7.0,1.0,alta
112051,PR,Sim,1394.0,1394.0,4.0,1.0,média
112053,PR,Sim,1188.0,1188.0,4.0,2.0,média
112055,PR,Sim,6000.0,2000.0,5.0,3.0,média
112058,PR,Sim,3040.0,3040.0,6.0,2.0,alta
112059,PR,Sim,7000.0,7000.0,7.0,2.0,alta
112061,PR,Sim,2100.0,1050.0,4.0,2.0,média
112062,PR,Sim,4500.0,4500.0,7.0,1.0,alta
112063,PR,Sim,5000.0,5000.0,7.0,2.0,alta
112066,PR,Sim,4200.0,2100.0,5.0,1.0,média
112068,PR,Sim,6500.0,6500.0,7.0,2.0,alta
112074,PR,Sim,1000.0,1000.0,4.0,2.0,média baixa
112077,PR,Sim,9000.0,9000.0,7.0,1.0,alta
112078,PR,Sim,2500.0,833.0,4.0,1.0,média baixa
112079,PR,Sim,3980.0,3980.0,7.0,1.0,alta
112080,PR,Sim,3500.0,3500.0,6.0,2.0,alta
112081,PR,Sim,2200.0,2200.0,5.0,2.0,média
112082,PR,Sim,32000.0,16000.0,7.0,2.0,alta
112083,PR,Sim,18000.0,6000.0,7.0,2.0,alta
112084,PR,Sim,2000.0,666.0,3.0,3.0,média baixa
112085,PR,Sim,31000.0,15500.0,7.0,2.0,alta
112086,PR,Sim,3800.0,1266.0,4.0,1.0,média
112087,PR,Sim,10000.0,5000.0,7.0,2.0,alta
112088,PR,Sim,2800.0,2800.0,6.0,1.0,alta
112093,PR,Sim,1500.0,500.0,3.0,2.0,média baixa
112096,PR,Sim,18000.0,9000.0,7.0,1.0,alta
112097,PR,Sim,2000.0,500.0,3.0,2.0,média baixa
112098,PR,Sim,5000.0,5000.0,7.0,2.0,alta
112099,PR,Sim,1400.0,1400.0,4.0,1.0,média
112100,PR,Sim,1500.0,1500.0,4.0,2.0,média
112101,PR,Nao,2288.0,1144.0,4.0,1.0,média
112103,PR,Nao,4000.0,4000.0,7.0,3.0,alta
112104,PR,Sim,2000.0,2000.0,5.0,3.0,média
112105,PR,Sim,10788.0,5394.0,7.0,3.0,alta
112106,PR,Nao,21000.0,10500.0,7.0,2.0,alta
112108,PR,Sim,10000.0,2500.0,6.0,4.0,alta
112110,PR,Sim,3800.0,950.0,4.0,3.0,média baixa
112111,PR,Sim,5000.0,2500.0,6.0,2.0,alta
112112,PR,Sim,3500.0,3500.0,6.0,1.0,alta
112113,PR,Sim,2788.0,697.0,3.0,2.0,média baixa
112115,PR,Sim,2200.0,2200.0,5.0,1.0,média
112117,PR,Sim,10000.0,10000.0,7.0,2.0,alta
112120,PR,Sim,10000.0,10000.0,7.0,2.0,alta
112121,PR,Sim,7550.0,3775.0,6.0,2.0,alta
112122,PR,Sim,10000.0,5000.0,7.0,3.0,alta
112123,PR,Sim,0.0,0.0,0.0,3.0,baixa
112125,PR,Sim,7000.0,7000.0,7.0,2.0,alta
112126,PR,Sim,4500.0,1125.0,4.0,1.0,média
112127,PR,Sim,12500.0,4166.0,7.0,2.0,alta
112128,PR,Sim,13600.0,6800.0,7.0,5.0,alta
112132,PR,Sim,3400.0,1700.0,5.0,1.0,média
112133,PR,Sim,4000.0,4000.0,7.0,2.0,alta
112134,PR,Sim,14130.0,3532.0,6.0,1.0,alta
112135,PR,Sim,11000.0,2750.0,6.0,2.0,alta
112136,PR,Sim,32400.0,16200.0,7.0,2.0,alta
112137,PR,Sim,6200.0,3100.0,6.0,1.0,alta
112138,PR,Sim,3000.0,1500.0,4.0,3.0,média
112139,PR,Sim,10000.0,3333.0,6.0,2.0,alta
112143,PR,Sim,14788.0,4929.0,7.0,3.0,alta
112145,PR,Sim,8600.0,2866.0,6.0,1.0,alta
112146,PR,Sim,4000.0,4000.0,7.0,2.0,alta
112147,PR,Sim,4000.0,2000.0,5.0,1.0,média
112148,PR,Sim,12400.0,3100.0,6.0,3.0,alta
112151,PR,Sim,1576.0,315.0,2.0,2.0,baixa
112153,PR,Sim,8000.0,8000.0,7.0,1.0,alta
112155,PR,Sim,25000.0,25000.0,7.0,2.0,alta
112156,PR,Sim,3000.0,3000.0,6.0,1.0,alta
112157,PR,Sim,14000.0,4666.0,7.0,4.0,alta
112158,PR,Sim,22000.0,11000.0,7.0,2.0,alta
112159,PR,Sim,2500.0,2500.0,6.0,1.0,alta
112161,PR,Sim,11000.0,2750.0,6.0,1.0,alta
112162,PR,Sim,20000.0,20000.0,7.0,3.0,alta
112163,PR,Sim,8000.0,2666.0,6.0,2.0,alta
112164,PR,Sim,13000.0,6500.0,7.0,3.0,alta
112165,PR,Sim,788.0,788.0,3.0,3.0,média baixa
112166,PR,Sim,7000.0,2333.0,5.0,5.0,média
112167,PR,Sim,24200.0,12100.0,7.0,4.0,alta
112168,PR,Sim,34000.0,8500.0,7.0,5.0,alta
112169,PR,Sim,8000.0,8000.0,7.0,1.0,alta
112170,PR,Sim,9000.0,4500.0,7.0,2.0,alta
112172,PR,Sim,4100.0,1025.0,4.0,4.0,média
112173,PR,Nao,11788.0,5894.0,7.0,2.0,alta
112174,PR,Sim,22000.0,5500.0,7.0,4.0,alta
112179,PR,Sim,5300.0,5300.0,7.0,2.0,alta
112180,PR,Sim,7500.0,7500.0,7.0,3.0,alta
112181,PR,Sim,0.0,0.0,0.0,1.0,baixa
112183,PR,Sim,47800.0,15933.0,7.0,2.0,alta
112185,PR,Sim,10200.0,10200.0,7.0,1.0,alta
112186,PR,Sim,5000.0,5000.0,7.0,3.0,alta
112188,PR,Sim,9000.0,4500.0,7.0,2.0,alta
112189,PR,Sim,0.0,0.0,0.0,2.0,baixa
112191,PR,Sim,20000.0,5000.0,7.0,8.0,alta
112192,PR,Sim,4000.0,1333.0,4.0,3.0,média
112193,PR,Sim,10000.0,10000.0,7.0,2.0,alta
112194,PR,Sim,15000.0,15000.0,7.0,1.0,alta
112195,PR,Sim,2988.0,996.0,4.0,2.0,média baixa
112196,PR,Sim,6500.0,3250.0,6.0,2.0,alta
112197,PR,Sim,5000.0,5000.0,7.0,2.0,alta
112198,PR,Sim,6788.0,1131.0,4.0,4.0,média
112199,PR,Sim,3000.0,1500.0,4.0,2.0,média
112200,PR,Sim,56000.0,18666.0,7.0,1.0,alta
112201,PR,Sim,23500.0,7833.0,7.0,3.0,alta
112203,PR,Nao,19500.0,9750.0,7.0,2.0,alta
112207,PR,Sim,30000.0,15000.0,7.0,8.0,alta
112208,PR,Sim,17300.0,4325.0,7.0,5.0,alta
112209,PR,Sim,6800.0,3400.0,6.0,2.0,alta
112210,PR,Sim,16000.0,5333.0,7.0,4.0,alta
112213,PR,Sim,4000.0,2000.0,5.0,2.0,média
112214,PR,Sim,14500.0,4833.0,7.0,2.0,alta
112216,PR,Nao,1000.0,333.0,2.0,2.0,baixa
112217,PR,Sim,11760.0,3920.0,6.0,4.0,alta
112220,PR,Sim,41946.0,8389.0,7.0,2.0,alta
112222,PR,Sim,7500.0,2500.0,6.0,2.0,alta
112223,PR,Sim,2000.0,2000.0,5.0,2.0,média
112224,PR,Sim,1800.0,900.0,4.0,1.0,média baixa
112227,PR,Nao,12000.0,6000.0,7.0,2.0,alta
112228,PR,Sim,600.0,600.0,3.0,1.0,média baixa
112229,PR,Sim,8000.0,4000.0,7.0,3.0,alta
112230,PR,Sim,8000.0,2666.0,6.0,2.0,alta
112231,PR,Sim,23500.0,7833.0,7.0,2.0,alta
112233,PR,Sim,19400.0,4850.0,7.0,5.0,alta
112234,PR,Sim,8700.0,2900.0,6.0,2.0,alta
112236,PR,Sim,1560.0,780.0,3.0,3.0,média baixa
112237,PR,Sim,15750.0,7875.0,7.0,1.0,alta
112238,PR,Sim,5000.0,2500.0,6.0,3.0,alta
112239,PR,Sim,35000.0,11666.0,7.0,4.0,alta
112240,PR,Sim,18000.0,6000.0,7.0,2.0,alta
112241,PR,Sim,9000.0,4500.0,7.0,2.0,alta
112243,PR,Sim,6000.0,3000.0,6.0,2.0,alta
112244,PR,Sim,10000.0,5000.0,7.0,2.0,alta
112246,PR,Sim,3800.0,1266.0,4.0,2.0,média
112249,PR,Sim,7145.0,1786.0,5.0,1.0,média
112250,PR,Sim,24500.0,24500.0,7.0,1.0,alta
112251,PR,Sim,3000.0,1000.0,4.0,2.0,média baixa
112253,PR,Sim,2000.0,2000.0,5.0,2.0,média
112254,PR,Sim,28500.0,7125.0,7.0,2.0,alta
112256,PR,Sim,25000.0,6250.0,7.0,2.0,alta
112257,PR,Sim,7280.0,7280.0,7.0,1.0,alta
112258,PR,Sim,20000.0,6666.0,7.0,2.0,alta
112259,PR,Sim,2500.0,2500.0,6.0,1.0,alta
112261,PR,Nao,2200.0,733.0,3.0,2.0,média baixa
112262,PR,Sim,1500.0,300.0,2.0,2.0,baixa
112263,PR,Sim,2000.0,666.0,3.0,1.0,média baixa
112265,PR,Nao,1200.0,400.0,3.0,1.0,baixa
112267,PR,Nao,1140.0,380.0,2.0,1.0,baixa
112268,PR,Nao,3200.0,640.0,3.0,2.0,média baixa
112269,PR,Nao,2200.0,733.0,3.0,2.0,média baixa
112270,PR,Nao,2500.0,500.0,3.0,2.0,média baixa
112271,PR,Nao,0.0,0.0,0.0,2.0,baixa
112273,PR,Nao,2100.0,300.0,2.0,2.0,baixa
112274,PR,Nao,1000.0,1000.0,4.0,1.0,média baixa
112275,PR,Sim,4000.0,571.0,3.0,3.0,média baixa
112276,PR,Nao,3000.0,750.0,3.0,2.0,média baixa
112280,PR,Sim,4100.0,2050.0,5.0,2.0,média
112281,PR,Sim,6000.0,3000.0,6.0,3.0,alta
112282,PR,Sim,750.0,375.0,2.0,1.0,baixa
112284,PR,Sim,4000.0,1333.0,4.0,3.0,média
112286,PR,Sim,3600.0,900.0,4.0,4.0,média baixa
112287,PR,Sim,5600.0,1866.0,5.0,2.0,média
112289,PR,Sim,36650.0,7330.0,7.0,3.0,alta
112290,PR,Sim,5700.0,1900.0,5.0,1.0,média
112291,PR,Sim,5850.0,2925.0,6.0,2.0,alta
112292,PR,Sim,9800.0,1960.0,5.0,6.0,média
112293,PR,Sim,2900.0,1450.0,4.0,1.0,média
112294,PR,Sim,5588.0,2794.0,6.0,3.0,alta
112295,PR,Sim,8067.0,2016.0,5.0,2.0,média
112296,PR,Sim,2360.0,2360.0,5.0,2.0,média
112297,PR,Sim,7900.0,1975.0,5.0,3.0,média
112298,PR,Sim,4000.0,4000.0,7.0,1.0,alta
112299,PR,Sim,1400.0,700.0,3.0,3.0,média baixa
112300,PR,Sim,2000.0,1000.0,4.0,2.0,média baixa
112301,PR,Sim,5350.0,1783.0,5.0,1.0,média
112302,PR,Sim,11000.0,11000.0,7.0,1.0,alta
112303,PR,Nao,3800.0,1266.0,4.0,1.0,média
112304,PR,Sim,4200.0,2100.0,5.0,1.0,média
112306,PR,Sim,2800.0,1400.0,4.0,1.0,média
112307,PR,Nao,1450.0,1450.0,4.0,1.0,média
112310,PR,Sim,6195.0,1548.0,4.0,2.0,média
112312,PR,Nao,1712.0,570.0,3.0,1.0,média baixa
112313,PR,Nao,900.0,900.0,4.0,1.0,média baixa
112314,PR,Nao,1000.0,333.0,2.0,1.0,baixa
112315,PR,Sim,3968.0,992.0,4.0,3.0,média baixa
112316,PR,Nao,1000.0,1000.0,4.0,1.0,média baixa
112317,PR,Sim,4290.0,1430.0,4.0,3.0,média
112319,PR,Nao,950.0,950.0,4.0,1.0,média baixa
112320,PR,Sim,4925.0,985.0,4.0,4.0,média baixa
112321,PR,Sim,5500.0,1833.0,5.0,2.0,média
112322,PR,Nao,870.0,290.0,2.0,2.0,baixa
112323,PR,Nao,788.0,788.0,3.0,1.0,média baixa
112326,PR,Nao,1500.0,750.0,3.0,1.0,média baixa
112327,PR,Sim,6000.0,6000.0,7.0,3.0,alta
112328,PR,Sim,2500.0,1250.0,4.0,2.0,média
112329,PR,Sim,6289.0,1572.0,4.0,2.0,média
112330,PR,Sim,8000.0,2000.0,5.0,2.0,média
112331,PR,Sim,7400.0,2466.0,6.0,3.0,média
112332,PR,Sim,1989.0,994.0,4.0,1.0,média baixa
112333,PR,Sim,2000.0,1000.0,4.0,1.0,média baixa
