,UF,Internet,Rend.mens.Domiciliar,Ren.mens.percapta,Faixa.Rend.mens.percapta,Num.Televisores,Classe
110622,PR,Nao,2133.0,1066.0,4.0,2.0,média
110623,PR,Sim,1700.0,566.0,3.0,2.0,média baixa
110625,PR,Sim,2703.0,901.0,4.0,1.0,média baixa
110626,PR,Sim,9600.0,2400.0,6.0,3.0,média
110627,PR,Sim,2180.0,1090.0,4.0,1.0,média
110628,PR,Sim,1800.0,450.0,3.0,1.0,média baixa
110629,PR,Sim,5600.0,1866.0,5.0,3.0,média
110631,PR,Sim,7000.0,1750.0,5.0,3.0,média
110633,PR,Sim,4500.0,4500.0,7.0,2.0,alta
110634,PR,Nao,2420.0,1210.0,4.0,1.0,média
110635,PR,Sim,7720.0,3860.0,6.0,3.0,alta
110636,PR,Sim,2500.0,625.0,3.0,3.0,média baixa
110637,PR,Sim,3258.0,1086.0,4.0,1.0,média
110638,PR,Sim,3718.0,1239.0,4.0,2.0,média
110639,PR,Sim,8636.0,4318.0,7.0,2.0,alta
110640,PR,Sim,6500.0,2166.0,5.0,2.0,média
110641,PR,Sim,3200.0,800.0,4.0,1.0,média baixa
110642,PR,Sim,4584.0,1528.0,4.0,1.0,média
110643,PR,Sim,7900.0,3950.0,7.0,3.0,alta
110644,PR,Sim,3000.0,1000.0,4.0,1.0,média baixa
110645,PR,Sim,2000.0,400.0,3.0,3.0,baixa
110646,PR,Sim,8600.0,2866.0,6.0,2.0,alta
110647,PR,Sim,2788.0,929.0,4.0,1.0,média baixa
110648,PR,Sim,2650.0,883.0,4.0,1.0,média baixa
110649,PR,Nao,5188.0,1729.0,5.0,1.0,média
110650,PR,Sim,800.0,133.0,1.0,1.0,baixa
110651,PR,Sim,3103.0,1551.0,4.0,1.0,média
110652,PR,Sim,2000.0,400.0,3.0,2.0,baixa
110653,PR,Sim,3388.0,847.0,4.0,2.0,média baixa
110654,PR,Sim,2500.0,833.0,4.0,2.0,média baixa
110655,PR,Nao,1000.0,500.0,3.0,3.0,média baixa
110656,PR,Nao,788.0,394.0,2.0,1.0,baixa
110657,PR,Nao,2100.0,700.0,3.0,2.0,média baixa
110658,PR,Nao,5100.0,1275.0,4.0,2.0,média
110659,PR,Nao,1540.0,770.0,3.0,1.0,média baixa
110660,PR,Sim,6400.0,1600.0,5.0,2.0,média
110661,PR,Nao,1000.0,500.0,3.0,1.0,média baixa
110662,PR,Nao,1988.0,994.0,4.0,1.0,média baixa
110663,PR,Sim,2000.0,2000.0,5.0,1.0,média
110665,PR,Nao,2400.0,800.0,4.0,2.0,média baixa
110666,PR,Nao,3800.0,1900.0,5.0,1.0,média
110667,PR,Sim,1711.0,427.0,3.0,3.0,baixa
110668,PR,Nao,1200.0,1200.0,4.0,2.0,média
110669,PR,Sim,1500.0,750.0,3.0,1.0,média baixa
110670,PR,Sim,2850.0,1425.0,4.0,1.0,média
110671,PR,Sim,7700.0,1925.0,5.0,2.0,média
110672,PR,Sim,1500.0,300.0,2.0,1.0,baixa
110673,PR,Sim,2500.0,833.0,4.0,1.0,média baixa
110674,PR,Sim,2000.0,500.0,3.0,4.0,média baixa
110675,PR,Nao,5214.0,2607.0,6.0,2.0,alta
110676,PR,Nao,3800.0,1266.0,4.0,3.0,média
110678,PR,Nao,4576.0,915.0,4.0,1.0,média baixa
110679,PR,Sim,1200.0,600.0,3.0,1.0,média baixa
110680,PR,Nao,788.0,394.0,2.0,1.0,baixa
110681,PR,Nao,788.0,788.0,3.0,1.0,média baixa
110682,PR,Sim,3000.0,1500.0,4.0,2.0,média
110683,PR,Nao,2080.0,520.0,3.0,1.0,média baixa
110684,PR,Sim,3570.0,595.0,3.0,2.0,média baixa
110685,PR,Sim,10900.0,2180.0,5.0,2.0,média
110686,PR,Sim,3000.0,1000.0,4.0,1.0,média baixa
110687,PR,Sim,2576.0,858.0,4.0,2.0,média baixa
110688,PR,Nao,0.0,0.0,0.0,1.0,baixa
110689,PR,Sim,2600.0,866.0,4.0,3.0,média baixa
110690,PR,Sim,7900.0,1975.0,5.0,1.0,média
110691,PR,Sim,2500.0,625.0,3.0,1.0,média baixa
110692,PR,Nao,788.0,131.0,1.0,2.0,baixa
110693,PR,Nao,788.0,394.0,2.0,1.0,baixa
110694,PR,Nao,3788.0,1262.0,4.0,1.0,média
110695,PR,Sim,1200.0,600.0,3.0,1.0,média baixa
110696,PR,Nao,450.0,450.0,3.0,1.0,média baixa
110698,PR,Sim,2800.0,933.0,4.0,2.0,média baixa
110699,PR,Sim,4000.0,1000.0,4.0,3.0,média baixa
110700,PR,Sim,2400.0,1200.0,4.0,2.0,média
110701,PR,Sim,1800.0,600.0,3.0,1.0,média baixa
110702,PR,Sim,11500.0,1916.0,5.0,3.0,média
110704,PR,Nao,4088.0,1362.0,4.0,2.0,média
110705,PR,Nao,4276.0,2138.0,5.0,1.0,média
110707,PR,Sim,6500.0,1625.0,5.0,3.0,média
110708,PR,Sim,1500.0,500.0,3.0,2.0,média baixa
110710,PR,Sim,2700.0,900.0,4.0,2.0,média baixa
110711,PR,Sim,3800.0,950.0,4.0,3.0,média baixa
110712,PR,Sim,8120.0,2706.0,6.0,2.0,alta
110713,PR,Nao,1500.0,1500.0,4.0,1.0,média
110714,PR,Sim,3788.0,1262.0,4.0,1.0,média
110715,PR,Sim,3500.0,1166.0,4.0,2.0,média
110716,PR,Sim,6250.0,2083.0,5.0,2.0,média
110717,PR,Nao,7000.0,2333.0,5.0,2.0,média
110718,PR,Nao,6488.0,3244.0,6.0,5.0,alta
110719,PR,Sim,1368.0,684.0,3.0,2.0,média baixa
110720,PR,Sim,2900.0,725.0,3.0,2.0,média baixa
110721,PR,Nao,2400.0,600.0,3.0,1.0,média baixa
110722,PR,Sim,4500.0,1500.0,4.0,2.0,média
110723,PR,Sim,2700.0,540.0,3.0,2.0,média baixa
110724,PR,Sim,2500.0,625.0,3.0,1.0,média baixa
110725,PR,Sim,4000.0,2000.0,5.0,2.0,média
110726,PR,Nao,1300.0,1300.0,4.0,1.0,média
110727,PR,Sim,3000.0,1000.0,4.0,3.0,média baixa
110728,PR,Nao,1576.0,788.0,3.0,2.0,média baixa
110729,PR,Sim,5000.0,2500.0,6.0,2.0,alta
110730,PR,Sim,2300.0,460.0,3.0,1.0,média baixa
110731,PR,Nao,1500.0,1500.0,4.0,1.0,média
110732,PR,Sim,1460.0,486.0,3.0,2.0,média baixa
110733,PR,Nao,2000.0,2000.0,5.0,1.0,média
110734,PR,Sim,6000.0,2000.0,5.0,1.0,média
110735,PR,Sim,2576.0,368.0,2.0,2.0,baixa
110736,PR,Nao,2364.0,788.0,3.0,1.0,média baixa
110737,PR,Nao,1112.0,370.0,2.0,1.0,baixa
110738,PR,Sim,3200.0,800.0,4.0,1.0,média baixa
110739,PR,Sim,4200.0,1400.0,4.0,2.0,média
110740,PR,Sim,2800.0,560.0,3.0,3.0,média baixa
110741,PR,Sim,3500.0,1166.0,4.0,5.0,média
110742,PR,Nao,1500.0,1500.0,4.0,1.0,média
110743,PR,Sim,2800.0,700.0,3.0,2.0,média baixa
110744,PR,Sim,2920.0,730.0,3.0,1.0,média baixa
110745,PR,Sim,10600.0,3533.0,6.0,3.0,alta
110746,PR,Sim,3032.0,505.0,3.0,1.0,média baixa
110747,PR,Sim,4288.0,857.0,4.0,3.0,média baixa
110748,PR,Sim,3000.0,1000.0,4.0,2.0,média baixa
110749,PR,Sim,5800.0,2900.0,6.0,2.0,alta
110750,PR,Sim,1300.0,650.0,3.0,2.0,média baixa
110751,PR,Nao,3500.0,1750.0,5.0,4.0,média
110752,PR,Nao,7500.0,1500.0,4.0,1.0,média
110753,PR,Sim,2900.0,966.0,4.0,2.0,média baixa
110755,PR,Nao,2364.0,788.0,3.0,1.0,média baixa
110756,PR,Nao,2000.0,500.0,3.0,3.0,média baixa
110757,PR,Nao,2000.0,666.0,3.0,1.0,média baixa
110758,PR,Sim,4000.0,1000.0,4.0,2.0,média baixa
110759,PR,Sim,2000.0,400.0,3.0,1.0,baixa
110760,PR,Sim,2168.0,722.0,3.0,2.0,média baixa
110761,PR,Nao,1576.0,788.0,3.0,1.0,média baixa
110762,PR,Sim,1100.0,275.0,2.0,2.0,baixa
110763,PR,Nao,2388.0,796.0,4.0,2.0,média baixa
110764,PR,Sim,7000.0,2333.0,5.0,3.0,média
110765,PR,Sim,3500.0,875.0,4.0,3.0,média baixa
110766,PR,Nao,3800.0,1900.0,5.0,1.0,média
110767,PR,Nao,3000.0,750.0,3.0,1.0,média baixa
110768,PR,Nao,2788.0,1394.0,4.0,3.0,média
110769,PR,Nao,409.0,409.0,3.0,1.0,baixa
110770,PR,Sim,2600.0,866.0,4.0,1.0,média baixa
110772,PR,Nao,980.0,122.0,1.0,1.0,baixa
110773,PR,Sim,2000.0,666.0,3.0,1.0,média baixa
110774,PR,Sim,2000.0,500.0,3.0,1.0,média baixa
110775,PR,Sim,1693.0,846.0,4.0,2.0,média baixa
110776,PR,Nao,1988.0,994.0,4.0,2.0,média baixa
110777,PR,Sim,6600.0,1650.0,5.0,3.0,média
110778,PR,Sim,2500.0,833.0,4.0,2.0,média baixa
110779,PR,Sim,9288.0,2322.0,5.0,3.0,média
110780,PR,Sim,3000.0,1000.0,4.0,1.0,média baixa
110781,PR,Nao,1800.0,900.0,4.0,1.0,média baixa
110782,PR,Nao,1300.0,650.0,3.0,2.0,média baixa
110783,PR,Nao,1800.0,900.0,4.0,2.0,média baixa
110784,PR,Sim,1600.0,320.0,2.0,1.0,baixa
110786,PR,Sim,4510.0,2255.0,5.0,1.0,média
110787,PR,Nao,605.0,86.0,1.0,2.0,baixa
110788,PR,Sim,1200.0,600.0,3.0,1.0,média baixa
110790,PR,Sim,6688.0,3344.0,6.0,1.0,alta
110792,PR,Sim,800.0,800.0,4.0,1.0,média baixa
110793,PR,Sim,1576.0,525.0,3.0,1.0,média baixa
110794,PR,Sim,5800.0,1933.0,5.0,2.0,média
110795,PR,Sim,2275.0,568.0,3.0,2.0,média baixa
110799,PR,Sim,8988.0,2996.0,6.0,4.0,alta
110800,PR,Sim,6100.0,2033.0,5.0,3.0,média
110801,PR,Sim,3000.0,1500.0,4.0,1.0,média
110802,PR,Sim,11100.0,2775.0,6.0,4.0,alta
110803,PR,Nao,788.0,788.0,3.0,1.0,média baixa
110804,PR,Sim,4000.0,1333.0,4.0,2.0,média
110805,PR,Nao,1576.0,1576.0,4.0,1.0,média
110806,PR,Sim,4128.0,1032.0,4.0,2.0,média
110807,PR,Sim,4000.0,1333.0,4.0,2.0,média
110808,PR,Nao,1500.0,1500.0,4.0,1.0,média
110809,PR,Sim,1200.0,300.0,2.0,1.0,baixa
110810,PR,Nao,2288.0,572.0,3.0,1.0,média baixa
110811,PR,Nao,1576.0,788.0,3.0,3.0,média baixa
110812,PR,Nao,970.0,485.0,3.0,1.0,média baixa
110813,PR,Sim,3088.0,1029.0,4.0,2.0,média
110814,PR,Nao,1538.0,769.0,3.0,1.0,média baixa
110816,PR,Sim,2800.0,1400.0,4.0,1.0,média
110817,PR,Sim,2300.0,575.0,3.0,1.0,média baixa
110818,PR,Nao,1576.0,1576.0,4.0,1.0,média
110819,PR,Sim,1000.0,250.0,2.0,1.0,baixa
110820,PR,Sim,2488.0,497.0,3.0,2.0,média baixa
110821,PR,Nao,1576.0,394.0,2.0,1.0,baixa
110822,PR,Nao,788.0,394.0,2.0,1.0,baixa
110823,PR,Sim,1988.0,397.0,3.0,1.0,baixa
110824,PR,Sim,1470.0,735.0,3.0,2.0,média baixa
110825,PR,Sim,1988.0,662.0,3.0,1.0,média baixa
110826,PR,Nao,2440.0,1220.0,4.0,1.0,média
110827,PR,Sim,1312.0,437.0,3.0,2.0,baixa
110828,PR,Sim,3000.0,1000.0,4.0,1.0,média baixa
110829,PR,Sim,1788.0,447.0,3.0,1.0,média baixa
110830,PR,Sim,2600.0,866.0,4.0,2.0,média baixa
110831,PR,Nao,547.0,136.0,1.0,1.0,baixa
110832,PR,Nao,900.0,180.0,1.0,1.0,baixa
110833,PR,Nao,900.0,900.0,4.0,1.0,média baixa
110834,PR,Nao,2150.0,430.0,3.0,1.0,baixa
110835,PR,Sim,4400.0,1100.0,4.0,2.0,média
110836,PR,Sim,2773.0,693.0,3.0,2.0,média baixa
110837,PR,Sim,3188.0,1062.0,4.0,2.0,média
110838,PR,Nao,788.0,788.0,3.0,1.0,média baixa
110839,PR,Nao,1288.0,644.0,3.0,1.0,média baixa
110840,PR,Nao,1688.0,422.0,3.0,2.0,baixa
110844,PR,Nao,788.0,788.0,3.0,1.0,média baixa
110845,PR,Nao,2500.0,833.0,4.0,1.0,média baixa
110846,PR,Nao,2000.0,1000.0,4.0,1.0,média baixa
110847,PR,Nao,2076.0,346.0,2.0,2.0,baixa
110848,PR,Nao,2605.0,868.0,4.0,1.0,média baixa
110849,PR,Sim,953.0,476.0,3.0,1.0,média baixa
110850,PR,Nao,1054.0,351.0,2.0,1.0,baixa
110851,PR,Nao,1000.0,1000.0,4.0,1.0,média baixa
110852,PR,Nao,858.0,286.0,2.0,2.0,baixa
110853,PR,Nao,300.0,300.0,2.0,1.0,baixa
110856,PR,Nao,1000.0,1000.0,4.0,1.0,média baixa
110857,PR,Sim,3500.0,875.0,4.0,1.0,média baixa
110858,PR,Sim,5900.0,1966.0,5.0,3.0,média
110859,PR,Nao,3800.0,950.0,4.0,2.0,média baixa
110860,PR,Sim,2600.0,866.0,4.0,1.0,média baixa
110861,PR,Nao,1600.0,1600.0,5.0,1.0,média
110862,PR,Nao,1500.0,1500.0,4.0,1.0,média
110863,PR,Nao,1576.0,788.0,3.0,1.0,média baixa
110864,PR,Nao,2638.0,527.0,3.0,1.0,média baixa
110865,PR,Nao,2200.0,1100.0,4.0,1.0,média
110868,PR,Sim,24000.0,8000.0,7.0,6.0,alta
110869,PR,Sim,5000.0,1000.0,4.0,3.0,média baixa
110870,PR,Sim,858.0,429.0,3.0,1.0,baixa
110871,PR,Nao,2500.0,1250.0,4.0,2.0,média
110872,PR,Nao,788.0,394.0,2.0,1.0,baixa
110873,PR,Sim,740.0,370.0,2.0,1.0,baixa
110875,PR,Nao,1576.0,788.0,3.0,1.0,média baixa
110876,PR,Nao,2571.0,857.0,4.0,1.0,média baixa
110877,PR,Sim,7000.0,2333.0,5.0,5.0,média
110878,PR,Sim,2800.0,933.0,4.0,1.0,média baixa
110880,PR,Sim,3770.0,942.0,4.0,5.0,média baixa
110881,PR,Nao,3576.0,1192.0,4.0,1.0,média
110882,PR,Sim,1900.0,950.0,4.0,3.0,média baixa
110883,PR,Nao,1232.0,616.0,3.0,1.0,média baixa
110885,PR,Sim,1600.0,533.0,3.0,1.0,média baixa
110887,PR,Nao,788.0,788.0,3.0,1.0,média baixa
110888,PR,Sim,2620.0,873.0,4.0,1.0,média baixa
110890,PR,Sim,1475.0,737.0,3.0,2.0,média baixa
110892,PR,Nao,1793.0,1793.0,5.0,1.0,média
110894,PR,Sim,5400.0,2700.0,6.0,1.0,alta
110895,PR,Nao,2800.0,1400.0,4.0,1.0,média
110896,PR,Sim,4000.0,1000.0,4.0,4.0,média baixa
110897,PR,Sim,1300.0,1300.0,4.0,1.0,média
110898,PR,Sim,8000.0,2666.0,6.0,1.0,alta
110899,PR,Sim,5000.0,1666.0,5.0,1.0,média
110900,PR,Nao,788.0,788.0,3.0,2.0,média baixa
110901,PR,Sim,5188.0,1297.0,4.0,2.0,média
110902,PR,Sim,5000.0,1666.0,5.0,1.0,média
110903,PR,Sim,2170.0,542.0,3.0,1.0,média baixa
110905,PR,Sim,3150.0,1050.0,4.0,1.0,média
110906,PR,Nao,989.0,989.0,4.0,1.0,média baixa
110907,PR,Sim,1678.0,419.0,3.0,1.0,baixa
110908,PR,Sim,3610.0,1805.0,5.0,1.0,média
110909,PR,Nao,2200.0,733.0,3.0,2.0,média baixa
110911,PR,Nao,2570.0,1285.0,4.0,1.0,média
110912,PR,Nao,950.0,475.0,3.0,1.0,média baixa
110913,PR,Sim,5627.0,1406.0,4.0,1.0,média
110914,PR,Nao,2420.0,605.0,3.0,1.0,média baixa
110915,PR,Sim,5000.0,1250.0,4.0,1.0,média
110916,PR,Sim,1980.0,660.0,3.0,1.0,média baixa
110917,PR,Nao,600.0,600.0,3.0,1.0,média baixa
110918,PR,Nao,7500.0,1875.0,5.0,1.0,média
110919,PR,Nao,5000.0,2500.0,6.0,2.0,alta
