,UF,Internet,Rend.mens.Domiciliar,Ren.mens.percapta,Faixa.Rend.mens.percapta,Num.Televisores,Classe
108606,PR,Sim,3300.0,1650.0,5.0,1.0,média
108607,PR,Nao,2800.0,400.0,3.0,3.0,baixa
108608,PR,Nao,2500.0,833.0,4.0,2.0,média baixa
108609,PR,Nao,2780.0,347.0,3.0,2.0,baixa
108610,PR,Nao,678.0,678.0,3.0,1.0,média baixa
108612,PR,Sim,2357.0,589.0,3.0,2.0,média baixa
108613,PR,Sim,2356.0,471.0,3.0,2.0,média baixa
108614,PR,Sim,3900.0,1950.0,5.0,2.0,média
108615,PR,Nao,4205.0,525.0,3.0,1.0,média baixa
108616,PR,Sim,0.0,0.0,0.0,1.0,baixa
108617,PR,Nao,0.0,0.0,0.0,1.0,baixa
108618,PR,Nao,5076.0,725.0,4.0,1.0,média baixa
108620,PR,Nao,3250.0,812.0,4.0,2.0,média baixa
108621,PR,Sim,4000.0,2000.0,5.0,1.0,média
108622,PR,Nao,678.0,339.0,2.0,1.0,baixa
108624,PR,Sim,2760.0,920.0,4.0,2.0,média baixa
108625,PR,Sim,935.0,311.0,2.0,1.0,baixa
108627,PR,Sim,2070.0,295.0,2.0,3.0,baixa
108629,PR,Nao,6200.0,2066.0,6.0,4.0,média
108630,PR,Nao,3202.0,800.0,4.0,2.0,média baixa
108631,PR,Sim,678.0,678.0,3.0,1.0,média baixa
108632,PR,Nao,1878.0,626.0,3.0,3.0,média baixa
108633,PR,Sim,6000.0,1500.0,5.0,2.0,média
108634,PR,Nao,2150.0,716.0,4.0,1.0,média baixa
108635,PR,Sim,3678.0,525.0,3.0,3.0,média baixa
108636,PR,Nao,3500.0,875.0,4.0,3.0,média baixa
108637,PR,Nao,1500.0,750.0,4.0,1.0,média baixa
108640,PR,Nao,4000.0,1000.0,4.0,2.0,média baixa
108641,PR,Sim,1300.0,325.0,2.0,2.0,baixa
108642,PR,Sim,1500.0,300.0,2.0,2.0,baixa
108643,PR,Nao,1500.0,750.0,4.0,1.0,média baixa
108644,PR,Sim,1200.0,300.0,2.0,1.0,baixa
108645,PR,Nao,0.0,0.0,0.0,2.0,baixa
108648,PR,Nao,2100.0,420.0,3.0,1.0,baixa
108650,PR,Sim,2650.0,883.0,4.0,1.0,média baixa
108651,PR,Sim,1200.0,300.0,2.0,2.0,baixa
108652,PR,Nao,678.0,75.0,1.0,1.0,baixa
108653,PR,Nao,390.0,390.0,3.0,1.0,baixa
108654,PR,Sim,2556.0,1278.0,4.0,2.0,média
108655,PR,Nao,678.0,678.0,3.0,1.0,média baixa
108656,PR,Nao,1760.0,586.0,3.0,1.0,média baixa
108657,PR,Nao,2500.0,416.0,3.0,3.0,baixa
108658,PR,Nao,1000.0,500.0,3.0,3.0,média baixa
108660,PR,Nao,5000.0,1000.0,4.0,1.0,média baixa
108661,PR,Nao,2700.0,675.0,3.0,1.0,média baixa
108662,PR,Nao,1200.0,1200.0,4.0,1.0,média
108663,PR,Nao,5000.0,1666.0,5.0,3.0,média
108665,PR,Nao,2800.0,933.0,4.0,2.0,média baixa
108666,PR,Nao,1000.0,1000.0,4.0,1.0,média baixa
108667,PR,Nao,1200.0,600.0,3.0,1.0,média baixa
108668,PR,Nao,720.0,360.0,3.0,2.0,baixa
108669,PR,Sim,5680.0,1136.0,4.0,4.0,média
108670,PR,Nao,1500.0,1500.0,5.0,2.0,média
108671,PR,Sim,3300.0,1650.0,5.0,1.0,média
108672,PR,Nao,2550.0,637.0,3.0,1.0,média baixa
108673,PR,Sim,6700.0,1340.0,4.0,1.0,média
108674,PR,Sim,2380.0,595.0,3.0,2.0,média baixa
108677,PR,Sim,1200.0,400.0,3.0,1.0,baixa
108678,PR,Sim,1600.0,800.0,4.0,2.0,média baixa
108679,PR,Sim,3700.0,740.0,4.0,1.0,média baixa
108680,PR,Nao,4178.0,1044.0,4.0,1.0,média
108681,PR,Nao,350.0,116.0,1.0,1.0,baixa
108682,PR,Nao,678.0,678.0,3.0,1.0,média baixa
108683,PR,Sim,3900.0,557.0,3.0,2.0,média baixa
108685,PR,Sim,2734.0,683.0,4.0,1.0,média baixa
108686,PR,Nao,2656.0,1328.0,4.0,2.0,média
108687,PR,Sim,678.0,678.0,3.0,1.0,média baixa
108688,PR,Nao,678.0,678.0,3.0,1.0,média baixa
108689,PR,Nao,3400.0,850.0,4.0,2.0,média baixa
108690,PR,Nao,1356.0,678.0,3.0,1.0,média baixa
108691,PR,Sim,5156.0,1031.0,4.0,3.0,média
108692,PR,Nao,2156.0,1078.0,4.0,2.0,média
108693,PR,Nao,1875.0,937.0,4.0,1.0,média baixa
108694,PR,Sim,3534.0,883.0,4.0,1.0,média baixa
108695,PR,Nao,678.0,339.0,2.0,2.0,baixa
108696,PR,Sim,8500.0,2833.0,6.0,3.0,alta
108697,PR,Nao,1668.0,834.0,4.0,1.0,média baixa
108698,PR,Sim,6300.0,2100.0,6.0,2.0,média
108699,PR,Nao,6542.0,3271.0,6.0,2.0,alta
108700,PR,Nao,1695.0,423.0,3.0,2.0,baixa
108701,PR,Nao,1478.0,739.0,4.0,2.0,média baixa
108702,PR,Nao,1428.0,714.0,4.0,2.0,média baixa
108703,PR,Sim,3828.0,957.0,4.0,2.0,média baixa
108704,PR,Nao,3155.0,788.0,4.0,1.0,média baixa
108706,PR,Sim,2760.0,920.0,4.0,1.0,média baixa
108707,PR,Sim,4159.0,1039.0,4.0,2.0,média
108709,PR,Nao,2300.0,1150.0,4.0,2.0,média
108710,PR,Nao,2250.0,750.0,4.0,2.0,média baixa
108711,PR,Sim,6080.0,1520.0,5.0,3.0,média
108712,PR,Nao,678.0,678.0,3.0,1.0,média baixa
108713,PR,Nao,9000.0,4500.0,7.0,1.0,alta
108714,PR,Nao,1024.0,512.0,3.0,1.0,média baixa
108715,PR,Sim,5300.0,2650.0,6.0,1.0,alta
108716,PR,Nao,1100.0,1100.0,4.0,2.0,média
108717,PR,Sim,6128.0,2042.0,6.0,2.0,média
108718,PR,Nao,1976.0,988.0,4.0,1.0,média baixa
108719,PR,Sim,14100.0,3525.0,7.0,4.0,alta
108720,PR,Nao,2278.0,1139.0,4.0,2.0,média
108721,PR,Nao,1856.0,464.0,3.0,2.0,média baixa
108722,PR,Sim,2678.0,892.0,4.0,3.0,média baixa
108723,PR,Nao,1478.0,739.0,4.0,1.0,média baixa
108724,PR,Sim,3900.0,1300.0,4.0,2.0,média
108725,PR,Sim,1200.0,400.0,3.0,2.0,baixa
108729,PR,Sim,1500.0,500.0,3.0,2.0,média baixa
108731,PR,Sim,800.0,400.0,3.0,1.0,baixa
108732,PR,Nao,678.0,339.0,2.0,1.0,baixa
108733,PR,Sim,5368.0,1342.0,4.0,3.0,média
108734,PR,Nao,928.0,309.0,2.0,1.0,baixa
108735,PR,Nao,1356.0,678.0,3.0,1.0,média baixa
108736,PR,Nao,2350.0,587.0,3.0,1.0,média baixa
108737,PR,Sim,2085.0,1042.0,4.0,2.0,média
108738,PR,Sim,1500.0,750.0,4.0,2.0,média baixa
108739,PR,Sim,2548.0,509.0,3.0,1.0,média baixa
108740,PR,Nao,678.0,339.0,2.0,1.0,baixa
108741,PR,Nao,1185.0,592.0,3.0,1.0,média baixa
108742,PR,Nao,735.0,367.0,3.0,1.0,baixa
108743,PR,Sim,6278.0,2092.0,6.0,2.0,média
108744,PR,Sim,2800.0,700.0,4.0,2.0,média baixa
108745,PR,Sim,3320.0,664.0,3.0,2.0,média baixa
108746,PR,Nao,1383.0,461.0,3.0,1.0,média baixa
108747,PR,Nao,2538.0,634.0,3.0,2.0,média baixa
108748,PR,Sim,4278.0,855.0,4.0,2.0,média baixa
108749,PR,Nao,1810.0,603.0,3.0,1.0,média baixa
108750,PR,Nao,1356.0,678.0,3.0,1.0,média baixa
108751,PR,Nao,1356.0,678.0,3.0,1.0,média baixa
108752,PR,Nao,1100.0,1100.0,4.0,1.0,média
108753,PR,Nao,1720.0,573.0,3.0,1.0,média baixa
108754,PR,Nao,850.0,850.0,4.0,1.0,média baixa
108755,PR,Nao,1152.0,384.0,3.0,1.0,baixa
108756,PR,Sim,7680.0,1280.0,4.0,4.0,média
108758,PR,Nao,4400.0,2200.0,6.0,2.0,média
108759,PR,Sim,15000.0,3750.0,7.0,3.0,alta
108760,PR,Nao,1000.0,333.0,2.0,2.0,baixa
108761,PR,Nao,2280.0,760.0,4.0,1.0,média baixa
108762,PR,Sim,1700.0,566.0,3.0,1.0,média baixa
108764,PR,Sim,9200.0,4600.0,7.0,2.0,alta
108765,PR,Sim,5800.0,1450.0,5.0,4.0,média
108766,PR,Nao,1360.0,680.0,4.0,1.0,média baixa
108769,PR,Nao,680.0,340.0,3.0,3.0,baixa
108770,PR,Nao,1000.0,500.0,3.0,1.0,média baixa
108772,PR,Nao,3080.0,3080.0,6.0,2.0,alta
108773,PR,Sim,2800.0,2800.0,6.0,1.0,alta
108774,PR,Sim,14000.0,7000.0,7.0,2.0,alta
108775,PR,Sim,7500.0,3750.0,7.0,2.0,alta
108777,PR,Sim,8000.0,1600.0,5.0,3.0,média
108779,PR,Nao,2780.0,926.0,4.0,1.0,média baixa
108780,PR,Sim,3744.0,624.0,3.0,2.0,média baixa
108783,PR,Nao,1300.0,1300.0,4.0,1.0,média
108784,PR,Sim,1600.0,800.0,4.0,1.0,média baixa
108786,PR,Sim,3237.0,1079.0,4.0,2.0,média
108787,PR,Sim,4420.0,884.0,4.0,1.0,média baixa
108788,PR,Nao,678.0,678.0,3.0,1.0,média baixa
108789,PR,Sim,7000.0,2333.0,6.0,1.0,média
108790,PR,Nao,2000.0,500.0,3.0,1.0,média baixa
108791,PR,Nao,1980.0,495.0,3.0,1.0,média baixa
108792,PR,Nao,4056.0,811.0,4.0,1.0,média baixa
108793,PR,Nao,350.0,350.0,3.0,1.0,baixa
108795,PR,Sim,2556.0,639.0,3.0,1.0,média baixa
108796,PR,Sim,3470.0,867.0,4.0,1.0,média baixa
108798,PR,Sim,2000.0,500.0,3.0,1.0,média baixa
108799,PR,Sim,1300.0,433.0,3.0,2.0,baixa
108800,PR,Nao,1100.0,366.0,3.0,1.0,baixa
108801,PR,Sim,3500.0,875.0,4.0,1.0,média baixa
108803,PR,Sim,950.0,316.0,2.0,1.0,baixa
108804,PR,Sim,2380.0,1190.0,4.0,2.0,média
108805,PR,Nao,2000.0,1000.0,4.0,1.0,média baixa
108806,PR,Nao,3450.0,1725.0,5.0,1.0,média
108807,PR,Nao,2000.0,1000.0,4.0,3.0,média baixa
108809,PR,Nao,1800.0,600.0,3.0,1.0,média baixa
108810,PR,Sim,1520.0,380.0,3.0,1.0,baixa
108811,PR,Nao,2000.0,666.0,3.0,1.0,média baixa
108812,PR,Nao,3378.0,1126.0,4.0,1.0,média
108813,PR,Sim,4500.0,2250.0,6.0,3.0,média
108814,PR,Sim,4100.0,2050.0,6.0,2.0,média
108815,PR,Sim,3000.0,600.0,3.0,2.0,média baixa
108817,PR,Sim,4800.0,960.0,4.0,2.0,média baixa
108819,PR,Sim,7000.0,3500.0,7.0,2.0,alta
108820,PR,Nao,1680.0,840.0,4.0,1.0,média baixa
108821,PR,Sim,8000.0,4000.0,7.0,3.0,alta
108822,PR,Sim,5860.0,732.0,4.0,1.0,média baixa
108823,PR,Sim,380.0,76.0,1.0,2.0,baixa
108824,PR,Sim,980.0,326.0,2.0,1.0,baixa
108825,PR,Sim,2600.0,866.0,4.0,2.0,média baixa
108826,PR,Sim,3080.0,616.0,3.0,1.0,média baixa
108827,PR,Nao,1200.0,600.0,3.0,1.0,média baixa
108828,PR,Sim,1500.0,375.0,3.0,2.0,baixa
108829,PR,Sim,3328.0,1109.0,4.0,2.0,média
108830,PR,Sim,1600.0,533.0,3.0,1.0,média baixa
108831,PR,Nao,840.0,840.0,4.0,1.0,média baixa
108833,PR,Sim,2220.0,555.0,3.0,1.0,média baixa
108834,PR,Nao,2000.0,666.0,3.0,1.0,média baixa
108835,PR,Sim,2890.0,963.0,4.0,2.0,média baixa
108836,PR,Nao,1700.0,425.0,3.0,2.0,baixa
108838,PR,Sim,3643.0,1214.0,4.0,2.0,média
108839,PR,Sim,6000.0,1500.0,5.0,3.0,média
108840,PR,Sim,16000.0,3200.0,6.0,3.0,alta
108841,PR,Nao,2289.0,286.0,2.0,2.0,baixa
108842,PR,Nao,400.0,200.0,2.0,3.0,baixa
108843,PR,Sim,3700.0,1233.0,4.0,2.0,média
108844,PR,Sim,2580.0,516.0,3.0,2.0,média baixa
108845,PR,Sim,4100.0,1366.0,5.0,1.0,média
108847,PR,Nao,1400.0,280.0,2.0,3.0,baixa
108848,PR,Sim,6300.0,1575.0,5.0,4.0,média
108849,PR,Nao,1200.0,300.0,2.0,1.0,baixa
108850,PR,Sim,2500.0,833.0,4.0,3.0,média baixa
108851,PR,Nao,6200.0,1240.0,4.0,1.0,média
108852,PR,Sim,2100.0,700.0,4.0,1.0,média baixa
108853,PR,Sim,5675.0,1418.0,5.0,4.0,média
108854,PR,Sim,2759.0,1379.0,5.0,2.0,média
108855,PR,Sim,5600.0,1866.0,5.0,3.0,média
108856,PR,Sim,4800.0,1200.0,4.0,2.0,média
108857,PR,Nao,1950.0,975.0,4.0,3.0,média baixa
108858,PR,Sim,3869.0,1289.0,4.0,1.0,média
108859,PR,Sim,10678.0,3559.0,7.0,2.0,alta
108860,PR,Nao,1600.0,800.0,4.0,1.0,média baixa
108861,PR,Sim,1500.0,300.0,2.0,4.0,baixa
108862,PR,Nao,1120.0,560.0,3.0,1.0,média baixa
108863,PR,Sim,4678.0,1559.0,5.0,3.0,média
108864,PR,Sim,2550.0,850.0,4.0,1.0,média baixa
108865,PR,Sim,1470.0,294.0,2.0,2.0,baixa
108866,PR,Nao,1000.0,1000.0,4.0,1.0,média baixa
108867,PR,Nao,2000.0,2000.0,5.0,1.0,média
108868,PR,Sim,2300.0,766.0,4.0,1.0,média baixa
108869,PR,Sim,870.0,290.0,2.0,1.0,baixa
108870,PR,Sim,1100.0,275.0,2.0,1.0,baixa
108871,PR,Nao,678.0,678.0,3.0,2.0,média baixa
108872,PR,Sim,3000.0,750.0,4.0,3.0,média baixa
108873,PR,Sim,7400.0,3700.0,7.0,2.0,alta
108874,PR,Nao,1500.0,1500.0,5.0,2.0,média
108875,PR,Sim,9000.0,4500.0,7.0,3.0,alta
108876,PR,Sim,1400.0,466.0,3.0,1.0,média baixa
108877,PR,Nao,1950.0,650.0,3.0,1.0,média baixa
108878,PR,Sim,5800.0,1160.0,4.0,4.0,média
108879,PR,Nao,3378.0,1126.0,4.0,2.0,média
108880,PR,Sim,15100.0,5033.0,7.0,3.0,alta
108881,PR,Nao,678.0,339.0,2.0,2.0,baixa
108882,PR,Nao,2200.0,733.0,4.0,2.0,média baixa
108883,PR,Sim,6200.0,2066.0,6.0,1.0,média
108884,PR,Sim,3000.0,1000.0,4.0,2.0,média baixa
108885,PR,Sim,3400.0,1133.0,4.0,3.0,média
108886,PR,Nao,1356.0,1356.0,4.0,2.0,média
108887,PR,Nao,1478.0,739.0,4.0,1.0,média baixa
108888,PR,Sim,4750.0,1187.0,4.0,3.0,média
108889,PR,Sim,5000.0,2500.0,6.0,2.0,alta
108890,PR,Sim,16400.0,5466.0,7.0,5.0,alta
108892,PR,Sim,1200.0,400.0,3.0,1.0,baixa
108893,PR,Nao,2208.0,441.0,3.0,1.0,
108894,PR,Sim,2500.0,1250.0,4.0,2.0,média
108895,PR,Sim,950.0,158.0,1.0,2.0,baixa
108896,PR,Sim,2000.0,666.0,3.0,2.0,média baixa
108898,PR,Sim,2700.0,675.0,3.0,3.0,média baixa
108899,PR,Sim,4680.0,936.0,4.0,3.0,média baixa
108900,PR,Sim,2000.0,1000.0,4.0,3.0,média baixa
108901,PR,Sim,3880.0,776.0,4.0,3.0,média baixa
108902,PR,Nao,1500.0,1500.0,5.0,2.0,média
108903,PR,Sim,2500.0,625.0,3.0,2.0,média baixa
108904,PR,Sim,7600.0,2533.0,6.0,2.0,alta
108905,PR,Nao,2500.0,833.0,4.0,1.0,média baixa
108906,PR,Sim,1200.0,1200.0,4.0,1.0,média
108907,PR,Nao,1561.0,780.0,4.0,2.0,média baixa
108908,PR,Sim,5500.0,916.0,4.0,2.0,média baixa
108910,PR,Sim,3850.0,641.0,3.0,3.0,média baixa
108911,PR,Sim,5000.0,1000.0,4.0,3.0,média baixa
108912,PR,Sim,3927.0,981.0,4.0,2.0,média baixa
108913,PR,Nao,6000.0,1500.0,5.0,2.0,média
108914,PR,Sim,2278.0,569.0,3.0,1.0,média baixa
108915,PR,Sim,2000.0,666.0,3.0,4.0,média baixa
108916,PR,Sim,2400.0,1200.0,4.0,1.0,média
108917,PR,Nao,2080.0,693.0,4.0,1.0,média baixa
108918,PR,Sim,4730.0,946.0,4.0,1.0,média baixa
108919,PR,Sim,4700.0,1566.0,5.0,1.0,média
108920,PR,Sim,2043.0,408.0,3.0,3.0,baixa
108921,PR,Sim,1000.0,333.0,2.0,1.0,baixa
108922,PR,Sim,6100.0,3050.0,6.0,1.0,alta
108923,PR,Sim,1151.0,287.0,2.0,2.0,baixa
108925,PR,Sim,5478.0,913.0,4.0,2.0,média baixa
108926,PR,Sim,3500.0,1166.0,4.0,1.0,média
108928,PR,Sim,1200.0,300.0,2.0,1.0,baixa
108929,PR,Nao,847.0,121.0,1.0,1.0,baixa
108930,PR,Sim,2400.0,600.0,3.0,2.0,média baixa
108931,PR,Sim,2300.0,575.0,3.0,1.0,média baixa
108932,PR,Nao,1500.0,1500.0,5.0,1.0,média
108933,PR,Sim,2400.0,800.0,4.0,3.0,média baixa
108934,PR,Nao,1900.0,475.0,3.0,3.0,média baixa
108935,PR,Sim,1098.0,219.0,2.0,2.0,baixa
108936,PR,Sim,2000.0,500.0,3.0,2.0,média baixa
108937,PR,Sim,481.0,120.0,1.0,3.0,baixa
108938,PR,Sim,3500.0,500.0,3.0,1.0,média baixa
108939,PR,Sim,2200.0,733.0,4.0,1.0,média baixa
108940,PR,Nao,1000.0,250.0,2.0,2.0,baixa
108941,PR,Sim,2814.0,703.0,4.0,1.0,média baixa
108942,PR,Nao,2900.0,1450.0,5.0,1.0,média
108943,PR,Sim,3170.0,634.0,3.0,3.0,média baixa
108944,PR,Sim,2550.0,637.0,3.0,2.0,média baixa
108945,PR,Nao,1452.0,1452.0,5.0,2.0,média
108946,PR,Nao,3426.0,428.0,3.0,1.0,baixa
108947,PR,Sim,1200.0,300.0,2.0,1.0,baixa
108948,PR,Nao,4550.0,2275.0,6.0,2.0,média
108949,PR,Sim,820.0,273.0,2.0,3.0,baixa
108950,PR,Sim,9500.0,3166.0,6.0,3.0,alta
108951,PR,Nao,1878.0,626.0,3.0,2.0,média baixa
108952,PR,Sim,3000.0,1000.0,4.0,2.0,média baixa
108953,PR,Sim,4500.0,1500.0,5.0,3.0,média
108954,PR,Nao,1000.0,333.0,2.0,1.0,baixa
108955,PR,Nao,900.0,900.0,4.0,1.0,média baixa
108956,PR,Sim,8000.0,2000.0,5.0,4.0,média
108957,PR,Sim,3158.0,1579.0,5.0,2.0,média
108958,PR,Nao,1078.0,269.0,2.0,2.0,baixa
108959,PR,Sim,2200.0,733.0,4.0,2.0,média baixa
108960,PR,Nao,1356.0,678.0,3.0,2.0,média baixa
108961,PR,Nao,1100.0,1100.0,4.0,1.0,média
108962,PR,Nao,350.0,350.0,3.0,1.0,baixa
108963,PR,Sim,8500.0,2833.0,6.0,2.0,alta
108964,PR,Sim,6600.0,1650.0,5.0,2.0,média
108965,PR,Sim,3378.0,1126.0,4.0,3.0,média
108966,PR,Sim,6100.0,3050.0,6.0,3.0,alta
108967,PR,Sim,3718.0,929.0,4.0,1.0,média baixa
108972,PR,Sim,7658.0,2552.0,6.0,4.0,alta
108973,PR,Nao,2856.0,1428.0,5.0,3.0,média
108974,PR,Nao,678.0,678.0,3.0,1.0,média baixa
108976,PR,Sim,2678.0,1339.0,4.0,2.0,média
108977,PR,Sim,4006.0,667.0,3.0,1.0,média baixa
108978,PR,Nao,3200.0,3200.0,6.0,1.0,alta
108979,PR,Nao,1356.0,678.0,3.0,2.0,média baixa
108980,PR,Sim,5000.0,1666.0,5.0,2.0,média
108981,PR,Sim,4770.0,1192.0,4.0,3.0,média
108982,PR,Nao,1356.0,678.0,3.0,1.0,média baixa
108983,PR,Nao,1064.0,354.0,3.0,1.0,baixa
108984,PR,Nao,1500.0,1500.0,5.0,1.0,média
108985,PR,Nao,1356.0,678.0,3.0,1.0,média baixa
108986,PR,Nao,1200.0,1200.0,4.0,1.0,média
108988,PR,Nao,300.0,300.0,2.0,1.0,baixa
108989,PR,Sim,7200.0,1800.0,5.0,4.0,média
108990,PR,Nao,938.0,469.0,3.0,1.0,média baixa
108991,PR,Sim,3952.0,564.0,3.0,1.0,média baixa
108992,PR,Nao,1700.0,283.0,2.0,2.0,baixa
108994,PR,Sim,2200.0,733.0,4.0,2.0,média baixa
108995,PR,Nao,678.0,226.0,2.0,1.0,baixa
108996,PR,Sim,3052.0,763.0,4.0,1.0,média baixa
108997,PR,Nao,1678.0,559.0,3.0,2.0,média baixa
108998,PR,Nao,940.0,313.0,2.0,1.0,baixa
108999,PR,Sim,2158.0,719.0,4.0,1.0,média baixa
109000,PR,Nao,678.0,678.0,3.0,1.0,média baixa
109002,PR,Nao,878.0,439.0,3.0,1.0,baixa
109003,PR,Nao,1070.0,214.0,2.0,1.0,baixa
109004,PR,Nao,0.0,0.0,0.0,1.0,baixa
109007,PR,Nao,1428.0,476.0,3.0,1.0,média baixa
109008,PR,Sim,1978.0,659.0,3.0,1.0,média baixa
109009,PR,Nao,800.0,400.0,3.0,1.0,baixa
109010,PR,Nao,1444.0,240.0,2.0,1.0,baixa
109012,PR,Sim,3278.0,819.0,4.0,1.0,média baixa
109013,PR,Nao,858.0,429.0,3.0,1.0,baixa
109014,PR,Sim,2900.0,966.0,4.0,2.0,média baixa
109015,PR,Nao,600.0,600.0,3.0,1.0,média baixa
109017,PR,Nao,900.0,300.0,2.0,1.0,baixa
109018,PR,Nao,258.0,64.0,1.0,1.0,baixa
109019,PR,Nao,1102.0,275.0,2.0,1.0,baixa
109020,PR,Nao,1000.0,250.0,2.0,2.0,baixa
109023,PR,Sim,1510.0,503.0,3.0,1.0,média baixa
109025,PR,Nao,2361.0,590.0,3.0,1.0,média baixa
109026,PR,Nao,720.0,720.0,4.0,1.0,média baixa
109028,PR,Nao,2800.0,700.0,4.0,1.0,média baixa
109029,PR,Nao,920.0,306.0,2.0,1.0,baixa
109030,PR,Nao,2215.0,738.0,4.0,1.0,média baixa
109031,PR,Nao,1678.0,559.0,3.0,2.0,média baixa
109032,PR,Sim,1800.0,1800.0,5.0,1.0,média
109033,PR,Nao,914.0,228.0,2.0,2.0,baixa
109034,PR,Nao,0.0,0.0,0.0,1.0,baixa
109035,PR,Nao,1300.0,650.0,3.0,2.0,média baixa
109036,PR,Nao,2278.0,569.0,3.0,2.0,média baixa
109037,PR,Sim,2850.0,950.0,4.0,1.0,média baixa
109038,PR,Nao,1356.0,678.0,3.0,1.0,média baixa
109039,PR,Nao,1356.0,678.0,3.0,1.0,média baixa
109040,PR,Sim,1500.0,750.0,4.0,2.0,média baixa
109041,PR,Nao,450.0,450.0,3.0,1.0,média baixa
109042,PR,Sim,2500.0,625.0,3.0,2.0,média baixa
109043,PR,Sim,1826.0,608.0,3.0,1.0,média baixa
109044,PR,Sim,3020.0,604.0,3.0,1.0,média baixa
109045,PR,Nao,800.0,400.0,3.0,1.0,baixa
109046,PR,Sim,1200.0,600.0,3.0,1.0,média baixa
109048,PR,Sim,4000.0,2000.0,5.0,2.0,média
109049,PR,Nao,1630.0,271.0,2.0,3.0,baixa
109050,PR,Sim,3315.0,828.0,4.0,1.0,média baixa
109051,PR,Nao,1290.0,645.0,3.0,1.0,média baixa
109052,PR,Sim,2800.0,1400.0,5.0,2.0,média
109053,PR,Nao,1688.0,281.0,2.0,2.0,baixa
109054,PR,Sim,5386.0,1795.0,5.0,3.0,média
109055,PR,Nao,6979.0,2326.0,6.0,2.0,média
109056,PR,Sim,2678.0,2678.0,6.0,2.0,alta
109057,PR,Sim,4600.0,4600.0,7.0,4.0,alta
109058,PR,Sim,6900.0,2300.0,6.0,2.0,média
109062,PR,Nao,900.0,450.0,3.0,1.0,média baixa
109063,PR,Sim,2500.0,500.0,3.0,2.0,média baixa
109064,PR,Nao,2200.0,733.0,4.0,1.0,média baixa
109065,PR,Sim,5200.0,1300.0,4.0,4.0,média
109066,PR,Sim,1550.0,775.0,4.0,1.0,média baixa
109068,PR,Sim,3500.0,875.0,4.0,1.0,média baixa
109069,PR,Nao,2800.0,933.0,4.0,1.0,média baixa
109070,PR,Sim,4400.0,1466.0,5.0,2.0,média
109071,PR,Nao,1356.0,1356.0,4.0,1.0,média
109072,PR,Nao,1130.0,565.0,3.0,1.0,média baixa
109073,PR,Nao,450.0,450.0,3.0,1.0,média baixa
109074,PR,Nao,1040.0,260.0,2.0,1.0,baixa
109075,PR,Sim,678.0,339.0,2.0,2.0,baixa
109076,PR,Sim,2034.0,1017.0,4.0,1.0,média baixa
109077,PR,Nao,1120.0,373.0,3.0,2.0,baixa
109078,PR,Sim,1364.0,341.0,3.0,2.0,baixa
109079,PR,Sim,2500.0,833.0,4.0,1.0,média baixa
109081,PR,Nao,1356.0,678.0,3.0,1.0,média baixa
109082,PR,Sim,3200.0,640.0,3.0,2.0,média baixa
109083,PR,Nao,1778.0,889.0,4.0,1.0,média baixa
109084,PR,Sim,1588.0,529.0,3.0,1.0,média baixa
109085,PR,Nao,1000.0,500.0,3.0,1.0,média baixa
109086,PR,Nao,1356.0,678.0,3.0,1.0,média baixa
109087,PR,Nao,3856.0,1285.0,4.0,1.0,média
109088,PR,Nao,3500.0,1166.0,4.0,1.0,média
109090,PR,Nao,900.0,450.0,3.0,1.0,média baixa
109091,PR,Nao,1538.0,384.0,3.0,1.0,baixa
109092,PR,Sim,5840.0,1460.0,5.0,2.0,média
109093,PR,Nao,260.0,130.0,1.0,1.0,baixa
109094,PR,Nao,1020.0,340.0,3.0,1.0,baixa
109096,PR,Nao,5356.0,2678.0,6.0,1.0,alta
109097,PR,Nao,678.0,226.0,2.0,1.0,baixa
109098,PR,Nao,1356.0,678.0,3.0,1.0,média baixa
109100,PR,Nao,2356.0,1178.0,4.0,2.0,média
109101,PR,Nao,678.0,339.0,2.0,1.0,baixa
109102,PR,Nao,650.0,216.0,2.0,1.0,baixa
109105,PR,Nao,2340.0,585.0,3.0,1.0,média baixa
109106,PR,Sim,5301.0,1767.0,5.0,2.0,média
109107,PR,Sim,2673.0,891.0,4.0,1.0,média baixa
109108,PR,Sim,2700.0,675.0,3.0,1.0,média baixa
109109,PR,Sim,800.0,266.0,2.0,1.0,baixa
109110,PR,Nao,1230.0,1230.0,4.0,1.0,média
109111,PR,Nao,1696.0,848.0,4.0,1.0,média baixa
109112,PR,Sim,2830.0,707.0,4.0,1.0,média baixa
109113,PR,Sim,7500.0,2500.0,6.0,2.0,alta
109114,PR,Sim,2800.0,700.0,4.0,1.0,média baixa
109115,PR,Sim,3720.0,1240.0,4.0,2.0,média
109116,PR,Sim,926.0,185.0,2.0,1.0,baixa
109117,PR,Sim,3118.0,1039.0,4.0,1.0,média
109118,PR,Sim,4000.0,1333.0,4.0,2.0,média
109119,PR,Sim,3672.0,918.0,4.0,1.0,média baixa
109120,PR,Nao,2300.0,1150.0,4.0,1.0,média
109121,PR,Sim,3000.0,600.0,3.0,1.0,média baixa
109122,PR,Sim,2000.0,1000.0,4.0,1.0,média baixa
109123,PR,Nao,2480.0,620.0,3.0,1.0,média baixa
109124,PR,Nao,1578.0,789.0,4.0,1.0,média baixa
109125,PR,Nao,2200.0,2200.0,6.0,1.0,média
