,UF,Internet,Rend.mens.Domiciliar,Ren.mens.percapta,Faixa.Rend.mens.percapta,Num.Televisores
110422,41,Sim,900.0,180.0,1.0,1.0
110423,41,Nao,2620.0,1310.0,4.0,2.0
110424,41,Sim,1588.0,794.0,4.0,2.0
110425,41,Nao,3076.0,1025.0,4.0,1.0
110426,41,Sim,1708.0,569.0,3.0,2.0
110427,41,Sim,3100.0,775.0,3.0,2.0
110428,41,Sim,1000.0,500.0,3.0,1.0
110429,41,Sim,3538.0,707.0,3.0,2.0
110430,41,Nao,1738.0,579.0,3.0,1.0
110431,41,Sim,3200.0,640.0,3.0,1.0
110432,41,Sim,6400.0,1280.0,4.0,3.0
110433,41,Sim,1200.0,600.0,3.0,1.0
110434,41,Nao,788.0,262.0,2.0,2.0
110435,41,Sim,4200.0,1400.0,4.0,1.0
110436,41,Sim,2000.0,666.0,3.0,2.0
110437,41,Sim,3576.0,1192.0,4.0,3.0
110438,41,Sim,2130.0,532.0,3.0,2.0
110439,41,Nao,1500.0,500.0,3.0,1.0
110440,41,Nao,2400.0,600.0,3.0,2.0
110441,41,Sim,788.0,262.0,2.0,2.0
110442,41,Nao,1588.0,794.0,4.0,1.0
110443,41,Sim,1576.0,1576.0,4.0,1.0
110444,41,Sim,2800.0,700.0,3.0,2.0
110445,41,Nao,788.0,788.0,3.0,2.0
110446,41,Sim,12800.0,1828.0,5.0,4.0
110447,41,Sim,2600.0,650.0,3.0,2.0
110448,41,Nao,1100.0,1100.0,4.0,1.0
110449,41,Sim,2600.0,520.0,3.0,2.0
110450,41,Sim,2364.0,1182.0,4.0,2.0
110451,41,Sim,5900.0,2950.0,6.0,1.0
110452,41,Nao,788.0,788.0,3.0,1.0
110453,41,Sim,3000.0,750.0,3.0,2.0
110454,41,Sim,4800.0,1200.0,4.0,2.0
110455,41,Nao,1200.0,600.0,3.0,2.0
110456,41,Nao,1500.0,300.0,2.0,1.0
110457,41,Nao,788.0,394.0,2.0,1.0
110458,41,Nao,2000.0,1000.0,4.0,1.0
110459,41,Sim,6000.0,2000.0,5.0,2.0
110460,41,Sim,1500.0,1500.0,4.0,1.0
110461,41,Nao,2000.0,2000.0,5.0,1.0
110462,41,Nao,4300.0,1433.0,4.0,3.0
110463,41,Nao,4000.0,2000.0,5.0,2.0
110464,41,Nao,788.0,788.0,3.0,1.0
110465,41,Sim,2000.0,1000.0,4.0,1.0
110466,41,Sim,7700.0,3850.0,6.0,2.0
110467,41,Sim,4085.0,680.0,3.0,4.0
110468,41,Sim,1628.0,814.0,4.0,3.0
110469,41,Sim,2600.0,866.0,4.0,1.0
110470,41,Nao,1800.0,600.0,3.0,2.0
110471,41,Nao,2870.0,1435.0,4.0,3.0
110472,41,Nao,2100.0,700.0,3.0,1.0
110473,41,Nao,788.0,788.0,3.0,1.0
110474,41,Sim,4000.0,1000.0,4.0,2.0
110475,41,Sim,2200.0,2200.0,5.0,1.0
110476,41,Nao,2288.0,2288.0,5.0,
110477,41,Nao,1200.0,600.0,3.0,1.0
110478,41,Nao,2364.0,1182.0,4.0,2.0
110479,41,Sim,2000.0,666.0,3.0,2.0
110480,41,Sim,2200.0,1100.0,4.0,1.0
110481,41,Nao,2902.0,580.0,3.0,2.0
110482,41,Sim,6200.0,1240.0,4.0,5.0
110483,41,Sim,5000.0,1666.0,5.0,4.0
110484,41,Nao,2430.0,810.0,4.0,2.0
110485,41,Sim,2800.0,933.0,4.0,2.0
110486,41,Sim,3488.0,1162.0,4.0,3.0
110487,41,Nao,1400.0,350.0,2.0,2.0
110488,41,Sim,3500.0,700.0,3.0,1.0
110489,41,Nao,4000.0,1333.0,4.0,1.0
110490,41,Sim,3764.0,1882.0,5.0,2.0
110491,41,Sim,5100.0,1700.0,5.0,1.0
110492,41,Sim,4400.0,1466.0,4.0,3.0
110493,41,Nao,1950.0,650.0,3.0,3.0
110494,41,Nao,6000.0,2000.0,5.0,1.0
110495,41,Nao,1500.0,1500.0,4.0,1.0
110496,41,Nao,788.0,788.0,3.0,1.0
110497,41,Sim,6700.0,2233.0,5.0,3.0
110498,41,Nao,1600.0,1600.0,5.0,1.0
110499,41,Sim,1100.0,550.0,3.0,2.0
110500,41,Nao,3100.0,1550.0,4.0,1.0
110501,41,Nao,2538.0,507.0,3.0,2.0
110502,41,Nao,2288.0,1144.0,4.0,1.0
110503,41,Nao,1576.0,788.0,3.0,1.0
110504,41,Sim,2700.0,1350.0,4.0,1.0
110505,41,Sim,4638.0,927.0,4.0,4.0
110506,41,Nao,1576.0,1576.0,4.0,1.0
110507,41,Sim,6000.0,2000.0,5.0,2.0
110508,41,Sim,3700.0,1850.0,5.0,1.0
110509,41,Sim,2364.0,788.0,3.0,2.0
110510,41,,,,,
110511,41,Sim,3676.0,735.0,3.0,1.0
110512,41,,,,,
110513,41,Sim,4788.0,1197.0,4.0,2.0
110514,41,,,,,
110515,41,Sim,2100.0,420.0,3.0,3.0
110516,41,Nao,788.0,394.0,2.0,2.0
110517,41,Sim,12788.0,3197.0,6.0,4.0
110518,41,Sim,5800.0,2900.0,6.0,3.0
110519,41,Sim,8000.0,4000.0,7.0,2.0
110520,41,Sim,23500.0,4700.0,7.0,5.0
110521,41,Sim,4388.0,626.0,3.0,1.0
110522,41,Sim,1400.0,700.0,3.0,3.0
110523,41,Sim,3182.0,636.0,3.0,3.0
110524,41,Nao,788.0,788.0,3.0,1.0
110525,41,Nao,2800.0,560.0,3.0,1.0
110526,41,Nao,1576.0,1576.0,4.0,
110527,41,Sim,3700.0,1850.0,5.0,1.0
110528,41,Sim,4600.0,2300.0,5.0,3.0
110529,41,Sim,1576.0,788.0,3.0,1.0
110530,41,Sim,4171.0,1042.0,4.0,2.0
110531,41,Sim,3693.0,1231.0,4.0,2.0
110532,41,Sim,4000.0,1333.0,4.0,1.0
110533,41,,,,,
110534,41,Nao,1576.0,1576.0,4.0,1.0
110535,41,Sim,2988.0,996.0,4.0,1.0
110536,41,,,,,
110537,41,Nao,2460.0,1230.0,4.0,2.0
110538,41,,,,,
110539,41,Sim,1350.0,450.0,3.0,2.0
110540,41,Nao,2876.0,958.0,4.0,1.0
110541,41,Nao,2538.0,1269.0,4.0,3.0
110542,41,Sim,3288.0,548.0,3.0,1.0
110543,41,Sim,8107.0,2702.0,6.0,2.0
110544,41,Nao,7100.0,3550.0,6.0,3.0
110545,41,Sim,1500.0,500.0,3.0,1.0
110546,41,Sim,400.0,133.0,1.0,1.0
110547,41,Sim,12100.0,6050.0,7.0,2.0
110548,41,Sim,1500.0,500.0,3.0,1.0
110549,41,Nao,1638.0,1638.0,5.0,2.0
110550,41,Sim,1638.0,546.0,3.0,2.0
110551,41,Sim,5600.0,1400.0,4.0,1.0
110552,41,Sim,1255.0,313.0,2.0,2.0
110553,41,Sim,2100.0,700.0,3.0,
110554,41,Sim,2960.0,986.0,4.0,2.0
110555,41,Nao,788.0,788.0,3.0,1.0
110556,41,Sim,3600.0,600.0,3.0,1.0
110557,41,Nao,788.0,788.0,3.0,1.0
110558,41,Nao,1027.0,342.0,2.0,2.0
110559,41,Nao,1200.0,1200.0,4.0,1.0
110560,41,,,,,
110561,41,,,,,
110562,41,Sim,4200.0,840.0,4.0,1.0
110563,41,Sim,1375.0,1375.0,4.0,1.0
110564,41,Sim,1300.0,433.0,3.0,1.0
110565,41,Sim,3200.0,1066.0,4.0,1.0
110566,41,Nao,6652.0,1663.0,5.0,2.0
110567,41,Nao,1576.0,788.0,3.0,1.0
110568,41,Nao,1450.0,1450.0,4.0,1.0
110569,41,Nao,788.0,788.0,3.0,1.0
110570,41,Nao,1278.0,319.0,2.0,2.0
110571,41,Sim,3120.0,624.0,3.0,2.0
110572,41,Sim,1370.0,1370.0,4.0,1.0
110573,41,Sim,2650.0,662.0,3.0,1.0
110574,41,Nao,1000.0,1000.0,4.0,1.0
110575,41,Nao,1183.0,591.0,3.0,3.0
110576,41,Sim,3500.0,1750.0,5.0,1.0
110577,41,Nao,2040.0,510.0,3.0,1.0
110578,41,Sim,1576.0,525.0,3.0,2.0
110579,41,Sim,4300.0,1075.0,4.0,1.0
110580,41,Sim,9900.0,2475.0,6.0,3.0
110581,41,Nao,1888.0,944.0,4.0,2.0
110582,41,Nao,788.0,788.0,3.0,1.0
110583,41,Sim,13000.0,13000.0,7.0,1.0
110584,41,Nao,5600.0,1866.0,5.0,3.0
110585,41,Sim,3000.0,1500.0,4.0,2.0
110586,41,Sim,2288.0,572.0,3.0,1.0
110587,41,Sim,13580.0,3395.0,6.0,3.0
110588,41,Nao,15500.0,5166.0,7.0,2.0
110589,41,Sim,2000.0,1000.0,4.0,1.0
110590,41,Sim,4000.0,1000.0,4.0,2.0
110591,41,Sim,2850.0,950.0,4.0,1.0
110592,41,Sim,6150.0,2050.0,5.0,1.0
110593,41,Nao,5978.0,2989.0,6.0,1.0
110594,41,Sim,1995.0,997.0,4.0,2.0
110595,41,Sim,10500.0,2625.0,6.0,5.0
110596,41,Sim,4000.0,1000.0,4.0,2.0
110597,41,Sim,6500.0,3250.0,6.0,2.0
110598,41,Sim,9000.0,9000.0,7.0,2.0
110599,41,Sim,6000.0,1200.0,4.0,2.0
110600,41,Nao,788.0,788.0,3.0,1.0
110601,41,,,,,
110602,41,,,,,
110603,41,,,,,
110604,41,Sim,1450.0,1450.0,4.0,1.0
110605,41,,,,,
110606,41,Nao,4244.0,1414.0,4.0,2.0
110607,41,Sim,2500.0,833.0,4.0,2.0
110608,41,,,,,
110609,41,Nao,950.0,950.0,4.0,
110610,41,Nao,2500.0,625.0,3.0,1.0
110611,41,Nao,1788.0,894.0,4.0,1.0
110612,41,Sim,2080.0,693.0,3.0,1.0
110613,41,Sim,1100.0,366.0,2.0,1.0
110614,41,Nao,2300.0,1150.0,4.0,1.0
110615,41,Nao,1440.0,720.0,3.0,1.0
110616,41,Nao,1600.0,800.0,4.0,1.0
110617,41,,,,,
110618,41,Sim,2100.0,525.0,3.0,1.0
110619,41,Nao,2880.0,960.0,4.0,1.0
110620,41,Sim,1700.0,566.0,3.0,1.0
110621,41,Sim,1400.0,466.0,3.0,1.0
110622,41,Nao,2133.0,1066.0,4.0,2.0
110623,41,Sim,1700.0,566.0,3.0,2.0
110624,41,Sim,2000.0,666.0,3.0,
110625,41,Sim,2703.0,901.0,4.0,1.0
110626,41,Sim,9600.0,2400.0,6.0,3.0
110627,41,Sim,2180.0,1090.0,4.0,1.0
110628,41,Sim,1800.0,450.0,3.0,1.0
110629,41,Sim,5600.0,1866.0,5.0,3.0
110630,41,,,,,
110631,41,Sim,7000.0,1750.0,5.0,3.0
110632,41,,,,,
110633,41,Sim,4500.0,4500.0,7.0,2.0
110634,41,Nao,2420.0,1210.0,4.0,1.0
110635,41,Sim,7720.0,3860.0,6.0,3.0
110636,41,Sim,2500.0,625.0,3.0,3.0
110637,41,Sim,3258.0,1086.0,4.0,1.0
110638,41,Sim,3718.0,1239.0,4.0,2.0
110639,41,Sim,8636.0,4318.0,7.0,2.0
110640,41,Sim,6500.0,2166.0,5.0,2.0
110641,41,Sim,3200.0,800.0,4.0,1.0
110642,41,Sim,4584.0,1528.0,4.0,1.0
110643,41,Sim,7900.0,3950.0,7.0,3.0
110644,41,Sim,3000.0,1000.0,4.0,1.0
110645,41,Sim,2000.0,400.0,3.0,3.0
110646,41,Sim,8600.0,2866.0,6.0,2.0
110647,41,Sim,2788.0,929.0,4.0,1.0
110648,41,Sim,2650.0,883.0,4.0,1.0
110649,41,Nao,5188.0,1729.0,5.0,1.0
110650,41,Sim,800.0,133.0,1.0,1.0
110651,41,Sim,3103.0,1551.0,4.0,1.0
110652,41,Sim,2000.0,400.0,3.0,2.0
110653,41,Sim,3388.0,847.0,4.0,2.0
110654,41,Sim,2500.0,833.0,4.0,2.0
110655,41,Nao,1000.0,500.0,3.0,3.0
110656,41,Nao,788.0,394.0,2.0,1.0
110657,41,Nao,2100.0,700.0,3.0,2.0
110658,41,Nao,5100.0,1275.0,4.0,2.0
110659,41,Nao,1540.0,770.0,3.0,1.0
110660,41,Sim,6400.0,1600.0,5.0,2.0
110661,41,Nao,1000.0,500.0,3.0,1.0
110662,41,Nao,1988.0,994.0,4.0,1.0
110663,41,Sim,2000.0,2000.0,5.0,1.0
110664,41,Nao,788.0,394.0,2.0,
110665,41,Nao,2400.0,800.0,4.0,2.0
110666,41,Nao,3800.0,1900.0,5.0,1.0
110667,41,Sim,1711.0,427.0,3.0,3.0
110668,41,Nao,1200.0,1200.0,4.0,2.0
110669,41,Sim,1500.0,750.0,3.0,1.0
110670,41,Sim,2850.0,1425.0,4.0,1.0
110671,41,Sim,7700.0,1925.0,5.0,2.0
110672,41,Sim,1500.0,300.0,2.0,1.0
110673,41,Sim,2500.0,833.0,4.0,1.0
110674,41,Sim,2000.0,500.0,3.0,4.0
110675,41,Nao,5214.0,2607.0,6.0,2.0
110676,41,Nao,3800.0,1266.0,4.0,3.0
110677,41,,,,,
110678,41,Nao,4576.0,915.0,4.0,1.0
110679,41,Sim,1200.0,600.0,3.0,1.0
110680,41,Nao,788.0,394.0,2.0,1.0
110681,41,Nao,788.0,788.0,3.0,1.0
110682,41,Sim,3000.0,1500.0,4.0,2.0
110683,41,Nao,2080.0,520.0,3.0,1.0
110684,41,Sim,3570.0,595.0,3.0,2.0
110685,41,Sim,10900.0,2180.0,5.0,2.0
110686,41,Sim,3000.0,1000.0,4.0,1.0
110687,41,Sim,2576.0,858.0,4.0,2.0
110688,41,Nao,0.0,0.0,0.0,1.0
110689,41,Sim,2600.0,866.0,4.0,3.0
110690,41,Sim,7900.0,1975.0,5.0,1.0
110691,41,Sim,2500.0,625.0,3.0,1.0
110692,41,Nao,788.0,131.0,1.0,2.0
110693,41,Nao,788.0,394.0,2.0,1.0
110694,41,Nao,3788.0,1262.0,4.0,1.0
110695,41,Sim,1200.0,600.0,3.0,1.0
110696,41,Nao,450.0,450.0,3.0,1.0
110697,41,,,,,
110698,41,Sim,2800.0,933.0,4.0,2.0
110699,41,Sim,4000.0,1000.0,4.0,3.0
110700,41,Sim,2400.0,1200.0,4.0,2.0
110701,41,Sim,1800.0,600.0,3.0,1.0
110702,41,Sim,11500.0,1916.0,5.0,3.0
110703,41,,,,,
110704,41,Nao,4088.0,1362.0,4.0,2.0
110705,41,Nao,4276.0,2138.0,5.0,1.0
110706,41,Nao,3588.0,897.0,4.0,
110707,41,Sim,6500.0,1625.0,5.0,3.0
110708,41,Sim,1500.0,500.0,3.0,2.0
110709,41,Sim,2200.0,366.0,2.0,
110710,41,Sim,2700.0,900.0,4.0,2.0
110711,41,Sim,3800.0,950.0,4.0,3.0
110712,41,Sim,8120.0,2706.0,6.0,2.0
110713,41,Nao,1500.0,1500.0,4.0,1.0
110714,41,Sim,3788.0,1262.0,4.0,1.0
110715,41,Sim,3500.0,1166.0,4.0,2.0
110716,41,Sim,6250.0,2083.0,5.0,2.0
110717,41,Nao,7000.0,2333.0,5.0,2.0
110718,41,Nao,6488.0,3244.0,6.0,5.0
110719,41,Sim,1368.0,684.0,3.0,2.0
110720,41,Sim,2900.0,725.0,3.0,2.0
110721,41,Nao,2400.0,600.0,3.0,1.0
110722,41,Sim,4500.0,1500.0,4.0,2.0
110723,41,Sim,2700.0,540.0,3.0,2.0
110724,41,Sim,2500.0,625.0,3.0,1.0
110725,41,Sim,4000.0,2000.0,5.0,2.0
110726,41,Nao,1300.0,1300.0,4.0,1.0
110727,41,Sim,3000.0,1000.0,4.0,3.0
110728,41,Nao,1576.0,788.0,3.0,2.0
110729,41,Sim,5000.0,2500.0,6.0,2.0
110730,41,Sim,2300.0,460.0,3.0,1.0
110731,41,Nao,1500.0,1500.0,4.0,1.0
110732,41,Sim,1460.0,486.0,3.0,2.0
110733,41,Nao,2000.0,2000.0,5.0,1.0
110734,41,Sim,6000.0,2000.0,5.0,1.0
110735,41,Sim,2576.0,368.0,2.0,2.0
110736,41,Nao,2364.0,788.0,3.0,1.0
110737,41,Nao,1112.0,370.0,2.0,1.0
110738,41,Sim,3200.0,800.0,4.0,1.0
110739,41,Sim,4200.0,1400.0,4.0,2.0
110740,41,Sim,2800.0,560.0,3.0,3.0
110741,41,Sim,3500.0,1166.0,4.0,5.0
110742,41,Nao,1500.0,1500.0,4.0,1.0
110743,41,Sim,2800.0,700.0,3.0,2.0
110744,41,Sim,2920.0,730.0,3.0,1.0
110745,41,Sim,10600.0,3533.0,6.0,3.0
110746,41,Sim,3032.0,505.0,3.0,1.0
110747,41,Sim,4288.0,857.0,4.0,3.0
110748,41,Sim,3000.0,1000.0,4.0,2.0
110749,41,Sim,5800.0,2900.0,6.0,2.0
110750,41,Sim,1300.0,650.0,3.0,2.0
110751,41,Nao,3500.0,1750.0,5.0,4.0
110752,41,Nao,7500.0,1500.0,4.0,1.0
110753,41,Sim,2900.0,966.0,4.0,2.0
110754,41,Sim,1770.0,354.0,2.0,
110755,41,Nao,2364.0,788.0,3.0,1.0
110756,41,Nao,2000.0,500.0,3.0,3.0
110757,41,Nao,2000.0,666.0,3.0,1.0
110758,41,Sim,4000.0,1000.0,4.0,2.0
110759,41,Sim,2000.0,400.0,3.0,1.0
110760,41,Sim,2168.0,722.0,3.0,2.0
110761,41,Nao,1576.0,788.0,3.0,1.0
110762,41,Sim,1100.0,275.0,2.0,2.0
110763,41,Nao,2388.0,796.0,4.0,2.0
110764,41,Sim,7000.0,2333.0,5.0,3.0
110765,41,Sim,3500.0,875.0,4.0,3.0
110766,41,Nao,3800.0,1900.0,5.0,1.0
110767,41,Nao,3000.0,750.0,3.0,1.0
110768,41,Nao,2788.0,1394.0,4.0,3.0
110769,41,Nao,409.0,409.0,3.0,1.0
110770,41,Sim,2600.0,866.0,4.0,1.0
110771,41,,,,,
110772,41,Nao,980.0,122.0,1.0,1.0
110773,41,Sim,2000.0,666.0,3.0,1.0
110774,41,Sim,2000.0,500.0,3.0,1.0
110775,41,Sim,1693.0,846.0,4.0,2.0
110776,41,Nao,1988.0,994.0,4.0,2.0
110777,41,Sim,6600.0,1650.0,5.0,3.0
110778,41,Sim,2500.0,833.0,4.0,2.0
110779,41,Sim,9288.0,2322.0,5.0,3.0
110780,41,Sim,3000.0,1000.0,4.0,1.0
110781,41,Nao,1800.0,900.0,4.0,1.0
110782,41,Nao,1300.0,650.0,3.0,2.0
110783,41,Nao,1800.0,900.0,4.0,2.0
110784,41,Sim,1600.0,320.0,2.0,1.0
110785,41,,,,,
110786,41,Sim,4510.0,2255.0,5.0,1.0
110787,41,Nao,605.0,86.0,1.0,2.0
110788,41,Sim,1200.0,600.0,3.0,1.0
110789,41,,,,,
110790,41,Sim,6688.0,3344.0,6.0,1.0
110791,41,,,,,
110792,41,Sim,800.0,800.0,4.0,1.0
110793,41,Sim,1576.0,525.0,3.0,1.0
110794,41,Sim,5800.0,1933.0,5.0,2.0
110795,41,Sim,2275.0,568.0,3.0,2.0
110796,41,,1000.0,500.0,3.0,
110797,41,,,,,
110798,41,,,,,
110799,41,Sim,8988.0,2996.0,6.0,4.0
110800,41,Sim,6100.0,2033.0,5.0,3.0
110801,41,Sim,3000.0,1500.0,4.0,1.0
110802,41,Sim,11100.0,2775.0,6.0,4.0
110803,41,Nao,788.0,788.0,3.0,1.0
110804,41,Sim,4000.0,1333.0,4.0,2.0
110805,41,Nao,1576.0,1576.0,4.0,1.0
110806,41,Sim,4128.0,1032.0,4.0,2.0
110807,41,Sim,4000.0,1333.0,4.0,2.0
110808,41,Nao,1500.0,1500.0,4.0,1.0
110809,41,Sim,1200.0,300.0,2.0,1.0
110810,41,Nao,2288.0,572.0,3.0,1.0
110811,41,Nao,1576.0,788.0,3.0,3.0
110812,41,Nao,970.0,485.0,3.0,1.0
110813,41,Sim,3088.0,1029.0,4.0,2.0
110814,41,Nao,1538.0,769.0,3.0,1.0
110815,41,,,,,
110816,41,Sim,2800.0,1400.0,4.0,1.0
110817,41,Sim,2300.0,575.0,3.0,1.0
110818,41,Nao,1576.0,1576.0,4.0,1.0
110819,41,Sim,1000.0,250.0,2.0,1.0
110820,41,Sim,2488.0,497.0,3.0,2.0
110821,41,Nao,1576.0,394.0,2.0,1.0
110822,41,Nao,788.0,394.0,2.0,1.0
110823,41,Sim,1988.0,397.0,3.0,1.0
110824,41,Sim,1470.0,735.0,3.0,2.0
110825,41,Sim,1988.0,662.0,3.0,1.0
110826,41,Nao,2440.0,1220.0,4.0,1.0
110827,41,Sim,1312.0,437.0,3.0,2.0
110828,41,Sim,3000.0,1000.0,4.0,1.0
110829,41,Sim,1788.0,447.0,3.0,1.0
110830,41,Sim,2600.0,866.0,4.0,2.0
110831,41,Nao,547.0,136.0,1.0,1.0
110832,41,Nao,900.0,180.0,1.0,1.0
110833,41,Nao,900.0,900.0,4.0,1.0
110834,41,Nao,2150.0,430.0,3.0,1.0
110835,41,Sim,4400.0,1100.0,4.0,2.0
110836,41,Sim,2773.0,693.0,3.0,2.0
110837,41,Sim,3188.0,1062.0,4.0,2.0
110838,41,Nao,788.0,788.0,3.0,1.0
110839,41,Nao,1288.0,644.0,3.0,1.0
110840,41,Nao,1688.0,422.0,3.0,2.0
110841,41,,,,,
110842,41,,,,,
110843,41,,,,,
110844,41,Nao,788.0,788.0,3.0,1.0
110845,41,Nao,2500.0,833.0,4.0,1.0
110846,41,Nao,2000.0,1000.0,4.0,1.0
110847,41,Nao,2076.0,346.0,2.0,2.0
110848,41,Nao,2605.0,868.0,4.0,1.0
110849,41,Sim,953.0,476.0,3.0,1.0
110850,41,Nao,1054.0,351.0,2.0,1.0
110851,41,Nao,1000.0,1000.0,4.0,1.0
110852,41,Nao,858.0,286.0,2.0,2.0
110853,41,Nao,300.0,300.0,2.0,1.0
110854,41,,,,,
110855,41,,,,,
110856,41,Nao,1000.0,1000.0,4.0,1.0
110857,41,Sim,3500.0,875.0,4.0,1.0
110858,41,Sim,5900.0,1966.0,5.0,3.0
110859,41,Nao,3800.0,950.0,4.0,2.0
110860,41,Sim,2600.0,866.0,4.0,1.0
110861,41,Nao,1600.0,1600.0,5.0,1.0
110862,41,Nao,1500.0,1500.0,4.0,1.0
110863,41,Nao,1576.0,788.0,3.0,1.0
110864,41,Nao,2638.0,527.0,3.0,1.0
110865,41,Nao,2200.0,1100.0,4.0,1.0
110866,41,,,,,
110868,41,Sim,24000.0,8000.0,7.0,6.0
110869,41,Sim,5000.0,1000.0,4.0,3.0
110870,41,Sim,858.0,429.0,3.0,1.0
110871,41,Nao,2500.0,1250.0,4.0,2.0
110872,41,Nao,788.0,394.0,2.0,1.0
110873,41,Sim,740.0,370.0,2.0,1.0
110874,41,,,,,
110875,41,Nao,1576.0,788.0,3.0,1.0
110876,41,Nao,2571.0,857.0,4.0,1.0
110877,41,Sim,7000.0,2333.0,5.0,5.0
110878,41,Sim,2800.0,933.0,4.0,1.0
110879,41,,,,,
110880,41,Sim,3770.0,942.0,4.0,5.0
110881,41,Nao,3576.0,1192.0,4.0,1.0
110882,41,Sim,1900.0,950.0,4.0,3.0
110883,41,Nao,1232.0,616.0,3.0,1.0
110884,41,Nao,1585.0,317.0,2.0,
110885,41,Sim,1600.0,533.0,3.0,1.0
110886,41,,,,,
110887,41,Nao,788.0,788.0,3.0,1.0
110888,41,Sim,2620.0,873.0,4.0,1.0
110889,41,Sim,4076.0,1019.0,4.0,
110890,41,Sim,1475.0,737.0,3.0,2.0
110891,41,Nao,400.0,400.0,3.0,
110892,41,Nao,1793.0,1793.0,5.0,1.0
110893,41,Nao,4150.0,2075.0,5.0,
110894,41,Sim,5400.0,2700.0,6.0,1.0
110895,41,Nao,2800.0,1400.0,4.0,1.0
110896,41,Sim,4000.0,1000.0,4.0,4.0
110897,41,Sim,1300.0,1300.0,4.0,1.0
110898,41,Sim,8000.0,2666.0,6.0,1.0
110899,41,Sim,5000.0,1666.0,5.0,1.0
110900,41,Nao,788.0,788.0,3.0,2.0
110901,41,Sim,5188.0,1297.0,4.0,2.0
110902,41,Sim,5000.0,1666.0,5.0,1.0
110903,41,Sim,2170.0,542.0,3.0,1.0
110904,41,,,,,
110905,41,Sim,3150.0,1050.0,4.0,1.0
110906,41,Nao,989.0,989.0,4.0,1.0
110907,41,Sim,1678.0,419.0,3.0,1.0
110908,41,Sim,3610.0,1805.0,5.0,1.0
110909,41,Nao,2200.0,733.0,3.0,2.0
110910,41,,,,,
110911,41,Nao,2570.0,1285.0,4.0,1.0
110912,41,Nao,950.0,475.0,3.0,1.0
110913,41,Sim,5627.0,1406.0,4.0,1.0
110914,41,Nao,2420.0,605.0,3.0,1.0
110915,41,Sim,5000.0,1250.0,4.0,1.0
110916,41,Sim,1980.0,660.0,3.0,1.0
110917,41,Nao,600.0,600.0,3.0,1.0
110918,41,Nao,7500.0,1875.0,5.0,1.0
110919,41,Nao,5000.0,2500.0,6.0,2.0
110920,41,Sim,5576.0,1394.0,4.0,1.0
110921,41,Nao,2364.0,1182.0,4.0,1.0
110922,41,Nao,2000.0,1000.0,4.0,2.0
110923,41,,,,,
110924,41,Nao,2800.0,1400.0,4.0,1.0
110925,41,Sim,6394.0,1598.0,5.0,2.0
110926,41,Nao,1288.0,644.0,3.0,1.0
110927,41,Nao,5500.0,2750.0,6.0,1.0
110928,41,Sim,2800.0,466.0,3.0,4.0
110929,41,,,,,
110930,41,Nao,1576.0,788.0,3.0,1.0
110931,41,Nao,1576.0,788.0,3.0,1.0
110932,41,Nao,4000.0,2000.0,5.0,1.0
110933,41,Nao,2364.0,788.0,3.0,1.0
110934,41,Sim,3120.0,624.0,3.0,2.0
110935,41,Sim,3000.0,1000.0,4.0,2.0
110936,41,Sim,2000.0,1000.0,4.0,1.0
110937,41,Sim,3700.0,1850.0,5.0,1.0
110938,41,Sim,3350.0,1116.0,4.0,1.0
110939,41,Nao,2800.0,1400.0,4.0,1.0
110940,41,Nao,3500.0,3500.0,6.0,1.0
110941,41,Nao,1576.0,788.0,3.0,1.0
110942,41,,,,,
110943,41,Sim,5500.0,1833.0,5.0,1.0
110944,41,Nao,1576.0,788.0,3.0,1.0
110945,41,Sim,2909.0,1454.0,4.0,1.0
110946,41,Nao,3233.0,808.0,4.0,1.0
110947,41,Sim,3700.0,1850.0,5.0,2.0
110948,41,Nao,1400.0,1400.0,4.0,1.0
110949,41,Sim,4100.0,1366.0,4.0,2.0
110950,41,Sim,3294.0,823.0,4.0,1.0
110951,41,,,,,
110952,41,Nao,3600.0,1200.0,4.0,
110953,41,Sim,1500.0,750.0,3.0,2.0
110954,41,Nao,1500.0,375.0,2.0,1.0
110955,41,Nao,2426.0,1213.0,4.0,2.0
110956,41,Sim,4288.0,1429.0,4.0,1.0
110957,41,Nao,2750.0,550.0,3.0,1.0
110958,41,Sim,2950.0,590.0,3.0,1.0
110959,41,Nao,788.0,788.0,3.0,1.0
110960,41,Sim,788.0,394.0,2.0,1.0
110961,41,Nao,2000.0,500.0,3.0,1.0
110962,41,Sim,1650.0,550.0,3.0,1.0
110963,41,Sim,3160.0,790.0,4.0,1.0
110964,41,Sim,3705.0,1852.0,5.0,2.0
110965,41,Sim,3900.0,1950.0,5.0,1.0
110966,41,Sim,3600.0,1800.0,5.0,1.0
110967,41,Sim,3840.0,960.0,4.0,1.0
110968,41,Sim,2600.0,650.0,3.0,1.0
110969,41,Nao,2616.0,523.0,3.0,1.0
110970,41,Sim,5200.0,1733.0,5.0,1.0
110971,41,Sim,4000.0,1000.0,4.0,3.0
110972,41,,,,,
110973,41,Sim,2500.0,2500.0,6.0,1.0
110974,41,,,,,
110975,41,Sim,5000.0,1250.0,4.0,3.0
110976,41,Sim,4500.0,1500.0,4.0,1.0
110977,41,Sim,0.0,0.0,0.0,2.0
110978,41,Sim,5000.0,5000.0,7.0,1.0
110979,41,Sim,5000.0,2500.0,6.0,2.0
