,UF,Internet,Rend.mens.Domiciliar,Ren.mens.percapta,Faixa.Rend.mens.percapta,Num.Televisores
111796,41,Nao,4100.0,1366.0,4.0,2.0
111797,41,Nao,2600.0,866.0,4.0,1.0
111798,41,Nao,1500.0,500.0,3.0,
111799,41,Sim,630.0,630.0,3.0,1.0
111800,41,Nao,3550.0,887.0,4.0,3.0
111801,41,Sim,2300.0,1150.0,4.0,1.0
111802,41,Sim,2200.0,550.0,3.0,2.0
111803,41,Sim,1000.0,500.0,3.0,1.0
111804,41,Nao,1000.0,1000.0,4.0,1.0
111805,41,Nao,1576.0,1576.0,4.0,1.0
111806,41,Sim,4300.0,2150.0,5.0,1.0
111807,41,Nao,2088.0,696.0,3.0,2.0
111808,41,Nao,1100.0,550.0,3.0,1.0
111809,41,Sim,2200.0,1100.0,4.0,1.0
111810,41,Nao,2160.0,1080.0,4.0,1.0
111811,41,Sim,1200.0,1200.0,4.0,2.0
111812,41,Nao,3200.0,800.0,4.0,4.0
111813,41,Nao,900.0,900.0,4.0,1.0
111814,41,Nao,2880.0,1440.0,4.0,2.0
111815,41,Sim,6350.0,2116.0,5.0,3.0
111816,41,Nao,4000.0,2000.0,5.0,1.0
111817,41,Sim,1576.0,1576.0,4.0,2.0
111818,41,Nao,1600.0,1600.0,5.0,1.0
111819,41,Nao,900.0,150.0,1.0,1.0
111820,41,Sim,2000.0,666.0,3.0,1.0
111821,41,Sim,4100.0,1025.0,4.0,2.0
111822,41,Nao,1200.0,600.0,3.0,2.0
111823,41,Sim,2600.0,520.0,3.0,2.0
111824,41,Nao,788.0,788.0,3.0,
111825,41,Sim,2300.0,766.0,3.0,2.0
111826,41,Sim,788.0,262.0,2.0,1.0
111827,41,Sim,3000.0,750.0,3.0,1.0
111828,41,Sim,1350.0,1350.0,4.0,1.0
111829,41,Nao,1576.0,788.0,3.0,1.0
111830,41,Sim,1000.0,333.0,2.0,1.0
111831,41,Nao,2600.0,520.0,3.0,1.0
111832,41,Sim,2900.0,725.0,3.0,2.0
111833,41,Nao,0.0,0.0,0.0,1.0
111834,41,Nao,2300.0,1150.0,4.0,2.0
111835,41,Sim,2700.0,900.0,4.0,2.0
111836,41,Sim,3900.0,1300.0,4.0,2.0
111837,41,Nao,1888.0,944.0,4.0,1.0
111838,41,Nao,1688.0,844.0,4.0,1.0
111839,41,Sim,1850.0,462.0,3.0,3.0
111840,41,Nao,1576.0,1576.0,4.0,1.0
111841,41,Nao,1500.0,750.0,3.0,2.0
111842,41,Sim,3400.0,680.0,3.0,2.0
111843,41,Nao,2288.0,1144.0,4.0,1.0
111844,41,Nao,1200.0,1200.0,4.0,1.0
111845,41,Sim,4000.0,1333.0,4.0,1.0
111846,41,Sim,3800.0,1266.0,4.0,2.0
111847,41,Nao,1100.0,550.0,3.0,2.0
111848,41,Nao,1000.0,500.0,3.0,1.0
111849,41,Nao,2588.0,862.0,4.0,1.0
111850,41,Nao,3300.0,1650.0,5.0,1.0
111851,41,Sim,5000.0,1666.0,5.0,4.0
111853,41,Sim,3500.0,875.0,4.0,1.0
111854,41,Nao,1576.0,788.0,3.0,1.0
111855,41,Nao,2825.0,1412.0,4.0,2.0
111856,41,Nao,2625.0,1312.0,4.0,1.0
111857,41,Nao,1060.0,176.0,1.0,
111858,41,Nao,2200.0,733.0,3.0,2.0
111859,41,Nao,2900.0,483.0,3.0,1.0
111860,41,Nao,2400.0,480.0,3.0,1.0
111861,41,Nao,1312.0,437.0,3.0,1.0
111862,41,Nao,4095.0,372.0,2.0,1.0
111863,41,Nao,1238.0,619.0,3.0,1.0
111864,41,Sim,19300.0,9650.0,7.0,1.0
111865,41,Sim,4950.0,2475.0,6.0,1.0
111866,41,,,,,
111867,41,Sim,2037.0,509.0,3.0,1.0
111868,41,Nao,2576.0,1288.0,4.0,2.0
111869,41,Sim,6000.0,2000.0,5.0,1.0
111870,41,Sim,19880.0,4970.0,7.0,2.0
111871,41,Sim,5040.0,1680.0,5.0,1.0
111872,41,Nao,3170.0,528.0,3.0,1.0
111873,41,Nao,1577.0,788.0,3.0,1.0
111874,41,Sim,6230.0,3115.0,6.0,1.0
111875,41,Sim,5076.0,2538.0,6.0,2.0
111876,41,Nao,2288.0,1144.0,4.0,1.0
111877,41,Nao,2976.0,496.0,3.0,1.0
111878,41,Sim,5338.0,1334.0,4.0,1.0
111879,41,Sim,1500.0,750.0,3.0,1.0
111880,41,Nao,1250.0,208.0,2.0,1.0
111881,41,,,,,
111882,41,Sim,2000.0,500.0,3.0,1.0
111883,41,Sim,4114.0,822.0,4.0,1.0
111884,41,Nao,1576.0,788.0,3.0,2.0
111885,41,Nao,788.0,788.0,3.0,
111886,41,Nao,788.0,788.0,3.0,1.0
111887,41,Nao,788.0,788.0,3.0,1.0
111888,41,Sim,1966.0,655.0,3.0,1.0
111889,41,Sim,4600.0,1150.0,4.0,2.0
111890,41,,,,,
111891,41,Nao,1988.0,994.0,4.0,1.0
111892,41,Nao,1576.0,788.0,3.0,1.0
111893,41,Sim,2388.0,796.0,4.0,2.0
111894,41,Sim,1650.0,275.0,2.0,1.0
111895,41,Nao,700.0,700.0,3.0,1.0
111896,41,,,,,
111897,41,Sim,3546.0,1773.0,5.0,1.0
111898,41,Sim,2000.0,666.0,3.0,1.0
111899,41,Sim,1200.0,1200.0,4.0,1.0
111900,41,,,,,
111901,41,,,,,
111902,41,,,,,
111903,41,Sim,8167.0,1633.0,5.0,1.0
111904,41,Sim,3950.0,790.0,4.0,2.0
111905,41,Sim,3451.0,690.0,3.0,1.0
111906,41,Sim,4100.0,820.0,4.0,1.0
111907,41,Sim,5900.0,1966.0,5.0,1.0
111908,41,Nao,3000.0,750.0,3.0,1.0
111909,41,Nao,833.0,277.0,2.0,1.0
111910,41,Nao,1033.0,1033.0,4.0,1.0
111911,41,Nao,3138.0,1569.0,4.0,1.0
111912,41,Sim,3437.0,1718.0,5.0,1.0
111913,41,Nao,3896.0,1298.0,4.0,1.0
111914,41,Sim,2540.0,423.0,3.0,2.0
111915,41,Sim,6176.0,1544.0,4.0,2.0
111916,41,Sim,2300.0,766.0,3.0,1.0
111917,41,Sim,3877.0,1292.0,4.0,1.0
111918,41,Sim,3634.0,908.0,4.0,2.0
111919,41,,,,,
111920,41,Nao,2160.0,540.0,3.0,2.0
111921,41,Nao,1200.0,600.0,3.0,1.0
111922,41,Sim,21788.0,5447.0,7.0,1.0
111923,41,Nao,3276.0,1638.0,5.0,1.0
111924,41,Nao,5788.0,5788.0,7.0,1.0
111925,41,Sim,4102.0,1025.0,4.0,1.0
111926,41,,,,,
111927,41,,,,,
111928,41,Sim,3244.0,811.0,4.0,2.0
111929,41,Nao,2438.0,1219.0,4.0,1.0
111930,41,Nao,1380.0,460.0,3.0,1.0
111931,41,Nao,1268.0,634.0,3.0,1.0
111932,41,Sim,1000.0,1000.0,4.0,1.0
111933,41,Nao,2876.0,958.0,4.0,1.0
111934,41,Nao,2476.0,619.0,3.0,1.0
111935,41,,,,,
111936,41,Sim,1788.0,596.0,3.0,1.0
111937,41,,,,,
111938,41,,,,,
111939,41,Nao,350.0,350.0,2.0,1.0
111940,41,Nao,1576.0,788.0,3.0,1.0
111941,41,Sim,1150.0,575.0,3.0,1.0
111942,41,Sim,2400.0,800.0,4.0,1.0
111943,41,Nao,2000.0,666.0,3.0,1.0
111944,41,Sim,1900.0,475.0,3.0,1.0
111945,41,Sim,1576.0,525.0,3.0,1.0
111946,41,Sim,747.0,186.0,1.0,1.0
111947,41,Nao,1132.0,1132.0,4.0,1.0
111948,41,Nao,1688.0,562.0,3.0,1.0
111949,41,Sim,1994.0,498.0,3.0,1.0
111950,41,Sim,4200.0,840.0,4.0,3.0
111951,41,Sim,2700.0,900.0,4.0,1.0
111952,41,Nao,1412.0,706.0,3.0,1.0
111953,41,Sim,2900.0,966.0,4.0,
111954,41,Sim,2510.0,1255.0,4.0,1.0
111955,41,,,,,
111956,41,Nao,700.0,233.0,2.0,1.0
111957,41,Sim,4000.0,800.0,4.0,3.0
111958,41,Sim,3050.0,1016.0,4.0,1.0
111959,41,Nao,1388.0,1388.0,4.0,1.0
111960,41,Sim,13800.0,4600.0,7.0,4.0
111961,41,Nao,1500.0,1500.0,4.0,1.0
111962,41,Sim,7088.0,2362.0,5.0,1.0
111963,41,Nao,1500.0,1500.0,4.0,1.0
111964,41,Nao,2836.0,945.0,4.0,2.0
111965,41,,,,,
111966,41,Nao,938.0,938.0,4.0,1.0
111967,41,Nao,1576.0,1576.0,4.0,1.0
111968,41,Nao,2300.0,766.0,3.0,1.0
111969,41,Nao,1400.0,466.0,3.0,1.0
111970,41,,,,,
111971,41,Nao,0.0,0.0,0.0,1.0
111972,41,Sim,7000.0,2333.0,5.0,2.0
111973,41,,,,,
111974,41,Nao,2140.0,713.0,3.0,1.0
111975,41,Nao,2364.0,788.0,3.0,1.0
111976,41,,,,,
111977,41,Nao,0.0,0.0,0.0,1.0
111978,41,Nao,2100.0,525.0,3.0,1.0
111979,41,Sim,5900.0,1475.0,4.0,2.0
111980,41,Sim,16500.0,4125.0,7.0,5.0
111981,41,Nao,3800.0,1900.0,5.0,1.0
111982,41,Sim,2000.0,400.0,3.0,1.0
111983,41,Nao,1576.0,1576.0,4.0,2.0
111984,41,Sim,6890.0,1722.0,5.0,2.0
111985,41,Sim,10838.0,10838.0,7.0,2.0
111986,41,Nao,1576.0,1576.0,4.0,1.0
111987,41,Nao,1300.0,650.0,3.0,1.0
111988,41,Nao,1040.0,346.0,2.0,1.0
111989,41,Sim,3500.0,875.0,4.0,1.0
111990,41,Sim,2800.0,933.0,4.0,
111991,41,Nao,1576.0,788.0,3.0,1.0
111992,41,Nao,2376.0,1188.0,4.0,2.0
111993,41,Sim,11460.0,3820.0,6.0,3.0
111994,41,,,,,
111995,41,Sim,2000.0,400.0,3.0,2.0
111996,41,,,,,
111997,41,Sim,6000.0,1500.0,4.0,1.0
111998,41,Sim,2100.0,700.0,3.0,1.0
111999,41,Sim,4938.0,1646.0,5.0,1.0
112000,41,Nao,1576.0,788.0,3.0,2.0
112001,41,Nao,2364.0,1182.0,4.0,1.0
112002,41,Nao,2364.0,788.0,3.0,2.0
112003,41,Nao,3152.0,788.0,3.0,1.0
112004,41,Nao,788.0,394.0,2.0,1.0
112005,41,,,,,
112006,41,Nao,1388.0,694.0,3.0,1.0
112007,41,Nao,1488.0,1488.0,4.0,2.0
112008,41,Sim,1100.0,550.0,3.0,1.0
112009,41,Nao,2200.0,1100.0,4.0,2.0
112010,41,Nao,2026.0,675.0,3.0,1.0
112011,41,Nao,700.0,350.0,2.0,1.0
112012,41,Sim,2200.0,733.0,3.0,2.0
112013,41,Sim,2480.0,1240.0,4.0,3.0
112014,41,,,,,
112015,41,Sim,2000.0,400.0,3.0,1.0
112016,41,,,,,
112017,41,Sim,3500.0,1750.0,5.0,1.0
112018,41,Sim,4600.0,4600.0,7.0,2.0
112019,41,,,,,
112020,41,,,,,
112021,41,,,,,
112022,41,,,,,
112023,41,Nao,2990.0,996.0,4.0,2.0
112024,41,,,,,
112025,41,,,,,
112026,41,,,,,
112027,41,,,,,
112028,41,,,,,
112029,41,Sim,2000.0,2000.0,5.0,7.0
112030,41,Sim,3490.0,1745.0,5.0,2.0
112031,41,,,,,
112032,41,,,,,
112033,41,,,,,
112034,41,,,,,
112035,41,Sim,3600.0,1800.0,5.0,1.0
112036,41,,,,,
112037,41,,,,,
112038,41,Sim,5000.0,5000.0,7.0,1.0
112039,41,,,,,
112040,41,,,,,
112041,41,,,,,
112042,41,Sim,4000.0,4000.0,7.0,1.0
112043,41,Sim,2100.0,2100.0,5.0,1.0
112044,41,Sim,3500.0,1166.0,4.0,2.0
112045,41,Sim,780.0,780.0,3.0,2.0
112046,41,,,,,
112047,41,Sim,4300.0,2150.0,5.0,2.0
112048,41,Sim,3000.0,3000.0,6.0,1.0
112049,41,Sim,8900.0,8900.0,7.0,1.0
112050,41,,,,,
112051,41,Sim,1394.0,1394.0,4.0,1.0
112052,41,,,,,
112053,41,Sim,1188.0,1188.0,4.0,2.0
112054,41,,,,,
112055,41,Sim,6000.0,2000.0,5.0,3.0
112056,41,,,,,
112057,41,,,,,
112058,41,Sim,3040.0,3040.0,6.0,2.0
112059,41,Sim,7000.0,7000.0,7.0,2.0
112060,41,,,,,
112061,41,Sim,2100.0,1050.0,4.0,2.0
112062,41,Sim,4500.0,4500.0,7.0,1.0
112063,41,Sim,5000.0,5000.0,7.0,2.0
112064,41,,,,,
112065,41,,,,,
112066,41,Sim,4200.0,2100.0,5.0,1.0
112067,41,,,,,
112068,41,Sim,6500.0,6500.0,7.0,2.0
112069,41,,,,,
112070,41,,,,,
112071,41,,,,,
112072,41,,,,,
112073,41,,,,,
112074,41,Sim,1000.0,1000.0,4.0,2.0
112075,41,,,,,
112076,41,,,,,
112077,41,Sim,9000.0,9000.0,7.0,1.0
112078,41,Sim,2500.0,833.0,4.0,1.0
112079,41,Sim,3980.0,3980.0,7.0,1.0
112080,41,Sim,3500.0,3500.0,6.0,2.0
112081,41,Sim,2200.0,2200.0,5.0,2.0
112082,41,Sim,32000.0,16000.0,7.0,2.0
112083,41,Sim,18000.0,6000.0,7.0,2.0
112084,41,Sim,2000.0,666.0,3.0,3.0
112085,41,Sim,31000.0,15500.0,7.0,2.0
112086,41,Sim,3800.0,1266.0,4.0,1.0
112087,41,Sim,10000.0,5000.0,7.0,2.0
112088,41,Sim,2800.0,2800.0,6.0,1.0
112089,41,,,,,
112090,41,,,,,
112091,41,,,,,
112092,41,,,,,
112093,41,Sim,1500.0,500.0,3.0,2.0
112094,41,,,,,
112095,41,,,,,
112096,41,Sim,18000.0,9000.0,7.0,1.0
112097,41,Sim,2000.0,500.0,3.0,2.0
112098,41,Sim,5000.0,5000.0,7.0,2.0
112099,41,Sim,1400.0,1400.0,4.0,1.0
112100,41,Sim,1500.0,1500.0,4.0,2.0
112101,41,Nao,2288.0,1144.0,4.0,1.0
112102,41,Sim,4500.0,1500.0,4.0,
112103,41,Nao,4000.0,4000.0,7.0,3.0
112104,41,Sim,2000.0,2000.0,5.0,3.0
112105,41,Sim,10788.0,5394.0,7.0,3.0
112106,41,Nao,21000.0,10500.0,7.0,2.0
112107,41,,,,,
112108,41,Sim,10000.0,2500.0,6.0,4.0
112109,41,,,,,
112110,41,Sim,3800.0,950.0,4.0,3.0
112111,41,Sim,5000.0,2500.0,6.0,2.0
112112,41,Sim,3500.0,3500.0,6.0,1.0
112113,41,Sim,2788.0,697.0,3.0,2.0
112114,41,,,,,
112115,41,Sim,2200.0,2200.0,5.0,1.0
112116,41,,,,,
112117,41,Sim,10000.0,10000.0,7.0,2.0
112118,41,,,,,
112119,41,,,,,
112120,41,Sim,10000.0,10000.0,7.0,2.0
112121,41,Sim,7550.0,3775.0,6.0,2.0
112122,41,Sim,10000.0,5000.0,7.0,3.0
112123,41,Sim,0.0,0.0,0.0,3.0
112124,41,,,,,
112125,41,Sim,7000.0,7000.0,7.0,2.0
112126,41,Sim,4500.0,1125.0,4.0,1.0
112127,41,Sim,12500.0,4166.0,7.0,2.0
112128,41,Sim,13600.0,6800.0,7.0,5.0
112129,41,,,,,
112130,41,,,,,
112131,41,,,,,
112132,41,Sim,3400.0,1700.0,5.0,1.0
112133,41,Sim,4000.0,4000.0,7.0,2.0
112134,41,Sim,14130.0,3532.0,6.0,1.0
112135,41,Sim,11000.0,2750.0,6.0,2.0
112136,41,Sim,32400.0,16200.0,7.0,2.0
112137,41,Sim,6200.0,3100.0,6.0,1.0
112138,41,Sim,3000.0,1500.0,4.0,3.0
112139,41,Sim,10000.0,3333.0,6.0,2.0
112140,41,,,,,
112141,41,,,,,
112142,41,,,,,
112143,41,Sim,14788.0,4929.0,7.0,3.0
112144,41,,,,,
112145,41,Sim,8600.0,2866.0,6.0,1.0
112146,41,Sim,4000.0,4000.0,7.0,2.0
112147,41,Sim,4000.0,2000.0,5.0,1.0
112148,41,Sim,12400.0,3100.0,6.0,3.0
112149,41,,,,,
112150,41,,,,,
112151,41,Sim,1576.0,315.0,2.0,2.0
112152,41,,,,,
112153,41,Sim,8000.0,8000.0,7.0,1.0
112154,41,,,,,
112155,41,Sim,25000.0,25000.0,7.0,2.0
112156,41,Sim,3000.0,3000.0,6.0,1.0
112157,41,Sim,14000.0,4666.0,7.0,4.0
112158,41,Sim,22000.0,11000.0,7.0,2.0
112159,41,Sim,2500.0,2500.0,6.0,1.0
112160,41,,,,,
112161,41,Sim,11000.0,2750.0,6.0,1.0
112162,41,Sim,20000.0,20000.0,7.0,3.0
112163,41,Sim,8000.0,2666.0,6.0,2.0
112164,41,Sim,13000.0,6500.0,7.0,3.0
112165,41,Sim,788.0,788.0,3.0,3.0
112166,41,Sim,7000.0,2333.0,5.0,5.0
112167,41,Sim,24200.0,12100.0,7.0,4.0
112168,41,Sim,34000.0,8500.0,7.0,5.0
112169,41,Sim,8000.0,8000.0,7.0,1.0
112170,41,Sim,9000.0,4500.0,7.0,2.0
112171,41,,,,,
112172,41,Sim,4100.0,1025.0,4.0,4.0
112173,41,Nao,11788.0,5894.0,7.0,2.0
112174,41,Sim,22000.0,5500.0,7.0,4.0
112175,41,,,,,
112176,41,,,,,
112177,41,,,,,
112178,41,,,,,
112179,41,Sim,5300.0,5300.0,7.0,2.0
112180,41,Sim,7500.0,7500.0,7.0,3.0
112181,41,Sim,0.0,0.0,0.0,1.0
112182,41,,,,,
112183,41,Sim,47800.0,15933.0,7.0,2.0
112184,41,,,,,
112185,41,Sim,10200.0,10200.0,7.0,1.0
112186,41,Sim,5000.0,5000.0,7.0,3.0
112187,41,,,,,
112188,41,Sim,9000.0,4500.0,7.0,2.0
112189,41,Sim,0.0,0.0,0.0,2.0
112190,41,,,,,
112191,41,Sim,20000.0,5000.0,7.0,8.0
112192,41,Sim,4000.0,1333.0,4.0,3.0
112193,41,Sim,10000.0,10000.0,7.0,2.0
112194,41,Sim,15000.0,15000.0,7.0,1.0
112195,41,Sim,2988.0,996.0,4.0,2.0
112196,41,Sim,6500.0,3250.0,6.0,2.0
112197,41,Sim,5000.0,5000.0,7.0,2.0
112198,41,Sim,6788.0,1131.0,4.0,4.0
112199,41,Sim,3000.0,1500.0,4.0,2.0
112200,41,Sim,56000.0,18666.0,7.0,1.0
112201,41,Sim,23500.0,7833.0,7.0,3.0
112202,41,,,,,
112203,41,Nao,19500.0,9750.0,7.0,2.0
112204,41,,,,,
112205,41,,,,,
112206,41,,,,,
112207,41,Sim,30000.0,15000.0,7.0,8.0
112208,41,Sim,17300.0,4325.0,7.0,5.0
112209,41,Sim,6800.0,3400.0,6.0,2.0
112210,41,Sim,16000.0,5333.0,7.0,4.0
112211,41,,,,,
112212,41,,,,,
112213,41,Sim,4000.0,2000.0,5.0,2.0
112214,41,Sim,14500.0,4833.0,7.0,2.0
112216,41,Nao,1000.0,333.0,2.0,2.0
112217,41,Sim,11760.0,3920.0,6.0,4.0
112218,41,,,,,
112220,41,Sim,41946.0,8389.0,7.0,2.0
112221,41,,,,,
112222,41,Sim,7500.0,2500.0,6.0,2.0
112223,41,Sim,2000.0,2000.0,5.0,2.0
112224,41,Sim,1800.0,900.0,4.0,1.0
112226,41,,,,,
112227,41,Nao,12000.0,6000.0,7.0,2.0
112228,41,Sim,600.0,600.0,3.0,1.0
112229,41,Sim,8000.0,4000.0,7.0,3.0
112230,41,Sim,8000.0,2666.0,6.0,2.0
112231,41,Sim,23500.0,7833.0,7.0,2.0
112233,41,Sim,19400.0,4850.0,7.0,5.0
112234,41,Sim,8700.0,2900.0,6.0,2.0
112235,41,,,,,
112236,41,Sim,1560.0,780.0,3.0,3.0
112237,41,Sim,15750.0,7875.0,7.0,1.0
112238,41,Sim,5000.0,2500.0,6.0,3.0
112239,41,Sim,35000.0,11666.0,7.0,4.0
112240,41,Sim,18000.0,6000.0,7.0,2.0
112241,41,Sim,9000.0,4500.0,7.0,2.0
112243,41,Sim,6000.0,3000.0,6.0,2.0
112244,41,Sim,10000.0,5000.0,7.0,2.0
112246,41,Sim,3800.0,1266.0,4.0,2.0
112248,41,,,,,
112249,41,Sim,7145.0,1786.0,5.0,1.0
112250,41,Sim,24500.0,24500.0,7.0,1.0
112251,41,Sim,3000.0,1000.0,4.0,2.0
112253,41,Sim,2000.0,2000.0,5.0,2.0
112254,41,Sim,28500.0,7125.0,7.0,2.0
112256,41,Sim,25000.0,6250.0,7.0,2.0
112257,41,Sim,7280.0,7280.0,7.0,1.0
112258,41,Sim,20000.0,6666.0,7.0,2.0
112259,41,Sim,2500.0,2500.0,6.0,1.0
112260,41,,,,,
112261,41,Nao,2200.0,733.0,3.0,2.0
112262,41,Sim,1500.0,300.0,2.0,2.0
112263,41,Sim,2000.0,666.0,3.0,1.0
112264,41,,,,,
112265,41,Nao,1200.0,400.0,3.0,1.0
112266,41,,,,,
112267,41,Nao,1140.0,380.0,2.0,1.0
112268,41,Nao,3200.0,640.0,3.0,2.0
112269,41,Nao,2200.0,733.0,3.0,2.0
112270,41,Nao,2500.0,500.0,3.0,2.0
112271,41,Nao,0.0,0.0,0.0,2.0
112272,41,,,,,
112273,41,Nao,2100.0,300.0,2.0,2.0
112274,41,Nao,1000.0,1000.0,4.0,1.0
112275,41,Sim,4000.0,571.0,3.0,3.0
112276,41,Nao,3000.0,750.0,3.0,2.0
112277,41,,,,,
112278,41,,,,,
112279,41,,,,,
112280,41,Sim,4100.0,2050.0,5.0,2.0
112281,41,Sim,6000.0,3000.0,6.0,3.0
112282,41,Sim,750.0,375.0,2.0,1.0
112283,41,,,,,
112284,41,Sim,4000.0,1333.0,4.0,3.0
112285,41,,,,,
112286,41,Sim,3600.0,900.0,4.0,4.0
112287,41,Sim,5600.0,1866.0,5.0,2.0
112288,41,,,,,
112289,41,Sim,36650.0,7330.0,7.0,3.0
112290,41,Sim,5700.0,1900.0,5.0,1.0
112291,41,Sim,5850.0,2925.0,6.0,2.0
112292,41,Sim,9800.0,1960.0,5.0,6.0
112293,41,Sim,2900.0,1450.0,4.0,1.0
112294,41,Sim,5588.0,2794.0,6.0,3.0
112295,41,Sim,8067.0,2016.0,5.0,2.0
112296,41,Sim,2360.0,2360.0,5.0,2.0
112297,41,Sim,7900.0,1975.0,5.0,3.0
112298,41,Sim,4000.0,4000.0,7.0,1.0
112299,41,Sim,1400.0,700.0,3.0,3.0
112300,41,Sim,2000.0,1000.0,4.0,2.0
112301,41,Sim,5350.0,1783.0,5.0,1.0
112302,41,Sim,11000.0,11000.0,7.0,1.0
112303,41,Nao,3800.0,1266.0,4.0,1.0
112304,41,Sim,4200.0,2100.0,5.0,1.0
112305,41,,,,,
112306,41,Sim,2800.0,1400.0,4.0,1.0
112307,41,Nao,1450.0,1450.0,4.0,1.0
112308,41,Sim,150.0,150.0,1.0,
112309,41,,,,,
112310,41,Sim,6195.0,1548.0,4.0,2.0
112311,41,Nao,400.0,400.0,3.0,
112312,41,Nao,1712.0,570.0,3.0,1.0
112313,41,Nao,900.0,900.0,4.0,1.0
112314,41,Nao,1000.0,333.0,2.0,1.0
112315,41,Sim,3968.0,992.0,4.0,3.0
112316,41,Nao,1000.0,1000.0,4.0,1.0
112317,41,Sim,4290.0,1430.0,4.0,3.0
112318,41,,,,,
112319,41,Nao,950.0,950.0,4.0,1.0
112320,41,Sim,4925.0,985.0,4.0,4.0
112321,41,Sim,5500.0,1833.0,5.0,2.0
112322,41,Nao,870.0,290.0,2.0,2.0
112323,41,Nao,788.0,788.0,3.0,1.0
112324,41,,,,,
112325,41,,,,,
112326,41,Nao,1500.0,750.0,3.0,1.0
112327,41,Sim,6000.0,6000.0,7.0,3.0
112328,41,Sim,2500.0,1250.0,4.0,2.0
112329,41,Sim,6289.0,1572.0,4.0,2.0
112330,41,Sim,8000.0,2000.0,5.0,2.0
112331,41,Sim,7400.0,2466.0,6.0,3.0
112332,41,Sim,1989.0,994.0,4.0,1.0
112333,41,Sim,2000.0,1000.0,4.0,1.0
112334,41,Sim,9078.0,1815.0,5.0,1.0
112335,41,Sim,6050.0,1210.0,4.0,1.0
112336,41,Nao,2389.0,2389.0,6.0,1.0
112337,41,Sim,2000.0,500.0,3.0,3.0
112338,41,Sim,1400.0,1400.0,4.0,1.0
112339,41,Sim,8000.0,2000.0,5.0,6.0
112340,41,,,,,
112341,41,Sim,3400.0,850.0,4.0,1.0
112342,41,Sim,9000.0,2250.0,5.0,1.0
112343,41,Sim,3900.0,1300.0,4.0,2.0
112344,41,,,,,
112345,41,Sim,800.0,800.0,4.0,2.0
112346,41,Sim,4700.0,4700.0,7.0,2.0
112347,41,Nao,1346.0,1346.0,4.0,
112348,41,Sim,7600.0,3800.0,6.0,2.0
112349,41,Sim,1500.0,375.0,2.0,2.0
112350,41,Sim,1200.0,600.0,3.0,1.0
112351,41,Sim,16000.0,4000.0,7.0,3.0
112352,41,Sim,12000.0,4000.0,7.0,2.0
112353,41,Sim,7150.0,1787.0,5.0,4.0
112354,41,Nao,3300.0,1100.0,4.0,1.0
112355,41,Sim,3000.0,750.0,3.0,1.0
112356,41,Sim,400.0,133.0,1.0,3.0
112357,41,Nao,3400.0,1700.0,5.0,1.0
112358,41,,,,,
112359,41,Sim,2000.0,1000.0,4.0,1.0
112360,41,Sim,4000.0,4000.0,7.0,1.0
112361,41,Nao,3788.0,1894.0,5.0,1.0
112362,41,Sim,12300.0,6150.0,7.0,2.0
112363,41,Sim,13000.0,3250.0,6.0,3.0
112364,41,Sim,5000.0,1250.0,4.0,4.0
112365,41,Sim,2200.0,733.0,3.0,1.0
112366,41,Sim,2850.0,712.0,3.0,3.0
112367,41,Sim,2676.0,1338.0,4.0,3.0
112368,41,Sim,1400.0,466.0,3.0,2.0
112369,41,Sim,1680.0,840.0,4.0,1.0
112370,41,Sim,8500.0,4250.0,7.0,2.0
112371,41,Nao,1200.0,600.0,3.0,2.0
112372,41,Sim,950.0,316.0,2.0,1.0
112373,41,Sim,3300.0,660.0,3.0,1.0
112374,41,Sim,5000.0,1666.0,5.0,2.0
112375,41,Sim,12788.0,1598.0,5.0,3.0
112376,41,Sim,3000.0,3000.0,6.0,2.0
112377,41,Sim,25000.0,12500.0,7.0,4.0
112378,41,Sim,5700.0,2850.0,6.0,3.0
112379,41,Sim,4000.0,1333.0,4.0,2.0
112380,41,Sim,8000.0,2000.0,5.0,5.0
112381,41,Sim,4588.0,1529.0,4.0,4.0
112382,41,Nao,2200.0,1100.0,4.0,2.0
112383,41,,,,,
112384,41,Sim,15000.0,7500.0,7.0,2.0
112385,41,Sim,6100.0,1525.0,4.0,2.0
112386,41,Sim,6300.0,2100.0,5.0,4.0
112387,41,Sim,2375.0,1187.0,4.0,2.0
112388,41,Nao,788.0,788.0,3.0,1.0
112389,41,Sim,17000.0,8500.0,7.0,4.0
112390,41,Sim,1350.0,450.0,3.0,1.0
112391,41,Sim,23179.0,7726.0,7.0,1.0
112392,41,Sim,5000.0,1666.0,5.0,2.0
112393,41,Sim,5900.0,1966.0,5.0,1.0
112394,41,Nao,3200.0,3200.0,6.0,1.0
112395,41,Nao,1500.0,750.0,3.0,1.0
112396,41,Sim,7100.0,1775.0,5.0,2.0
112397,41,Sim,4200.0,1050.0,4.0,2.0
112398,41,Sim,2077.0,415.0,3.0,3.0
112399,41,Sim,3730.0,932.0,4.0,2.0
112400,41,Sim,10000.0,2500.0,6.0,4.0
112401,41,Sim,6188.0,1547.0,4.0,2.0
112402,41,Nao,788.0,394.0,2.0,
112403,41,Sim,3000.0,1000.0,4.0,1.0
112404,41,Sim,4000.0,1000.0,4.0,3.0
112405,41,Sim,5400.0,1350.0,4.0,2.0
112406,41,Sim,6800.0,3400.0,6.0,3.0
112407,41,Sim,6600.0,2200.0,5.0,1.0
112408,41,,,,,
