,UF,Internet,Rend.mens.Domiciliar,Ren.mens.percapta,Faixa.Rend.mens.percapta,Num.Televisores,Classe
112490,PR,Sim,3870.0,1290.0,4.0,2.0,média
112491,PR,Sim,2824.0,1412.0,4.0,2.0,média
112492,PR,Sim,2400.0,800.0,4.0,2.0,média baixa
112494,PR,Sim,4583.0,1145.0,4.0,2.0,média
112495,PR,Sim,2050.0,512.0,3.0,2.0,média baixa
112496,PR,Sim,7500.0,2500.0,6.0,3.0,alta
112497,PR,Sim,4400.0,1100.0,4.0,2.0,média
112498,PR,Sim,7000.0,1400.0,4.0,3.0,média
112499,PR,Sim,2628.0,525.0,3.0,2.0,média baixa
112500,PR,Sim,12000.0,3000.0,6.0,4.0,alta
112501,PR,Sim,0.0,0.0,0.0,1.0,baixa
112502,PR,Sim,1700.0,425.0,3.0,2.0,baixa
112503,PR,Sim,9750.0,3250.0,6.0,4.0,alta
112504,PR,Nao,370.0,370.0,3.0,1.0,baixa
112505,PR,Sim,4224.0,844.0,4.0,1.0,média baixa
112507,PR,Sim,2500.0,625.0,3.0,2.0,média baixa
112509,PR,Sim,6650.0,2216.0,6.0,2.0,média
112510,PR,Sim,5500.0,1833.0,5.0,5.0,média
112511,PR,Nao,1950.0,1950.0,5.0,1.0,média
112512,PR,Nao,6910.0,6910.0,7.0,1.0,alta
112513,PR,Nao,1448.0,724.0,3.0,1.0,média baixa
112514,PR,Sim,2525.0,420.0,3.0,3.0,baixa
112515,PR,Nao,1180.0,1180.0,4.0,1.0,média
112516,PR,Sim,6600.0,1320.0,4.0,4.0,média
112517,PR,Nao,1500.0,1500.0,5.0,1.0,média
112518,PR,Sim,6728.0,3364.0,6.0,3.0,alta
112519,PR,Sim,7500.0,2500.0,6.0,1.0,alta
112520,PR,Sim,3000.0,3000.0,6.0,2.0,alta
112521,PR,Sim,3500.0,700.0,3.0,3.0,média baixa
112522,PR,Sim,5000.0,1000.0,4.0,4.0,média baixa
112523,PR,Sim,6000.0,1500.0,5.0,3.0,média
112524,PR,Sim,4600.0,1533.0,5.0,2.0,média
112525,PR,Sim,4700.0,4700.0,7.0,2.0,alta
112526,PR,Sim,3400.0,1700.0,5.0,1.0,média
112527,PR,Sim,6700.0,2233.0,6.0,2.0,média
112528,PR,Sim,1300.0,1300.0,4.0,1.0,média
112529,PR,Sim,2200.0,1100.0,4.0,1.0,média
112530,PR,Sim,2650.0,1325.0,4.0,1.0,média
112531,PR,Sim,4700.0,940.0,4.0,4.0,média baixa
112533,PR,Sim,724.0,724.0,3.0,1.0,média baixa
112534,PR,Sim,4800.0,1600.0,5.0,2.0,média
112535,PR,Sim,11000.0,2750.0,6.0,4.0,alta
112536,PR,Sim,3980.0,796.0,4.0,2.0,média baixa
112537,PR,Sim,4700.0,940.0,4.0,3.0,média baixa
112538,PR,Sim,3348.0,669.0,3.0,4.0,média baixa
112539,PR,Sim,1900.0,1900.0,5.0,1.0,média
112540,PR,Nao,1624.0,812.0,4.0,2.0,média baixa
112543,PR,Sim,7800.0,2600.0,6.0,2.0,alta
112544,PR,Sim,1200.0,300.0,2.0,3.0,baixa
112545,PR,Nao,2650.0,2650.0,6.0,3.0,alta
112546,PR,Sim,1500.0,500.0,3.0,4.0,média baixa
112547,PR,Sim,2924.0,974.0,4.0,3.0,média baixa
112548,PR,Sim,8724.0,2908.0,6.0,4.0,alta
112549,PR,Sim,5500.0,1375.0,4.0,3.0,média
112550,PR,Sim,8300.0,1660.0,5.0,3.0,média
112551,PR,Sim,4624.0,1156.0,4.0,5.0,média
112552,PR,Sim,12000.0,4000.0,7.0,5.0,alta
112554,PR,Sim,6500.0,3250.0,6.0,2.0,alta
112555,PR,Sim,7241.0,2413.0,6.0,2.0,média
112556,PR,Nao,2200.0,733.0,4.0,2.0,média baixa
112557,PR,Sim,24448.0,4074.0,7.0,2.0,alta
112558,PR,Sim,724.0,362.0,2.0,2.0,baixa
112559,PR,Sim,5000.0,1250.0,4.0,3.0,média
112560,PR,Sim,11443.0,2860.0,6.0,3.0,alta
112561,PR,Nao,6400.0,3200.0,6.0,2.0,alta
112562,PR,Sim,4900.0,1225.0,4.0,2.0,média
112563,PR,Sim,6940.0,1156.0,4.0,5.0,média
112566,PR,Sim,3300.0,1650.0,5.0,2.0,média
112567,PR,Sim,18880.0,6293.0,7.0,6.0,alta
112568,PR,Sim,2900.0,966.0,4.0,5.0,média baixa
112569,PR,Sim,800.0,800.0,4.0,3.0,média baixa
112570,PR,Sim,25600.0,8533.0,7.0,4.0,alta
112571,PR,Sim,14000.0,4666.0,7.0,2.0,alta
112572,PR,Sim,2150.0,1075.0,4.0,2.0,média
112573,PR,Nao,3320.0,1660.0,5.0,3.0,média
112574,PR,Sim,8575.0,2858.0,6.0,4.0,alta
112575,PR,Sim,3600.0,1800.0,5.0,1.0,média
112576,PR,Sim,2200.0,2200.0,6.0,2.0,média
112578,PR,Sim,980.0,490.0,3.0,1.0,média baixa
112579,PR,Sim,1545.0,772.0,4.0,3.0,média baixa
112580,PR,Sim,4400.0,2200.0,6.0,3.0,média
112581,PR,Sim,3000.0,750.0,4.0,3.0,média baixa
112582,PR,Sim,4200.0,1050.0,4.0,2.0,média
112583,PR,Sim,16000.0,5333.0,7.0,2.0,alta
112584,PR,Nao,1700.0,850.0,4.0,1.0,média baixa
112585,PR,Sim,5000.0,1666.0,5.0,1.0,média
112586,PR,Sim,2000.0,666.0,3.0,3.0,média baixa
112587,PR,Sim,10970.0,3656.0,7.0,3.0,alta
112588,PR,Sim,14000.0,2800.0,6.0,2.0,alta
112589,PR,Sim,2000.0,500.0,3.0,3.0,média baixa
112591,PR,Sim,3800.0,1900.0,5.0,3.0,média
112592,PR,Sim,2100.0,1050.0,4.0,1.0,média
112595,PR,Sim,5200.0,1733.0,5.0,1.0,média
112596,PR,Sim,3500.0,1750.0,5.0,1.0,média
112597,PR,Sim,1920.0,640.0,3.0,3.0,média baixa
112598,PR,Nao,550.0,275.0,2.0,2.0,baixa
112600,PR,Sim,3500.0,1166.0,4.0,3.0,média
112601,PR,Nao,2920.0,417.0,3.0,2.0,baixa
112602,PR,Sim,1200.0,1200.0,4.0,1.0,média
112603,PR,Sim,3300.0,825.0,4.0,2.0,média baixa
112604,PR,Sim,1200.0,400.0,3.0,1.0,baixa
112605,PR,Nao,3740.0,1870.0,5.0,1.0,média
112606,PR,Nao,1200.0,1200.0,4.0,1.0,média
112607,PR,Sim,3440.0,1146.0,4.0,2.0,média
112608,PR,Nao,5600.0,1120.0,4.0,3.0,média
112609,PR,Nao,1500.0,375.0,3.0,2.0,baixa
112610,PR,Sim,1920.0,960.0,4.0,1.0,média baixa
112611,PR,Sim,1990.0,995.0,4.0,1.0,média baixa
112612,PR,Sim,1450.0,483.0,3.0,2.0,média baixa
112613,PR,Nao,60.0,30.0,1.0,1.0,baixa
112614,PR,Sim,1014.0,253.0,2.0,2.0,baixa
112615,PR,Sim,2400.0,800.0,4.0,2.0,média baixa
112616,PR,Nao,1724.0,862.0,4.0,1.0,média baixa
112617,PR,Nao,724.0,724.0,3.0,1.0,média baixa
112618,PR,Sim,1400.0,1400.0,4.0,1.0,média
112619,PR,Sim,0.0,0.0,0.0,4.0,baixa
112620,PR,Sim,2848.0,949.0,4.0,3.0,média baixa
112621,PR,Sim,1200.0,600.0,3.0,4.0,média baixa
112623,PR,Sim,4000.0,1333.0,4.0,2.0,média
112624,PR,Sim,9000.0,4500.0,7.0,4.0,alta
112625,PR,Sim,1000.0,1000.0,4.0,2.0,média baixa
112626,PR,Sim,22000.0,7333.0,7.0,4.0,alta
112627,PR,Sim,1448.0,724.0,3.0,2.0,média baixa
112628,PR,Sim,3000.0,1500.0,5.0,1.0,média
112629,PR,Sim,2750.0,916.0,4.0,1.0,média baixa
112630,PR,Sim,2500.0,2500.0,6.0,2.0,alta
112631,PR,Sim,6324.0,2108.0,5.0,2.0,média
112632,PR,Sim,1800.0,1800.0,5.0,1.0,média
112633,PR,Sim,2300.0,766.0,4.0,1.0,média baixa
112635,PR,Sim,9000.0,2250.0,6.0,6.0,média
112636,PR,Sim,2800.0,2800.0,6.0,3.0,alta
112638,PR,Sim,18500.0,6166.0,7.0,1.0,alta
112639,PR,Sim,7500.0,3750.0,7.0,3.0,alta
112640,PR,Sim,14000.0,3500.0,6.0,4.0,alta
112641,PR,Nao,1300.0,325.0,2.0,2.0,baixa
112642,PR,Nao,1724.0,574.0,3.0,2.0,média baixa
112643,PR,Sim,3048.0,508.0,3.0,2.0,média baixa
112645,PR,Sim,2523.0,841.0,4.0,2.0,média baixa
112646,PR,Sim,2900.0,966.0,4.0,2.0,média baixa
112647,PR,Nao,1448.0,1448.0,4.0,1.0,média
112648,PR,Sim,1200.0,1200.0,4.0,1.0,média
112650,PR,Sim,3500.0,1166.0,4.0,4.0,média
112651,PR,Nao,725.0,362.0,2.0,1.0,baixa
112653,PR,Sim,5000.0,1250.0,4.0,7.0,média
112654,PR,Sim,5000.0,5000.0,7.0,2.0,alta
112655,PR,Nao,1400.0,1400.0,4.0,1.0,média
112656,PR,Nao,1600.0,800.0,4.0,1.0,média baixa
112657,PR,Sim,2000.0,2000.0,5.0,2.0,média
112658,PR,Sim,6700.0,6700.0,7.0,3.0,alta
112659,PR,Sim,5300.0,2650.0,6.0,2.0,alta
112660,PR,Sim,0.0,0.0,0.0,3.0,baixa
112663,PR,Sim,0.0,0.0,0.0,1.0,baixa
112664,PR,Sim,6500.0,2166.0,5.0,2.0,média
112665,PR,Sim,1400.0,700.0,3.0,2.0,média baixa
112666,PR,Sim,5500.0,2750.0,6.0,3.0,alta
112667,PR,Sim,6500.0,3250.0,6.0,2.0,alta
112670,PR,Sim,900.0,450.0,3.0,1.0,média baixa
112671,PR,Sim,5300.0,1325.0,4.0,2.0,média
112672,PR,Sim,1200.0,300.0,2.0,3.0,baixa
112673,PR,Sim,5500.0,1833.0,5.0,2.0,média
112674,PR,Sim,13700.0,2740.0,6.0,4.0,alta
112675,PR,Sim,4700.0,1175.0,4.0,3.0,média
112677,PR,Sim,20700.0,5175.0,7.0,4.0,alta
112679,PR,Sim,8000.0,2000.0,5.0,3.0,média
112680,PR,Sim,9000.0,4500.0,7.0,2.0,alta
112681,PR,Sim,6000.0,2000.0,5.0,3.0,média
112682,PR,Sim,14500.0,2900.0,6.0,4.0,alta
112683,PR,Sim,20000.0,5000.0,7.0,4.0,alta
112684,PR,Sim,36000.0,9000.0,7.0,3.0,alta
112689,PR,Sim,7000.0,2333.0,6.0,3.0,média
112690,PR,Sim,6000.0,1500.0,5.0,2.0,média
112692,PR,Nao,2000.0,1000.0,4.0,1.0,média baixa
112694,PR,Nao,1448.0,724.0,3.0,1.0,média baixa
112695,PR,Nao,2800.0,2800.0,6.0,1.0,alta
112697,PR,Sim,2000.0,1000.0,4.0,3.0,média baixa
112698,PR,Sim,2200.0,550.0,3.0,2.0,média baixa
112699,PR,Sim,5000.0,2500.0,6.0,2.0,alta
112700,PR,Sim,6000.0,2000.0,5.0,2.0,média
112701,PR,Sim,5000.0,1250.0,4.0,2.0,média
112702,PR,Sim,10200.0,5100.0,7.0,2.0,alta
112703,PR,Sim,8000.0,4000.0,7.0,4.0,alta
112704,PR,Sim,5800.0,1450.0,5.0,1.0,média
112706,PR,Sim,4000.0,1000.0,4.0,2.0,média baixa
112707,PR,Sim,14000.0,7000.0,7.0,2.0,alta
112708,PR,Nao,1124.0,1124.0,4.0,1.0,média
112709,PR,Sim,7500.0,3750.0,7.0,2.0,alta
112710,PR,Sim,2148.0,537.0,3.0,3.0,média baixa
112711,PR,Nao,1448.0,724.0,3.0,2.0,média baixa
112713,PR,Sim,4484.0,2242.0,6.0,3.0,média
112714,PR,Sim,1500.0,375.0,3.0,2.0,baixa
112716,PR,Sim,4324.0,1081.0,4.0,2.0,média
112717,PR,Sim,10000.0,2500.0,6.0,4.0,alta
112718,PR,Sim,3224.0,1074.0,4.0,2.0,média
112719,PR,Nao,2124.0,1062.0,4.0,2.0,média
112721,PR,Sim,980.0,326.0,2.0,1.0,baixa
112722,PR,Nao,2484.0,1242.0,4.0,1.0,média
112724,PR,Nao,1000.0,500.0,3.0,1.0,média baixa
112725,PR,Sim,6000.0,2000.0,5.0,3.0,média
112726,PR,Sim,600.0,200.0,2.0,4.0,baixa
112728,PR,Sim,8500.0,2833.0,6.0,3.0,alta
112729,PR,Sim,7250.0,1812.0,5.0,3.0,média
112730,PR,Sim,4500.0,1500.0,5.0,3.0,média
112731,PR,Sim,8000.0,2000.0,5.0,4.0,média
112732,PR,Sim,2400.0,1200.0,4.0,1.0,média
112733,PR,Sim,2724.0,681.0,3.0,3.0,média baixa
112734,PR,Sim,3000.0,1500.0,5.0,1.0,média
112736,PR,Sim,2320.0,773.0,4.0,2.0,média baixa
112737,PR,Sim,3000.0,1000.0,4.0,2.0,média baixa
112738,PR,Sim,2400.0,1200.0,4.0,1.0,média
112741,PR,Nao,1300.0,1300.0,4.0,2.0,média
112742,PR,Sim,2000.0,500.0,3.0,2.0,média baixa
112743,PR,Sim,5500.0,2750.0,6.0,2.0,alta
112744,PR,Nao,1500.0,1500.0,5.0,1.0,média
112745,PR,Sim,2920.0,730.0,4.0,3.0,média baixa
112746,PR,Sim,6200.0,1550.0,5.0,3.0,média
112748,PR,Sim,4000.0,1333.0,4.0,4.0,média
112749,PR,Nao,2360.0,1180.0,4.0,1.0,média
112750,PR,Sim,4000.0,1000.0,4.0,2.0,média baixa
112751,PR,Sim,5800.0,1450.0,5.0,3.0,média
112752,PR,Sim,12000.0,3000.0,6.0,4.0,alta
112753,PR,Sim,2700.0,900.0,4.0,2.0,média baixa
112755,PR,Sim,5000.0,1250.0,4.0,2.0,média
112756,PR,Nao,862.0,431.0,3.0,2.0,baixa
112758,PR,Sim,2180.0,545.0,3.0,2.0,média baixa
112759,PR,Sim,3900.0,975.0,4.0,3.0,média baixa
112761,PR,Sim,5000.0,5000.0,7.0,1.0,alta
112762,PR,Sim,12600.0,3150.0,6.0,3.0,alta
112763,PR,Sim,12500.0,4166.0,7.0,3.0,alta
112764,PR,Nao,4000.0,2000.0,5.0,4.0,média
112765,PR,Sim,12000.0,3000.0,6.0,2.0,alta
112766,PR,Sim,12000.0,4000.0,7.0,3.0,alta
112768,PR,Sim,1400.0,700.0,3.0,1.0,média baixa
112769,PR,Sim,12000.0,4000.0,7.0,3.0,alta
112770,PR,Sim,1500.0,500.0,3.0,2.0,média baixa
112771,PR,Nao,2236.0,559.0,3.0,2.0,média baixa
112772,PR,Sim,6000.0,2000.0,5.0,4.0,média
112773,PR,Sim,10500.0,5250.0,7.0,2.0,alta
112774,PR,Sim,5500.0,5500.0,7.0,2.0,alta
112775,PR,Sim,5000.0,2500.0,6.0,2.0,alta
112776,PR,Sim,12500.0,4166.0,7.0,2.0,alta
112777,PR,Sim,18000.0,9000.0,7.0,2.0,alta
112778,PR,Sim,3000.0,1500.0,5.0,2.0,média
112779,PR,Sim,4000.0,4000.0,7.0,2.0,alta
112780,PR,Sim,6800.0,3400.0,6.0,3.0,alta
112781,PR,Sim,6500.0,6500.0,7.0,4.0,alta
112782,PR,Sim,7000.0,2333.0,6.0,5.0,média
112783,PR,Sim,6000.0,1500.0,5.0,1.0,média
112784,PR,Sim,2500.0,2500.0,6.0,1.0,alta
112785,PR,Sim,3600.0,720.0,3.0,3.0,média baixa
112786,PR,Sim,4500.0,1500.0,5.0,1.0,média
112787,PR,Sim,7170.0,1792.0,5.0,3.0,média
112788,PR,Sim,9000.0,4500.0,7.0,2.0,alta
112789,PR,Sim,14000.0,2800.0,6.0,3.0,alta
112790,PR,Sim,3200.0,800.0,4.0,4.0,média baixa
112791,PR,Nao,700.0,700.0,3.0,1.0,média baixa
112792,PR,Nao,2650.0,441.0,3.0,2.0,
112793,PR,Sim,5000.0,2500.0,6.0,2.0,alta
112794,PR,Sim,15000.0,15000.0,7.0,3.0,alta
112796,PR,Sim,4000.0,4000.0,7.0,1.0,alta
112797,PR,Sim,5300.0,1766.0,5.0,3.0,média
112798,PR,Sim,5000.0,2500.0,6.0,2.0,alta
112799,PR,Sim,4000.0,1333.0,4.0,2.0,média
112800,PR,Sim,28000.0,14000.0,7.0,2.0,alta
112801,PR,Sim,10000.0,3333.0,6.0,3.0,alta
112803,PR,Sim,8000.0,2666.0,6.0,5.0,alta
112804,PR,Sim,3700.0,3700.0,7.0,2.0,alta
112805,PR,Sim,4000.0,2000.0,5.0,3.0,média
112806,PR,Sim,10000.0,5000.0,7.0,5.0,alta
112807,PR,Sim,6700.0,3350.0,6.0,2.0,alta
112808,PR,Sim,7800.0,3900.0,7.0,5.0,alta
112809,PR,Sim,5900.0,2950.0,6.0,4.0,alta
112810,PR,Sim,3200.0,1600.0,5.0,2.0,média
112811,PR,Sim,4500.0,2250.0,6.0,3.0,média
112812,PR,Sim,5148.0,1716.0,5.0,4.0,média
112813,PR,Sim,7000.0,3500.0,6.0,2.0,alta
112814,PR,Sim,6800.0,2266.0,6.0,2.0,média
112816,PR,Nao,2200.0,2200.0,6.0,2.0,média
112819,PR,Sim,7750.0,3875.0,7.0,3.0,alta
112821,PR,Sim,2224.0,741.0,4.0,2.0,média baixa
112823,PR,Sim,18900.0,6300.0,7.0,3.0,alta
112826,PR,Nao,1824.0,912.0,4.0,2.0,média baixa
112827,PR,Sim,4500.0,1500.0,5.0,3.0,média
112828,PR,Sim,2700.0,1350.0,4.0,2.0,média
112829,PR,Sim,3500.0,1166.0,4.0,2.0,média
112830,PR,Nao,1594.0,797.0,4.0,1.0,média baixa
112831,PR,Sim,6374.0,1593.0,5.0,1.0,média
112832,PR,Nao,7674.0,1534.0,5.0,1.0,média
112833,PR,Sim,7500.0,3750.0,7.0,1.0,alta
112835,PR,Sim,7000.0,1166.0,4.0,2.0,média
112836,PR,Nao,724.0,724.0,3.0,1.0,média baixa
112837,PR,Sim,3800.0,950.0,4.0,3.0,média baixa
112839,PR,Nao,1650.0,412.0,3.0,1.0,baixa
112840,PR,Sim,9200.0,3066.0,6.0,3.0,alta
112841,PR,Sim,12300.0,3075.0,6.0,5.0,alta
112842,PR,Sim,4300.0,4300.0,7.0,1.0,alta
112843,PR,Sim,11500.0,3833.0,7.0,1.0,alta
112844,PR,Sim,0.0,0.0,0.0,2.0,baixa
112845,PR,Sim,7000.0,1750.0,5.0,5.0,média
112846,PR,Sim,17500.0,3500.0,6.0,2.0,alta
112849,PR,Sim,3949.0,1974.0,5.0,3.0,média
112850,PR,Sim,2200.0,550.0,3.0,2.0,média baixa
112851,PR,Sim,1900.0,475.0,3.0,2.0,média baixa
112853,PR,Sim,2500.0,2500.0,6.0,3.0,alta
112854,PR,Nao,3498.0,874.0,4.0,3.0,média baixa
112855,PR,Sim,1900.0,633.0,3.0,3.0,média baixa
112856,PR,Sim,2161.0,1080.0,4.0,1.0,média
112857,PR,Sim,6000.0,3000.0,6.0,2.0,alta
112858,PR,Sim,2100.0,700.0,3.0,2.0,média baixa
112859,PR,Nao,1000.0,500.0,3.0,2.0,média baixa
112862,PR,Sim,3000.0,3000.0,6.0,1.0,alta
112864,PR,Sim,3700.0,1850.0,5.0,1.0,média
112866,PR,Sim,5100.0,2550.0,6.0,1.0,alta
112868,PR,Sim,7100.0,7100.0,7.0,2.0,alta
112869,PR,Sim,2500.0,2500.0,6.0,2.0,alta
112872,PR,Nao,780.0,780.0,4.0,1.0,média baixa
112873,PR,Sim,7600.0,1520.0,5.0,2.0,média
112875,PR,Nao,860.0,860.0,4.0,1.0,média baixa
112876,PR,Sim,4000.0,2000.0,5.0,2.0,média
112877,PR,Nao,0.0,0.0,0.0,1.0,baixa
112878,PR,Nao,915.0,915.0,4.0,1.0,média baixa
112879,PR,Sim,8100.0,2025.0,5.0,5.0,média
112880,PR,Nao,2335.0,778.0,4.0,2.0,média baixa
112881,PR,Sim,10224.0,2556.0,6.0,3.0,alta
112882,PR,Sim,370.0,370.0,3.0,1.0,baixa
112883,PR,Nao,1247.0,311.0,2.0,2.0,baixa
112884,PR,Sim,7600.0,2533.0,6.0,2.0,alta
112885,PR,Nao,1074.0,358.0,2.0,1.0,baixa
112888,PR,Sim,7800.0,1950.0,5.0,2.0,média
112890,PR,Sim,800.0,400.0,3.0,2.0,baixa
112891,PR,Sim,6000.0,1200.0,4.0,3.0,média
112892,PR,Sim,1948.0,649.0,3.0,2.0,média baixa
112894,PR,Sim,9200.0,4600.0,7.0,3.0,alta
112895,PR,Sim,2948.0,1474.0,5.0,4.0,média
112897,PR,Sim,3700.0,740.0,4.0,2.0,média baixa
112899,PR,Nao,1500.0,1500.0,5.0,1.0,média
112900,PR,Nao,2250.0,1125.0,4.0,2.0,média
112901,PR,Sim,3200.0,800.0,4.0,2.0,média baixa
112903,PR,Sim,7100.0,1775.0,5.0,2.0,média
112904,PR,Sim,5300.0,5300.0,7.0,2.0,alta
112905,PR,Sim,3500.0,875.0,4.0,3.0,média baixa
112906,PR,Sim,2800.0,933.0,4.0,3.0,média baixa
112907,PR,Sim,724.0,724.0,3.0,2.0,média baixa
112908,PR,Sim,1100.0,366.0,3.0,1.0,baixa
112909,PR,Sim,5500.0,5500.0,7.0,1.0,alta
112911,PR,Sim,26000.0,8666.0,7.0,3.0,alta
112912,PR,Nao,724.0,724.0,3.0,1.0,média baixa
112913,PR,Nao,2224.0,1112.0,4.0,1.0,média
112914,PR,Nao,1000.0,500.0,3.0,1.0,média baixa
112915,PR,Sim,2504.0,1252.0,4.0,1.0,média
112916,PR,Sim,4100.0,4100.0,7.0,2.0,alta
112917,PR,Nao,1200.0,600.0,3.0,3.0,média baixa
112918,PR,Nao,0.0,0.0,0.0,1.0,baixa
112919,PR,Sim,4400.0,1466.0,5.0,4.0,média
112920,PR,Sim,2000.0,2000.0,5.0,2.0,média
112921,PR,Sim,2524.0,1262.0,4.0,3.0,média
112922,PR,Sim,5000.0,2500.0,6.0,2.0,alta
112924,PR,Sim,5000.0,1000.0,4.0,2.0,média baixa
112925,PR,Sim,9100.0,1820.0,5.0,4.0,média
112926,PR,Sim,4657.0,4657.0,7.0,1.0,alta
112927,PR,Nao,2470.0,823.0,4.0,1.0,média baixa
112928,PR,Nao,2420.0,806.0,4.0,2.0,média baixa
112929,PR,Nao,4000.0,2000.0,5.0,2.0,média
112930,PR,Nao,724.0,724.0,3.0,2.0,média baixa
112931,PR,Nao,1724.0,431.0,3.0,1.0,baixa
112933,PR,Sim,10000.0,2500.0,6.0,4.0,alta
112934,PR,Sim,1277.0,638.0,3.0,1.0,média baixa
112935,PR,Nao,1800.0,900.0,4.0,2.0,média baixa
112936,PR,Sim,7000.0,7000.0,7.0,2.0,alta
112937,PR,Nao,1720.0,1720.0,5.0,1.0,média
112938,PR,Sim,4500.0,1500.0,5.0,1.0,média
112939,PR,Sim,2448.0,489.0,3.0,2.0,média baixa
112940,PR,Sim,2896.0,1448.0,4.0,3.0,média
112941,PR,Sim,1150.0,383.0,3.0,1.0,baixa
112942,PR,Nao,1448.0,1448.0,4.0,1.0,média
112943,PR,Nao,1448.0,1448.0,4.0,1.0,média
112944,PR,Sim,724.0,181.0,1.0,1.0,baixa
112945,PR,Nao,1924.0,481.0,3.0,2.0,média baixa
112947,PR,Nao,1500.0,1500.0,5.0,1.0,média
112948,PR,Nao,1724.0,862.0,4.0,2.0,média baixa
112950,PR,Nao,2000.0,2000.0,5.0,2.0,média
112951,PR,Sim,4220.0,1406.0,4.0,2.0,média
112952,PR,Sim,3925.0,981.0,4.0,2.0,média baixa
112953,PR,Sim,2898.0,1449.0,5.0,2.0,média
112954,PR,Nao,2896.0,965.0,4.0,4.0,média baixa
112955,PR,Nao,1810.0,603.0,3.0,1.0,média baixa
112956,PR,Sim,2000.0,2000.0,5.0,3.0,média
112957,PR,Sim,16200.0,4050.0,7.0,2.0,alta
112958,PR,Nao,724.0,724.0,3.0,1.0,média baixa
112959,PR,Sim,7000.0,3500.0,6.0,2.0,alta
112961,PR,Nao,1448.0,724.0,3.0,1.0,média baixa
112963,PR,Sim,7000.0,1400.0,4.0,2.0,média
112964,PR,Nao,724.0,724.0,3.0,1.0,média baixa
112965,PR,Sim,4500.0,1500.0,5.0,1.0,média
112967,PR,Nao,1448.0,1448.0,4.0,1.0,média
112968,PR,Nao,2180.0,1090.0,4.0,2.0,média
112969,PR,Sim,2172.0,1086.0,4.0,3.0,média
112970,PR,Sim,4000.0,1000.0,4.0,6.0,média baixa
112972,PR,Sim,20000.0,20000.0,7.0,7.0,alta
112973,PR,Nao,1700.0,850.0,4.0,3.0,média baixa
112974,PR,Sim,7000.0,7000.0,7.0,1.0,alta
112975,PR,Sim,2000.0,1000.0,4.0,2.0,média baixa
112976,PR,Sim,3500.0,3500.0,6.0,3.0,alta
112977,PR,Sim,14000.0,7000.0,7.0,2.0,alta
112978,PR,Sim,7500.0,7500.0,7.0,2.0,alta
112979,PR,Sim,13000.0,4333.0,7.0,2.0,alta
112980,PR,Nao,3000.0,3000.0,6.0,2.0,alta
112981,PR,Sim,21000.0,7000.0,7.0,5.0,alta
112982,PR,Sim,8000.0,4000.0,7.0,3.0,alta
112983,PR,Sim,11000.0,2750.0,6.0,7.0,alta
112984,PR,Sim,1519.0,759.0,4.0,2.0,média baixa
112985,PR,Sim,2000.0,500.0,3.0,1.0,média baixa
112986,PR,Sim,2000.0,1000.0,4.0,4.0,média baixa
112988,PR,Sim,13500.0,6750.0,7.0,4.0,alta
112989,PR,Sim,4240.0,1060.0,4.0,3.0,média
112990,PR,Nao,2172.0,2172.0,5.0,1.0,média
112991,PR,Sim,3000.0,750.0,4.0,2.0,média baixa
112993,PR,Sim,5700.0,1900.0,5.0,3.0,média
112995,PR,Sim,4344.0,2172.0,5.0,2.0,média
112996,PR,Sim,3060.0,1020.0,4.0,1.0,média
112997,PR,Sim,2700.0,1350.0,4.0,3.0,média
112998,PR,Nao,1448.0,724.0,3.0,1.0,média baixa
112999,PR,Sim,2924.0,974.0,4.0,2.0,média baixa
113000,PR,Sim,4824.0,1206.0,4.0,1.0,média
113001,PR,Sim,2000.0,500.0,3.0,2.0,média baixa
113003,PR,Nao,810.0,202.0,2.0,2.0,baixa
113004,PR,Sim,10000.0,5000.0,7.0,2.0,alta
113005,PR,Nao,4924.0,1641.0,5.0,1.0,média
113007,PR,Sim,15000.0,7500.0,7.0,5.0,alta
113008,PR,Sim,4000.0,2000.0,5.0,3.0,média
113009,PR,Nao,9000.0,4500.0,7.0,2.0,alta
113011,PR,Sim,12240.0,4080.0,7.0,4.0,alta
113012,PR,Sim,17600.0,5866.0,7.0,5.0,alta
113013,PR,Sim,4750.0,2375.0,6.0,2.0,média
113015,PR,Sim,10000.0,3333.0,6.0,2.0,alta
113016,PR,Sim,9344.0,4672.0,7.0,2.0,alta
113017,PR,Sim,7200.0,2400.0,6.0,5.0,média
113018,PR,Sim,6350.0,2116.0,5.0,4.0,média
113020,PR,Nao,6500.0,3250.0,6.0,3.0,alta
113021,PR,Sim,4000.0,1333.0,4.0,2.0,média
113024,PR,Sim,11200.0,3733.0,7.0,2.0,alta
113025,PR,Sim,11800.0,2950.0,6.0,3.0,alta
113026,PR,Sim,3500.0,3500.0,6.0,1.0,alta
113028,PR,Sim,4500.0,1500.0,5.0,2.0,média
113031,PR,Nao,1624.0,324.0,2.0,2.0,baixa
113032,PR,Sim,3300.0,825.0,4.0,3.0,média baixa
113034,PR,Sim,13000.0,2600.0,6.0,2.0,alta
113037,PR,Sim,10000.0,2500.0,6.0,1.0,alta
113039,PR,Sim,10000.0,2500.0,6.0,2.0,alta
113042,PR,Sim,12500.0,6250.0,7.0,2.0,alta
113044,PR,Sim,2486.0,621.0,3.0,3.0,média baixa
113045,PR,Sim,8296.0,1382.0,4.0,4.0,média
