,UF,Internet,Rend.mens.Domiciliar,Ren.mens.percapta,Faixa.Rend.mens.percapta,Num.Televisores,Classe
110598,PR,Sim,3000.0,750.0,4.0,3.0,média baixa
110599,PR,Sim,2620.0,374.0,3.0,3.0,baixa
110600,PR,Sim,5300.0,1766.0,5.0,1.0,média
110601,PR,Nao,2200.0,733.0,4.0,2.0,média baixa
110602,PR,Sim,5100.0,2550.0,6.0,1.0,alta
110603,PR,Nao,2310.0,577.0,3.0,1.0,média baixa
110604,PR,Sim,2900.0,966.0,4.0,2.0,média baixa
110605,PR,Nao,950.0,316.0,2.0,2.0,baixa
110607,PR,Nao,2324.0,581.0,3.0,2.0,média baixa
110608,PR,Nao,2800.0,1400.0,4.0,1.0,média
110609,PR,Sim,2100.0,525.0,3.0,1.0,média baixa
110610,PR,Sim,2200.0,550.0,3.0,1.0,média baixa
110611,PR,Nao,1700.0,850.0,4.0,1.0,média baixa
110612,PR,Nao,2500.0,833.0,4.0,1.0,média baixa
110613,PR,Sim,2422.0,807.0,4.0,2.0,média baixa
110614,PR,Nao,900.0,300.0,2.0,1.0,baixa
110615,PR,Nao,4090.0,1022.0,4.0,2.0,média
110616,PR,Sim,1124.0,281.0,2.0,2.0,baixa
110617,PR,Nao,2950.0,368.0,3.0,1.0,baixa
110618,PR,Nao,724.0,724.0,3.0,1.0,média baixa
110619,PR,Nao,2400.0,1200.0,4.0,1.0,média
110620,PR,Nao,3124.0,1562.0,5.0,1.0,média
110621,PR,Sim,5000.0,1666.0,5.0,1.0,média
110622,PR,Nao,704.0,140.0,1.0,1.0,baixa
110623,PR,Nao,1396.0,465.0,3.0,1.0,média baixa
110624,PR,Sim,2624.0,1312.0,4.0,1.0,média
110625,PR,Sim,3724.0,1241.0,4.0,1.0,média
110626,PR,Nao,1518.0,759.0,4.0,2.0,média baixa
110627,PR,Nao,8324.0,8324.0,7.0,3.0,alta
110628,PR,Sim,13900.0,3475.0,6.0,4.0,alta
110629,PR,Nao,182.0,45.0,1.0,2.0,baixa
110630,PR,Sim,2000.0,500.0,3.0,2.0,média baixa
110632,PR,Sim,12600.0,3150.0,6.0,3.0,alta
110634,PR,Nao,724.0,362.0,2.0,1.0,baixa
110635,PR,Sim,2220.0,1110.0,4.0,1.0,média
110636,PR,Sim,12100.0,4033.0,7.0,2.0,alta
110637,PR,Nao,8525.0,4262.0,7.0,3.0,alta
110638,PR,Sim,4000.0,2000.0,5.0,2.0,média
110639,PR,Nao,900.0,450.0,3.0,1.0,média baixa
110640,PR,Nao,300.0,300.0,2.0,1.0,baixa
110641,PR,Nao,724.0,724.0,3.0,2.0,média baixa
110642,PR,Nao,724.0,362.0,2.0,3.0,baixa
110644,PR,Nao,947.0,473.0,3.0,1.0,média baixa
110645,PR,Sim,2690.0,672.0,3.0,4.0,média baixa
110646,PR,Nao,2500.0,833.0,4.0,2.0,média baixa
110648,PR,Nao,2328.0,1164.0,4.0,1.0,média
110649,PR,Sim,2850.0,712.0,3.0,3.0,média baixa
110650,PR,Nao,1500.0,375.0,3.0,2.0,baixa
110651,PR,Sim,2948.0,982.0,4.0,2.0,média baixa
110653,PR,Nao,6418.0,3209.0,6.0,1.0,alta
110654,PR,Sim,2000.0,666.0,3.0,2.0,média baixa
110655,PR,Sim,2020.0,1010.0,4.0,1.0,média baixa
110656,PR,Sim,7000.0,7000.0,7.0,2.0,alta
110657,PR,Sim,2348.0,1174.0,4.0,1.0,média
110658,PR,Sim,11000.0,3666.0,7.0,3.0,alta
110659,PR,Nao,1500.0,750.0,4.0,1.0,média baixa
110660,PR,Sim,9352.0,2338.0,6.0,2.0,média
110661,PR,Nao,3700.0,925.0,4.0,1.0,média baixa
110662,PR,Sim,5400.0,1350.0,4.0,2.0,média
110663,PR,Nao,1350.0,450.0,3.0,1.0,média baixa
110664,PR,Sim,6100.0,3050.0,6.0,1.0,alta
110665,PR,Nao,724.0,724.0,3.0,1.0,média baixa
110666,PR,Nao,2380.0,793.0,4.0,1.0,média baixa
110667,PR,Nao,2612.0,870.0,4.0,3.0,média baixa
110668,PR,Sim,3930.0,982.0,4.0,3.0,média baixa
110670,PR,Sim,1000.0,1000.0,4.0,1.0,média baixa
110671,PR,Nao,3150.0,630.0,3.0,2.0,média baixa
110672,PR,Nao,1524.0,762.0,4.0,1.0,média baixa
110673,PR,Sim,935.0,311.0,2.0,2.0,baixa
110674,PR,Sim,3200.0,800.0,4.0,1.0,média baixa
110675,PR,Nao,2832.0,944.0,4.0,1.0,média baixa
110676,PR,Nao,1724.0,862.0,4.0,2.0,média baixa
110677,PR,Nao,2780.0,695.0,3.0,1.0,média baixa
110678,PR,Sim,1780.0,445.0,3.0,1.0,média baixa
110679,PR,Nao,2400.0,800.0,4.0,1.0,média baixa
110680,PR,Nao,3105.0,1035.0,4.0,2.0,média
110681,PR,Nao,750.0,250.0,2.0,2.0,baixa
110684,PR,Sim,3100.0,1033.0,4.0,1.0,média
110685,PR,Nao,1700.0,850.0,4.0,1.0,média baixa
110686,PR,Sim,3940.0,656.0,3.0,4.0,média baixa
110687,PR,Nao,2048.0,1024.0,4.0,1.0,média
110688,PR,Sim,2714.0,904.0,4.0,3.0,média baixa
110689,PR,Sim,3000.0,750.0,4.0,2.0,média baixa
110690,PR,Sim,1900.0,633.0,3.0,1.0,média baixa
110691,PR,Sim,4916.0,983.0,4.0,2.0,média baixa
110692,PR,Nao,3924.0,1308.0,4.0,2.0,média
110693,PR,Nao,724.0,362.0,2.0,2.0,baixa
110694,PR,Nao,3178.0,1059.0,4.0,3.0,média
110695,PR,Sim,1400.0,350.0,2.0,2.0,baixa
110696,PR,Nao,824.0,412.0,3.0,1.0,baixa
110697,PR,Sim,12000.0,6000.0,7.0,3.0,alta
110698,PR,Sim,13325.0,4441.0,7.0,4.0,alta
110699,PR,Sim,6925.0,2308.0,6.0,1.0,média
110700,PR,Sim,2900.0,966.0,4.0,2.0,média baixa
110701,PR,Sim,5558.0,1389.0,4.0,2.0,média
110702,PR,Sim,16200.0,4050.0,7.0,3.0,alta
110703,PR,Sim,3200.0,800.0,4.0,3.0,média baixa
110704,PR,Sim,13000.0,3250.0,6.0,1.0,alta
110705,PR,Sim,9000.0,2250.0,6.0,3.0,média
110706,PR,Sim,4000.0,1000.0,4.0,1.0,média baixa
110707,PR,Sim,900.0,450.0,3.0,2.0,média baixa
110708,PR,Sim,2500.0,833.0,4.0,1.0,média baixa
110709,PR,Nao,1800.0,450.0,3.0,3.0,média baixa
110711,PR,Nao,724.0,724.0,3.0,1.0,média baixa
110712,PR,Sim,3290.0,1096.0,4.0,1.0,média
110715,PR,Sim,22500.0,11250.0,7.0,2.0,alta
110716,PR,Sim,11720.0,2930.0,6.0,2.0,alta
110717,PR,Sim,1500.0,300.0,2.0,1.0,baixa
110718,PR,Sim,3000.0,1500.0,5.0,1.0,média
110719,PR,Sim,3400.0,1133.0,4.0,2.0,média
110720,PR,Sim,12500.0,3125.0,6.0,2.0,alta
110721,PR,Nao,1598.0,799.0,4.0,1.0,média baixa
110722,PR,Sim,5345.0,2672.0,6.0,1.0,alta
110723,PR,Nao,720.0,720.0,3.0,1.0,média baixa
110724,PR,Sim,4600.0,1150.0,4.0,2.0,média
110726,PR,Nao,2349.0,1174.0,4.0,1.0,média
110727,PR,Sim,4000.0,1333.0,4.0,1.0,média
110728,PR,Nao,1448.0,724.0,3.0,1.0,média baixa
110731,PR,Sim,2425.0,1212.0,4.0,1.0,média
110732,PR,Sim,1300.0,1300.0,4.0,1.0,média
110734,PR,Sim,2220.0,740.0,4.0,2.0,média baixa
110735,PR,Nao,1035.0,345.0,2.0,1.0,baixa
110736,PR,Sim,4376.0,875.0,4.0,2.0,média baixa
110737,PR,Sim,1545.0,515.0,3.0,1.0,média baixa
110738,PR,Nao,725.0,362.0,2.0,1.0,baixa
110739,PR,Nao,2244.0,561.0,3.0,1.0,média baixa
110740,PR,Sim,2650.0,883.0,4.0,2.0,média baixa
110741,PR,Nao,2000.0,2000.0,5.0,1.0,média
110742,PR,Sim,3300.0,825.0,4.0,1.0,média baixa
110743,PR,Sim,5090.0,1272.0,4.0,1.0,média
110744,PR,Sim,2200.0,733.0,4.0,2.0,média baixa
110745,PR,Nao,900.0,450.0,3.0,1.0,média baixa
110746,PR,Sim,2928.0,976.0,4.0,1.0,média baixa
110747,PR,Sim,1200.0,300.0,2.0,1.0,baixa
110748,PR,Sim,1500.0,500.0,3.0,1.0,média baixa
110750,PR,Nao,2500.0,2500.0,6.0,1.0,alta
110751,PR,Nao,1724.0,862.0,4.0,1.0,média baixa
110752,PR,Sim,3000.0,750.0,4.0,2.0,média baixa
110753,PR,Sim,3100.0,1550.0,5.0,1.0,média
110754,PR,Nao,3300.0,1650.0,5.0,1.0,média
110755,PR,Sim,3700.0,1233.0,4.0,1.0,média
110756,PR,Sim,3000.0,750.0,4.0,2.0,média baixa
110757,PR,Sim,8600.0,2150.0,5.0,4.0,média
110758,PR,Sim,5500.0,2750.0,6.0,2.0,alta
110760,PR,Sim,720.0,360.0,2.0,2.0,baixa
110761,PR,Sim,1200.0,300.0,2.0,2.0,baixa
110762,PR,Nao,2500.0,2500.0,6.0,1.0,alta
110763,PR,Sim,50000.0,50000.0,7.0,2.0,alta
110764,PR,Sim,800.0,266.0,2.0,2.0,baixa
110766,PR,Nao,4100.0,820.0,4.0,1.0,média baixa
110768,PR,Sim,3600.0,1200.0,4.0,2.0,média
110769,PR,Nao,2000.0,500.0,3.0,1.0,média baixa
110770,PR,Sim,2586.0,862.0,4.0,1.0,média baixa
110772,PR,Sim,4839.0,1209.0,4.0,2.0,média
110774,PR,Sim,6380.0,1595.0,5.0,3.0,média
110775,PR,Nao,2200.0,1100.0,4.0,1.0,média
110776,PR,Sim,6000.0,1500.0,5.0,4.0,média
110777,PR,Nao,2600.0,1300.0,4.0,1.0,média
110778,PR,Sim,4600.0,1533.0,5.0,2.0,média
110779,PR,Nao,860.0,860.0,4.0,2.0,média baixa
110780,PR,Sim,2600.0,1300.0,4.0,1.0,média
110781,PR,Nao,1086.0,543.0,3.0,1.0,média baixa
110782,PR,Sim,2700.0,1350.0,4.0,1.0,média
110784,PR,Sim,2700.0,675.0,3.0,2.0,média baixa
110785,PR,Sim,1500.0,500.0,3.0,1.0,média baixa
110786,PR,Nao,3900.0,1300.0,4.0,1.0,média
110787,PR,Nao,724.0,724.0,3.0,1.0,média baixa
110788,PR,Sim,3700.0,1850.0,5.0,1.0,média
110789,PR,Sim,1562.0,312.0,2.0,1.0,baixa
110790,PR,Sim,1500.0,300.0,2.0,1.0,baixa
110791,PR,Sim,3400.0,1133.0,4.0,2.0,média
110792,PR,Sim,1500.0,750.0,4.0,2.0,média baixa
110793,PR,Sim,2026.0,405.0,3.0,1.0,baixa
110794,PR,Nao,2580.0,860.0,4.0,1.0,média baixa
110795,PR,Sim,2600.0,520.0,3.0,2.0,média baixa
110797,PR,Sim,1800.0,600.0,3.0,2.0,média baixa
110799,PR,Nao,724.0,241.0,2.0,1.0,baixa
110800,PR,Nao,2030.0,676.0,3.0,1.0,média baixa
110801,PR,Sim,3700.0,1233.0,4.0,2.0,média
110802,PR,Nao,3224.0,1612.0,5.0,1.0,média
110803,PR,Nao,1427.0,1427.0,4.0,1.0,média
110804,PR,Sim,2200.0,440.0,3.0,3.0,baixa
110805,PR,Sim,4300.0,2150.0,5.0,1.0,média
110806,PR,Nao,3974.0,567.0,3.0,2.0,média baixa
110807,PR,Sim,830.0,207.0,2.0,1.0,baixa
110808,PR,Sim,13000.0,2166.0,5.0,4.0,média
110809,PR,Sim,3000.0,600.0,3.0,2.0,média baixa
110810,PR,Nao,1680.0,336.0,2.0,1.0,baixa
110811,PR,Sim,2500.0,833.0,4.0,2.0,média baixa
110812,PR,Sim,4224.0,2112.0,5.0,2.0,média
110813,PR,Sim,3000.0,3000.0,6.0,1.0,alta
110814,PR,Nao,1000.0,1000.0,4.0,1.0,média baixa
110815,PR,Sim,1200.0,1200.0,4.0,1.0,média
110816,PR,Nao,2050.0,1025.0,4.0,2.0,média
110817,PR,Sim,4500.0,2250.0,6.0,2.0,média
110818,PR,Sim,3200.0,1600.0,5.0,2.0,média
110819,PR,Sim,2820.0,564.0,3.0,2.0,média baixa
110820,PR,Sim,14000.0,4666.0,7.0,2.0,alta
110821,PR,Nao,3850.0,641.0,3.0,3.0,média baixa
110822,PR,Sim,2200.0,733.0,4.0,3.0,média baixa
110823,PR,Sim,7200.0,1800.0,5.0,3.0,média
110824,PR,Nao,1624.0,812.0,4.0,1.0,média baixa
110825,PR,Sim,2124.0,1062.0,4.0,2.0,média
110826,PR,Sim,6200.0,1240.0,4.0,1.0,média
110827,PR,Sim,2700.0,900.0,4.0,2.0,média baixa
110828,PR,Sim,3000.0,1000.0,4.0,2.0,média baixa
110829,PR,Sim,3500.0,1166.0,4.0,2.0,média
110830,PR,Sim,1924.0,481.0,3.0,2.0,média baixa
110831,PR,Nao,3400.0,1133.0,4.0,2.0,média
110832,PR,Sim,8000.0,2000.0,5.0,3.0,média
110833,PR,Sim,2900.0,725.0,4.0,2.0,média baixa
110834,PR,Sim,2725.0,1362.0,4.0,2.0,média
110835,PR,Nao,724.0,724.0,3.0,2.0,média baixa
110836,PR,Sim,4000.0,2000.0,5.0,4.0,média
110837,PR,Sim,2600.0,1300.0,4.0,3.0,média
110838,PR,Nao,2567.0,855.0,4.0,2.0,média baixa
110839,PR,Nao,5000.0,2500.0,6.0,2.0,alta
110840,PR,Nao,1660.0,830.0,4.0,2.0,média baixa
110841,PR,Sim,2000.0,1000.0,4.0,2.0,média baixa
110842,PR,Nao,1448.0,724.0,3.0,1.0,média baixa
110843,PR,Nao,800.0,266.0,2.0,2.0,baixa
110844,PR,Sim,2920.0,973.0,4.0,2.0,média baixa
110845,PR,Sim,4000.0,2000.0,5.0,4.0,média
110846,PR,Sim,3850.0,962.0,4.0,1.0,média baixa
110847,PR,Nao,2900.0,483.0,3.0,2.0,média baixa
110848,PR,Nao,1448.0,724.0,3.0,2.0,média baixa
110849,PR,Sim,980.0,490.0,3.0,1.0,média baixa
110850,PR,Sim,4200.0,840.0,4.0,2.0,média baixa
110851,PR,Nao,2250.0,562.0,3.0,1.0,média baixa
110852,PR,Nao,1325.0,662.0,3.0,1.0,média baixa
110853,PR,Sim,5000.0,1250.0,4.0,3.0,média
110854,PR,Sim,2224.0,1112.0,4.0,2.0,média
110855,PR,Nao,612.0,306.0,2.0,1.0,baixa
110856,PR,Sim,5800.0,527.0,3.0,2.0,média baixa
110857,PR,Nao,1900.0,950.0,4.0,3.0,média baixa
110858,PR,Sim,3500.0,1166.0,4.0,2.0,média
110859,PR,Nao,724.0,362.0,2.0,1.0,baixa
110860,PR,Sim,3000.0,1000.0,4.0,3.0,média baixa
110861,PR,Sim,10000.0,3333.0,6.0,1.0,alta
110862,PR,Sim,2000.0,1000.0,4.0,1.0,média baixa
110863,PR,Sim,3400.0,1133.0,4.0,1.0,média
110864,PR,Sim,4200.0,1400.0,4.0,3.0,média
110865,PR,Nao,724.0,724.0,3.0,1.0,média baixa
110866,PR,Nao,3500.0,875.0,4.0,1.0,média baixa
110867,PR,Sim,6700.0,2233.0,6.0,4.0,média
110868,PR,Sim,1500.0,500.0,3.0,1.0,média baixa
110869,PR,Sim,0.0,0.0,0.0,1.0,baixa
110870,PR,Sim,5100.0,1275.0,4.0,2.0,média
110871,PR,Sim,1150.0,383.0,3.0,1.0,baixa
110872,PR,Sim,2900.0,580.0,3.0,1.0,média baixa
110873,PR,Nao,300.0,300.0,2.0,1.0,baixa
110874,PR,Nao,1800.0,450.0,3.0,1.0,média baixa
110875,PR,Nao,2400.0,2400.0,6.0,1.0,média
110876,PR,Sim,2724.0,681.0,3.0,2.0,média baixa
110877,PR,Nao,1400.0,350.0,2.0,1.0,baixa
110878,PR,Sim,1500.0,375.0,3.0,2.0,baixa
110879,PR,Sim,3650.0,912.0,4.0,1.0,média baixa
110880,PR,Nao,0.0,0.0,0.0,1.0,baixa
110881,PR,Nao,1500.0,500.0,3.0,2.0,média baixa
110882,PR,Sim,1750.0,583.0,3.0,2.0,média baixa
110883,PR,Sim,1500.0,300.0,2.0,2.0,baixa
110884,PR,Sim,4900.0,1225.0,4.0,3.0,média
110885,PR,Sim,2100.0,525.0,3.0,2.0,média baixa
110886,PR,Sim,5400.0,1800.0,5.0,3.0,média
110887,PR,Nao,89.0,89.0,1.0,1.0,baixa
110888,PR,Sim,4048.0,809.0,4.0,3.0,média baixa
110889,PR,Nao,1945.0,648.0,3.0,1.0,média baixa
110890,PR,Sim,3475.0,1158.0,4.0,1.0,média
110891,PR,Sim,4920.0,984.0,4.0,1.0,média baixa
110892,PR,Sim,2700.0,1350.0,4.0,2.0,média
110893,PR,Nao,1448.0,724.0,3.0,1.0,média baixa
110894,PR,Sim,7000.0,2333.0,6.0,1.0,média
110895,PR,Nao,724.0,724.0,3.0,1.0,média baixa
110896,PR,Sim,3000.0,1000.0,4.0,1.0,média baixa
110897,PR,Sim,20000.0,5000.0,7.0,1.0,alta
110898,PR,Nao,1448.0,724.0,3.0,1.0,média baixa
110899,PR,Nao,3200.0,1066.0,4.0,1.0,média
110900,PR,Nao,724.0,724.0,3.0,1.0,média baixa
110901,PR,Sim,905.0,301.0,2.0,1.0,baixa
110902,PR,Nao,3524.0,1174.0,4.0,1.0,média
110905,PR,Sim,4400.0,1100.0,4.0,3.0,média
110907,PR,Sim,7800.0,1560.0,5.0,1.0,média
110908,PR,Sim,1800.0,1800.0,5.0,2.0,média
110909,PR,Nao,1449.0,724.0,3.0,1.0,média baixa
110910,PR,Nao,370.0,92.0,1.0,1.0,baixa
110911,PR,Sim,4730.0,2365.0,6.0,1.0,média
110912,PR,Nao,1450.0,725.0,4.0,1.0,média baixa
110913,PR,Sim,1000.0,1000.0,4.0,1.0,média baixa
110914,PR,Sim,5000.0,1250.0,4.0,3.0,média
110915,PR,Sim,12200.0,6100.0,7.0,2.0,alta
110916,PR,Sim,7300.0,2433.0,6.0,3.0,média
110917,PR,Sim,7000.0,2333.0,6.0,2.0,média
110918,PR,Sim,15200.0,3800.0,7.0,3.0,alta
110921,PR,Nao,1200.0,400.0,3.0,2.0,baixa
110922,PR,Nao,3500.0,700.0,3.0,1.0,média baixa
110923,PR,Sim,500.0,125.0,1.0,1.0,baixa
110924,PR,Sim,5000.0,1666.0,5.0,2.0,média
110925,PR,Sim,5848.0,1462.0,5.0,2.0,média
110927,PR,Nao,3500.0,1750.0,5.0,2.0,média
110928,PR,Nao,1448.0,724.0,3.0,3.0,média baixa
110929,PR,Sim,2200.0,1100.0,4.0,3.0,média
110930,PR,Sim,9000.0,4500.0,7.0,2.0,alta
110931,PR,Sim,3200.0,1066.0,4.0,1.0,média
110932,PR,Nao,320.0,160.0,1.0,1.0,baixa
110933,PR,Sim,2395.0,798.0,4.0,1.0,média baixa
110934,PR,Nao,1448.0,724.0,3.0,2.0,média baixa
110935,PR,Sim,3424.0,1141.0,4.0,2.0,média
110937,PR,Sim,2200.0,550.0,3.0,2.0,média baixa
110938,PR,Sim,4700.0,2350.0,6.0,1.0,média
110939,PR,Sim,4849.0,1212.0,4.0,1.0,média
110940,PR,Nao,724.0,724.0,3.0,1.0,média baixa
110941,PR,Sim,1814.0,453.0,3.0,1.0,média baixa
110942,PR,Nao,2300.0,287.0,2.0,2.0,baixa
110943,PR,Nao,1200.0,400.0,3.0,1.0,baixa
110944,PR,Sim,3472.0,868.0,4.0,1.0,média baixa
110945,PR,Nao,2400.0,1200.0,4.0,1.0,média
110946,PR,Sim,3100.0,1550.0,5.0,1.0,média
110947,PR,Nao,850.0,283.0,2.0,1.0,baixa
110948,PR,Sim,7172.0,1793.0,5.0,2.0,média
110949,PR,Nao,948.0,189.0,2.0,1.0,baixa
110950,PR,Nao,850.0,283.0,2.0,1.0,baixa
110951,PR,Nao,1640.0,410.0,3.0,1.0,baixa
110952,PR,Nao,3148.0,1574.0,5.0,1.0,média
110953,PR,Nao,724.0,241.0,2.0,1.0,baixa
110954,PR,Nao,400.0,133.0,1.0,1.0,baixa
110955,PR,Sim,3998.0,799.0,4.0,1.0,média baixa
110956,PR,Sim,1720.0,573.0,3.0,2.0,média baixa
110957,PR,Nao,2200.0,733.0,4.0,1.0,média baixa
110958,PR,Nao,1524.0,508.0,3.0,1.0,média baixa
110959,PR,Nao,724.0,724.0,3.0,1.0,média baixa
110960,PR,Sim,1524.0,381.0,3.0,1.0,baixa
110961,PR,Sim,2900.0,725.0,4.0,2.0,média baixa
110962,PR,Nao,2168.0,1084.0,4.0,1.0,média
110963,PR,Nao,1500.0,750.0,4.0,1.0,média baixa
110964,PR,Sim,2400.0,1200.0,4.0,1.0,média
110965,PR,Nao,1748.0,349.0,2.0,2.0,baixa
110966,PR,Nao,2004.0,668.0,3.0,1.0,média baixa
110967,PR,Nao,2524.0,420.0,3.0,2.0,baixa
110968,PR,Nao,724.0,724.0,3.0,1.0,média baixa
110969,PR,Nao,1600.0,400.0,3.0,2.0,baixa
110970,PR,Nao,1200.0,400.0,3.0,1.0,baixa
110971,PR,Nao,1448.0,724.0,3.0,1.0,média baixa
110972,PR,Nao,2472.0,412.0,3.0,1.0,baixa
110974,PR,Nao,1501.0,300.0,2.0,1.0,baixa
110975,PR,Nao,2500.0,625.0,3.0,2.0,média baixa
110976,PR,Sim,1328.0,442.0,3.0,1.0,média baixa
110977,PR,Nao,2224.0,556.0,3.0,2.0,média baixa
110978,PR,Nao,3180.0,636.0,3.0,2.0,média baixa
110980,PR,Sim,12000.0,3000.0,6.0,3.0,alta
110981,PR,Nao,637.0,159.0,1.0,2.0,baixa
110982,PR,Nao,5070.0,563.0,3.0,1.0,média baixa
110984,PR,Nao,1535.0,511.0,3.0,2.0,média baixa
110985,PR,Nao,1020.0,510.0,3.0,1.0,média baixa
110986,PR,Nao,2200.0,733.0,4.0,1.0,média baixa
110987,PR,Sim,3000.0,1000.0,4.0,2.0,média baixa
110991,PR,Nao,920.0,460.0,3.0,1.0,média baixa
110992,PR,Nao,3024.0,604.0,3.0,1.0,média baixa
110993,PR,Nao,1500.0,500.0,3.0,1.0,média baixa
110994,PR,Sim,7124.0,1017.0,4.0,3.0,média baixa
110995,PR,Sim,2324.0,774.0,4.0,2.0,média baixa
110996,PR,Sim,1848.0,616.0,3.0,1.0,média baixa
110997,PR,Nao,3224.0,1612.0,5.0,1.0,média
110998,PR,Sim,2000.0,400.0,3.0,2.0,baixa
110999,PR,Sim,2300.0,1150.0,4.0,1.0,média
111000,PR,Nao,3000.0,1500.0,5.0,1.0,média
111001,PR,Sim,2824.0,706.0,3.0,3.0,média baixa
111002,PR,Sim,2490.0,1245.0,4.0,2.0,média
111003,PR,Sim,724.0,362.0,2.0,1.0,baixa
111004,PR,Sim,8600.0,1720.0,5.0,4.0,média
111005,PR,Nao,2600.0,650.0,3.0,3.0,média baixa
111006,PR,Sim,7873.0,1968.0,5.0,2.0,média
111007,PR,Sim,5224.0,1306.0,4.0,2.0,média
111008,PR,Sim,16480.0,5493.0,7.0,5.0,alta
111009,PR,Nao,1539.0,769.0,4.0,2.0,média baixa
111010,PR,Sim,6110.0,1222.0,4.0,1.0,média
111011,PR,Sim,3740.0,935.0,4.0,1.0,média baixa
111012,PR,Nao,1448.0,1448.0,4.0,1.0,média
111013,PR,Sim,5400.0,2700.0,6.0,1.0,alta
111014,PR,Nao,7200.0,2400.0,6.0,2.0,média
111015,PR,Sim,6074.0,2024.0,5.0,3.0,média
111016,PR,Sim,3000.0,600.0,3.0,3.0,média baixa
111017,PR,Sim,8800.0,2933.0,6.0,4.0,alta
111018,PR,Sim,3000.0,1500.0,5.0,1.0,média
111019,PR,Sim,3985.0,996.0,4.0,1.0,média baixa
111020,PR,Sim,5242.0,873.0,4.0,2.0,média baixa
111021,PR,Sim,3696.0,528.0,3.0,1.0,média baixa
111022,PR,Nao,1448.0,724.0,3.0,2.0,média baixa
111023,PR,Nao,724.0,241.0,2.0,1.0,baixa
111024,PR,Sim,3170.0,1585.0,5.0,1.0,média
111025,PR,Sim,2665.0,666.0,3.0,1.0,média baixa
111026,PR,Nao,1448.0,1448.0,4.0,1.0,média
111027,PR,Sim,2655.0,1327.0,4.0,2.0,média
111028,PR,Sim,1480.0,370.0,3.0,1.0,baixa
111029,PR,Sim,4830.0,1207.0,4.0,1.0,média
